N	2gram	Ircho_Kome_1	Dialekti
1	т е	13	46
2	и не	8	30
3	может быть	9	17
4	и т	9	17
5	ничего не	3	17
6	то что	2	16
7	и в	22	15
8	т д	4	15
9	так как	4	14
10	точки зрения	4	14
11	прежде всего	5	11
12	и вот	4	11
13	в том	11	11
14	не может	2	11
15	ясно что	4	11
16	и все	3	11
17	в этом	3	11
18	с ее	2	10
19	потому что	5	10
20	том что	12	10
21	было бы	2	9
22	все это	5	9
23	мы не	3	9
24	то же	6	9
25	ни в	6	8
26	не в	6	8
27	в себе	2	8
28	и о	3	8
29	не только	10	8
30	в чем	3	8
31	и ее	3	8
32	что в	6	7
33	что он	6	7
34	как и	9	7
35	и его	8	7
36	или в	2	7
37	только в	3	7
38	же время	4	6
39	хотя и	3	6
40	и тем	2	6
41	и даже	5	6
42	в результате	4	6
43	вовсе не	2	6
44	в то	10	6
45	что и	4	6
46	так и	5	5
47	на то	3	5
48	и можно	2	5
49	в нем	4	5
50	таким образом	8	5
51	именно в	4	5
52	и на	3	5
53	о том	8	5
54	в сущности	2	5
55	в себя	2	5
56	и как	3	4
57	но это	2	4
58	в этой	7	4
59	что они	4	4
60	один из	5	4
61	но и	11	4
62	так же	3	4
63	и с	3	4
64	уже о	2	4
65	в одном	8	4
66	то ни	2	4
67	или по	2	4
68	еще не	2	4
69	как раз	3	4
70	в течение	3	4
71	в силу	2	4
72	в его	5	4
73	на этом	2	3
74	в свою	2	3
75	для всех	2	3
76	говоря уже	2	3
77	не говоря	2	3
78	в их	4	3
79	известно что	4	3
80	в истории	5	3
81	но в	4	3
82	к этому	4	3
83	у нас	3	3
84	за пределы	2	3
85	со стороны	2	3
86	как в	5	3
87	на основании	3	3
88	из которых	2	3
89	и притом	2	3
90	мы можем	4	3
91	в виде	3	3
92	могут быть	3	3
93	едва ли	7	3
94	в области	2	3
95	не менее	3	2
96	в противоположность	2	2
97	время и	2	2
98	в частности	3	2
99	и без	2	2
100	в отношении	6	2
101	главным образом	3	2
102	на все	2	2
103	вопрос о	3	2
104	да и	3	2
105	на нем	2	2
106	когда же	5	2
107	при этом	5	2
108	мог бы	2	2
109	в самом	2	2
110	в котором	4	2
111	из них	10	2
112	другой стороны	5	2
113	то и	2	2
114	для этого	2	2
115	не мог	3	2
116	и по	6	2
117	как это	3	2
118	е в	2	2
119	однако в	3	2
120	чем же	2	2
121	в них	3	2
122	и во	2	2
123	все же	3	2
124	в качестве	4	2
125	все что	2	2
126	одной из	3	2
127	и из	2	2
128	тем не	2	2
129	вместе с	2	2
130	ее в	2	2
131	находится в	2	2
132	даже не	2	2
133	тех же	2	2
134	не раз	2	2
135	того как	3	2
136	можно судить	4	2
137	только что	2	2
138	что по	2	2
139	во всяком	2	2
140	тем что	4	2
141	как будто	2	2
142	в которой	6	2
143	отличие от	2	2
