N	2gram	Losev_Prob_3	Komedia
1	и в	44	22
2	том что	12	12
3	в том	21	11
4	но и	10	11
5	не только	14	10
6	из них	2	10
7	в то	9	10
8	как и	10	9
9	и т	13	9
10	может быть	28	9
11	таким образом	9	8
12	и не	35	8
13	и его	5	8
14	о том	6	8
15	едва ли	5	7
16	в этой	3	7
17	что в	8	6
18	в отношении	2	6
19	в конце	5	6
20	что он	9	6
21	к тому	3	6
22	ни в	8	6
23	такого рода	6	6
24	и по	2	6
25	то же	13	6
26	не в	13	6
27	а в	5	6
28	в которой	2	6
29	уже в	3	5
30	с другой	7	5
31	прежде всего	3	5
32	о которых	3	5
33	при этом	4	5
34	со своим	2	5
35	в его	9	5
36	так и	10	5
37	как в	5	5
38	все это	5	5
39	другой стороны	5	5
40	то время	4	5
41	и даже	14	5
42	потому что	25	5
43	именно в	2	4
44	в их	2	4
45	по поводу	2	4
46	ясно что	6	4
47	как мы	8	4
48	же в	3	4
49	в другом	2	4
50	что они	5	4
51	в качестве	3	4
52	а также	4	4
53	в котором	2	4
54	и особенно	2	4
55	в нем	9	4
56	что и	9	4
57	т д	13	4
58	тем что	4	4
59	время как	4	4
60	в результате	2	4
61	точки зрения	5	4
62	конце концов	3	4
63	так как	9	4
64	но в	12	4
65	мы можем	6	4
66	же как	3	3
67	не менее	10	3
68	однако в	2	3
69	в любом	3	3
70	на то	3	3
71	в тех	3	3
72	у нас	10	3
73	и как	3	3
74	по своему	2	3
75	здесь в	3	3
76	первую очередь	3	3
77	и сам	5	3
78	в начале	2	3
79	и у	2	3
80	в частности	2	3
81	и о	5	3
82	да и	5	3
83	хотя и	5	3
84	он не	8	3
85	все же	6	3
86	в целом	6	3
87	на основании	2	3
88	так же	5	3
89	с одной	2	3
90	мы не	7	3
91	как раз	8	3
92	за счет	2	3
93	в этом	17	3
94	и с	9	3
95	в виде	6	3
96	могут быть	2	3
97	и ее	3	3
98	только в	19	3
99	и все	3	3
100	его в	3	3
101	в чем	4	3
102	как это	2	3
103	ничего не	3	3
104	в известном	2	2
105	и здесь	5	2
106	ни было	3	2
107	еще и	7	2
108	для них	2	2
109	за пределы	5	2
110	и без	4	2
111	то ни	6	2
112	здесь и	3	2
113	и во	2	2
114	именно потому	3	2
115	для ее	2	2
116	вовсе не	37	2
117	указывает на	7	2
118	тем не	10	2
119	и можно	2	2
120	художественный образ	9	2
121	мы видели	2	2
122	а к	2	2
123	но не	3	2
124	совсем не	2	2
125	а то	3	2
126	того же	2	2
127	время и	2	2
128	до сих	2	2
129	еще не	5	2
130	было бы	8	2
131	в самом	3	2
132	в первую	3	2
133	между прочим	2	2
134	всяком случае	6	2
135	для себя	2	2
136	и тем	9	2
137	с ее	2	2
138	то что	23	2
139	бы то	4	2
140	вернуться к	2	2
141	вместе с	2	2
142	даже не	2	2
143	который в	2	2
144	только что	2	2
145	в настоящем	3	2
146	то и	5	2
147	для этого	6	2
148	не может	7	2
149	даже если	2	2
150	что у	3	2
151	а мы	2	2
152	из которых	2	2
153	и притом	4	2
154	быть даже	3	2
155	почти всегда	2	2
156	или в	4	2
157	нас в	4	2
158	указания на	3	2
159	но это	8	2
160	во всяком	9	2
161	чем же	4	2
162	только при	4	2
163	в себе	8	2
164	как будто	3	2
165	же самое	9	2
166	будто бы	3	2
167	отличие от	3	2
168	или по	4	2
169	сих пор	2	2
