N	2gram	Vinokur_Ku_3	Istorich
1	и в	23	24
2	что он	6	21
3	не только	17	21
4	и т	54	17
5	т е	32	16
6	т д	8	16
7	может быть	14	14
8	не может	6	14
9	в этих	2	13
10	что в	13	13
11	мы имеем	2	12
12	как в	4	12
13	в этом	16	12
14	и здесь	2	12
15	но и	3	11
16	это не	3	10
17	том что	11	10
18	а в	5	10
19	и что	7	10
20	с другой	7	9
21	не в	5	9
22	все же	5	9
23	о том	6	9
24	потому что	12	9
25	еще не	9	8
26	что и	6	8
27	все это	2	8
28	другой стороны	3	8
29	то же	6	8
30	а не	11	8
31	так как	9	8
32	один из	4	7
33	в том	22	7
34	мы видели	3	7
35	в первую	3	7
36	то что	4	7
37	вместе с	2	7
38	таким образом	9	7
39	тем что	5	6
40	уже выше	5	6
41	с этой	3	6
42	для нас	4	6
43	как и	5	6
44	так же	2	6
45	но не	3	6
46	а именно	3	6
47	он не	3	6
48	того что	11	6
49	только в	6	6
50	как он	2	6
51	что это	3	6
52	не менее	12	5
53	в тех	2	5
54	одной стороны	4	5
55	то это	3	5
56	отношение к	3	5
57	дело не	2	5
58	так и	6	5
59	с одной	4	5
60	что она	5	5
61	в чем	5	5
62	ничего не	6	5
63	там где	3	5
64	но в	2	5
65	на вопрос	3	4
66	вовсе не	5	4
67	тем не	9	4
68	по существу	3	4
69	но все	2	4
70	при этом	6	4
71	после того	6	4
72	своего рода	2	4
73	как бы	5	4
74	в их	6	4
75	то и	2	4
76	и не	10	4
77	совершенно ясно	2	4
78	не имеет	3	4
79	мы не	3	4
80	так в	2	4
81	точки зрения	23	4
82	в данном	7	4
83	мы должны	3	4
84	то не	2	4
85	уже в	3	3
86	не столько	4	3
87	в качестве	2	3
88	тогда когда	4	3
89	вопрос о	11	3
90	в различных	2	3
91	в дальнейшем	2	3
92	что они	2	3
93	кроме того	2	3
94	и если	2	3
95	между прочим	8	3
96	том чтобы	4	3
97	его в	2	3
98	не все	2	3
99	когда он	2	3
100	сих пор	8	3
101	данном случае	4	3
102	в свете	2	3
103	как мы	5	3
104	но это	5	3
105	не случайно	4	3
106	хотя и	5	3
107	из этих	5	3
108	связи с	6	3
109	что мы	2	3
110	того как	7	3
111	здесь можно	5	2
112	случаи когда	2	2
113	тому что	4	2
114	того же	4	2
115	только после	3	2
116	прежде всего	9	2
117	не могут	5	2
118	в то	3	2
119	ни в	3	2
120	в ее	4	2
121	в силу	6	2
122	только о	2	2
123	из всего	2	2
124	с целью	2	2
125	она не	3	2
126	тот же	6	2
127	было бы	16	2
128	и тот	2	2
129	в самом	13	2
130	и о	4	2
131	нас к	2	2
132	но для	3	2
133	в котором	2	2
134	тем более	5	2
135	и такие	2	2
136	на себя	2	2
137	и тем	6	2
138	на том	2	2
139	на него	3	2
140	отличается от	2	2
141	не по	3	2
142	здесь не	2	2
143	в связи	5	2
144	уже не	8	2
145	в особенности	2	2
146	не просто	2	2
147	что не	4	2
148	что такое	4	2
149	на этот	2	2
150	не так	3	2
151	как это	7	2
152	увидим что	2	2
153	очень много	2	2
154	сказать что	7	2
155	он в	2	2
156	они не	3	2
157	этот вопрос	3	2
158	доходит до	2	2
159	в таких	2	2
160	что эти	2	2
161	все эти	7	2
162	конечно не	2	2
163	это конечно	2	2
164	если это	2	2
165	е в	2	2
166	до сих	8	2
