N	2gram	Vinokur_Ku_2	Analitik
1	в качестве	8	31
2	может быть	15	29
3	в том	19	27
4	не может	9	22
5	и не	16	21
6	в частности	2	19
7	и в	23	18
8	а не	10	17
9	но и	7	17
10	отнюдь не	4	15
11	не только	20	15
12	не в	8	14
13	как и	2	13
14	в его	5	13
15	в этом	18	13
16	том что	11	12
17	при этом	2	12
18	состоит в	2	11
19	но не	6	10
20	то же	6	9
21	а в	3	9
22	в то	4	9
23	в той	2	8
24	нуждается в	2	8
25	но в	11	8
26	к тому	4	7
27	этого слова	5	7
28	тем самым	2	7
29	это не	6	6
30	прежде всего	8	6
31	же время	3	6
32	в самом	12	6
33	в сущности	9	6
34	должен быть	5	6
35	то что	9	6
36	в своей	2	6
37	в отличие	2	6
38	отличие от	2	6
39	точки зрения	14	6
40	только в	5	6
41	мы имеем	5	6
42	в этой	6	5
43	что в	10	5
44	как бы	4	5
45	в их	2	5
46	сводится к	3	5
47	лишь в	5	5
48	и его	3	5
49	между тем	6	5
50	и на	6	5
51	того что	3	4
52	и более	2	4
53	могут быть	4	4
54	конечном счете	2	4
55	с другой	8	4
56	не всегда	2	4
57	по себе	10	4
58	ни в	4	4
59	в широком	2	4
60	большей или	3	4
61	того же	3	4
62	для того	9	4
63	в области	11	4
64	в конечном	2	4
65	все же	7	4
66	вместе с	5	4
67	так и	4	4
68	именно в	3	4
69	уже не	8	4
70	не более	2	4
71	из которых	3	4
72	с точки	8	4
73	или меньшей	3	4
74	в другом	2	4
75	не следует	5	4
76	всего лишь	3	4
77	смысла и	2	3
78	не могут	5	3
79	однако не	4	3
80	и есть	2	3
81	в нашем	7	3
82	хотя бы	9	3
83	и все	2	3
84	или иного	2	3
85	в нем	4	3
86	что он	5	3
87	и т	39	3
88	в силу	7	3
89	еще не	5	3
90	что не	6	3
91	он не	3	3
92	дело не	2	3
93	что и	3	3
94	а именно	2	3
95	смысл и	3	3
96	таким образом	5	3
97	с одной	2	3
98	того чтобы	11	3
99	того или	2	3
100	к нему	2	3
101	т п	24	3
102	могла бы	2	3
103	как будто	2	3
104	что мы	6	3
105	вопроса о	6	3
106	будто бы	2	3
107	быть не	2	3
108	а также	3	3
109	если бы	12	3
110	своего рода	4	3
111	только для	2	2
112	и то	5	2
113	на фоне	3	2
114	на все	2	2
115	никогда не	2	2
116	все эти	12	2
117	для этого	3	2
118	не просто	2	2
119	была бы	4	2
120	вовсе не	9	2
121	вопрос о	9	2
122	его к	2	2
123	можно сказать	4	2
124	и потому	2	2
125	соответствии с	2	2
126	должно быть	4	2
127	в пределах	4	2
128	было бы	15	2
129	несмотря на	5	2
130	и о	4	2
131	свое время	2	2
132	в свое	2	2
133	одного из	2	2
134	широком смысле	4	2
135	не все	3	2
136	один из	5	2
137	в процессе	3	2
138	не говоря	2	2
139	и до	2	2
140	данном случае	2	2
141	со стороны	4	2
142	что же	5	2
143	для данного	2	2
144	другой стороны	7	2
145	отличается от	3	2
146	на примере	2	2
147	здесь не	3	2
148	на этом	3	2
149	отношения к	2	2
150	той же	2	2
151	этом отношении	3	2
152	на самом	2	2
153	самом деле	9	2
154	может служить	2	2
155	и по	3	2
156	следует что	3	2
157	роль в	2	2
158	как мы	3	2
159	также и	5	2
160	данного рода	2	2
161	в данном	4	2
162	могли бы	2	2
163	так как	15	2
164	потому что	25	2
165	и с	7	2
