N	2gram	Tiupa_Lite_1	Myshleni
1	в том	16	42
2	том что	14	35
3	таким образом	3	25
4	точки зрения	6	24
5	в этом	12	24
6	в качестве	17	21
7	и в	8	20
8	что в	3	19
9	в основе	3	17
10	то же	5	16
11	то что	10	15
12	не только	24	15
13	мышления и	2	14
14	с другой	3	12
15	при этом	19	12
16	в их	3	12
17	потому что	3	12
18	может быть	13	12
19	в целом	8	11
20	в его	7	11
21	с точки	2	11
22	того что	6	10
23	и то	2	10
24	в себе	7	10
25	только в	8	10
26	одной стороны	2	9
27	но и	17	9
28	с одной	2	9
29	между тем	2	9
30	как это	8	9
31	как и	6	9
32	того же	2	9
33	и не	12	8
34	и тем	4	8
35	было бы	2	8
36	как бы	7	7
37	этом отношении	2	7
38	в своей	4	7
39	самом деле	2	7
40	тем самым	5	7
41	а не	16	7
42	тем что	2	7
43	могут быть	2	7
44	уже в	5	6
45	к тому	2	6
46	тому же	2	6
47	такого рода	10	6
48	в самом	3	6
49	не может	5	6
50	по своей	3	6
51	его в	3	6
52	что он	5	6
53	в силу	4	6
54	той же	3	6
55	можно было	2	6
56	в частности	15	5
57	никогда не	4	5
58	это не	4	5
59	что такое	2	5
60	не является	2	5
61	и его	4	5
62	все же	4	5
63	и того	2	5
64	о том	2	5
65	в уме	4	5
66	так и	4	5
67	как в	5	5
68	все эти	2	5
69	в своем	11	4
70	из них	4	4
71	на один	2	4
72	на том	2	4
73	и только	2	4
74	роль в	2	4
75	этой точки	3	4
76	друг друга	4	4
77	с этой	5	4
78	как он	2	4
79	в сознании	2	4
80	состоит в	11	4
81	по выражению	2	4
82	в сущности	2	4
83	тем же	3	4
84	не в	8	4
85	во всяком	3	4
86	в области	3	4
87	на этом	2	3
88	не менее	7	3
89	а только	2	3
90	в этой	4	3
91	и является	2	3
92	в виду	3	3
93	всяком случае	2	3
94	один из	3	3
95	со стороны	4	3
96	в связи	4	3
97	столь же	4	3
98	но в	3	3
99	отнюдь не	2	3
100	различие между	2	3
101	представляет собой	4	3
102	но не	4	3
103	от тех	2	3
104	следующим образом	2	3
105	себя в	6	3
106	приводит к	3	3
107	связи с	6	3
108	в равной	2	3
109	должна быть	2	2
110	все более	2	2
111	прежде всего	11	2
112	для него	2	2
113	в нашей	2	2
114	одним из	5	2
115	в нем	2	2
116	данном случае	4	2
117	в отличие	5	2
118	а в	3	2
119	во многих	2	2
120	также и	3	2
121	является по	2	2
122	в данном	5	2
123	из этих	2	2
124	самого себя	3	2
125	у него	3	2
126	ничего кроме	2	2
127	которая в	2	2
128	еще не	4	2
129	мы в	2	2
130	том же	3	2
131	далеко не	3	2
132	а также	5	2
133	даже в	2	2
134	не есть	2	2
135	ли не	3	2
136	только на	2	2
137	и т.п	4	2
138	тогда как	13	2
139	в слове	2	2
140	тому как	2	2
141	подобно тому	2	2
142	ту же	2	2
143	к общему	2	2
144	отличие от	5	2
