N	2gram	Losev_Dial_1	KulturaY
1	и т	21	39
2	потому что	14	25
3	т п	2	24
4	и в	18	23
5	т е	25	22
6	не только	13	20
7	в том	9	19
8	в этом	12	18
9	и не	30	16
10	ни к	2	15
11	было бы	12	15
12	так как	11	15
13	может быть	17	15
14	т д	19	14
15	точки зрения	17	14
16	если бы	12	12
17	в самом	3	12
18	все эти	2	12
19	том что	9	11
20	но в	6	11
21	что в	13	10
22	по себе	25	10
23	а не	14	10
24	вовсе не	7	9
25	вопрос о	2	9
26	то что	13	9
27	самом деле	3	9
28	для того	2	9
29	хотя бы	6	9
30	можно было	5	9
31	не может	12	9
32	с другой	6	8
33	прежде всего	10	8
34	не в	6	8
35	в качестве	2	8
36	только потому	3	8
37	уже не	2	8
38	и что	12	8
39	и пр	5	8
40	с точки	12	8
41	что это	11	7
42	не менее	2	7
43	все же	5	7
44	но и	7	7
45	другой стороны	4	7
46	и с	5	7
47	это не	9	6
48	по крайней	4	6
49	крайней мере	4	6
50	да и	6	6
51	но не	4	6
52	что не	7	6
53	то же	10	6
54	я не	5	5
55	должна быть	3	5
56	этом смысле	3	5
57	ясно что	8	5
58	что он	11	5
59	об этом	4	5
60	еще не	2	5
61	несмотря на	10	5
62	в его	3	5
63	всяком случае	2	5
64	один из	3	5
65	что же	3	5
66	все это	11	5
67	и вот	6	5
68	как это	4	5
69	и то	9	5
70	во всяком	4	5
71	само по	5	5
72	только в	3	5
73	также и	7	5
74	мы имеем	2	5
75	была бы	3	4
76	отнюдь не	9	4
77	в них	3	4
78	к этому	2	4
79	бы и	2	4
80	на то	5	4
81	если мы	2	4
82	можно сказать	6	4
83	к тому	4	4
84	но только	3	4
85	ни в	15	4
86	но все	3	4
87	что я	3	4
88	должно быть	3	4
89	на себе	3	4
90	хотя и	4	4
91	как бы	11	4
92	в нем	16	4
93	со стороны	2	4
94	так же	4	4
95	не было	6	4
96	и о	3	4
97	не имеет	15	4
98	в данном	3	4
99	сказать что	10	4
100	могут быть	3	4
101	в каком	8	4
102	говорить о	5	4
103	в то	6	4
104	в конце	4	4
105	в особенности	5	4
106	ничего не	17	4
107	так и	9	4
108	на этом	2	3
109	или иное	3	3
110	нисколько не	4	3
111	всех этих	3	3
112	для этого	2	3
113	точно так	2	3
114	гораздо более	3	3
115	же время	4	3
116	что оно	5	3
117	а только	3	3
118	о которых	2	3
119	это и	4	3
120	но это	8	3
121	и формулы	3	3
122	совершенно не	8	3
123	никак не	6	3
124	в ней	3	3
125	он не	3	3
126	а главное	2	3
127	что и	3	3
128	как не	2	3
129	что она	7	3
130	как в	2	3
131	отличается от	2	3
132	как раз	4	3
133	смысл и	4	3
134	с этим	2	3
135	то и	2	3
136	этом отношении	2	3
137	не знает	2	3
138	именно в	2	3
139	как мы	4	3
140	того что	2	3
141	что такое	10	3
142	то или	3	3
143	а в	5	3
144	конце концов	3	3
145	и это	2	3
146	в виду	5	3
147	если и	2	3
148	в отношении	5	2
149	и более	4	2
150	же как	2	2
151	сознания и	3	2
152	себе не	5	2
153	и есть	16	2
154	в частности	2	2
155	никогда не	9	2
156	но так	2	2
157	с этой	2	2
158	не как	2	2
159	и от	2	2
160	и все	3	2
161	не просто	7	2
162	связанные с	2	2
163	как можно	2	2
164	в одну	3	2
165	большею частью	2	2
166	что они	3	2
167	утверждать что	3	2
168	чтобы понять	3	2
169	в другом	2	2
170	и потому	3	2
171	с одной	2	2
172	что если	2	2
173	с той	2	2
174	но что	3	2
175	ли это	3	2
176	она не	6	2
177	но есть	2	2
178	конечно не	3	2
179	что касается	2	2
180	же и	2	2
181	и даже	13	2
182	к нему	8	2
183	но уже	2	2
184	по сравнению	2	2
185	в своей	2	2
186	в современной	2	2
187	дело не	2	2
188	формулы и	2	2
189	в их	3	2
190	и следовательно	2	2
191	в своем	5	2
192	мы говорим	4	2
193	и для	2	2
194	еще и	3	2
195	все равно	3	2
196	на самом	3	2
197	как и	2	2
198	этой точки	2	2
199	и сейчас	2	2
200	чтобы не	2	2
201	можно говорить	2	2
202	и у	2	2
203	в корне	2	2
204	что для	3	2
205	почти всегда	4	2
206	с ними	2	2
207	в которых	2	2
208	от этого	3	2
209	не говорит	4	2
210	даже и	3	2
211	нуждается в	3	2
212	он и	2	2
213	и где	2	2
214	и еще	3	2
215	и вообще	4	2
216	как у	2	2
217	могла бы	2	2
218	ни на	6	2
219	мы должны	5	2
220	но вот	3	2
221	что эта	4	2
222	мне не	2	2
223	иметь в	3	2
224	то не	2	2
225	отношения к	3	2
226	это конечно	2	2
227	не то	6	2
228	только как	2	2
