N	2gram	Propp_Isto_1	EvropaiE
1	и в	28	37
2	в пределах	4	25
3	что в	12	21
4	не только	12	18
5	в то	3	16
6	хотя бы	4	15
7	то же	12	15
8	в своем	5	14
9	в качестве	5	14
10	но и	10	14
11	и не	9	14
12	но в	8	14
13	в этом	8	12
14	в их	3	11
15	в том	9	11
16	в области	2	11
17	так и	9	10
18	прежде всего	10	9
19	не может	15	9
20	т е	10	9
21	в себе	2	9
22	только в	11	9
23	так же	7	9
24	к тому	6	8
25	в ее	2	8
26	одной стороны	4	8
27	было бы	7	8
28	с одной	4	8
29	между тем	2	8
30	как и	4	7
31	того что	4	7
32	с другой	6	7
33	также и	3	7
34	так как	6	7
35	вовсе не	2	6
36	том что	7	6
37	может быть	25	6
38	вслед за	6	6
39	на то	4	6
40	как бы	2	6
41	то что	9	6
42	во всех	2	6
43	и даже	4	6
44	и на	4	6
45	же как	2	5
46	в частности	2	5
47	столь же	2	5
48	не в	9	5
49	но не	5	5
50	одной из	2	5
51	но если	2	5
52	со стороны	2	5
53	как мы	3	5
54	и по	3	5
55	от этого	2	5
56	в виде	2	5
57	и потому	2	5
58	ни было	2	4
59	то ни	2	4
60	именно в	3	4
61	в некотором	2	4
62	вопрос о	5	4
63	бы то	2	4
64	само по	2	4
65	в ней	7	4
66	даже в	4	4
67	по себе	3	4
68	для нас	13	4
69	не на	2	4
70	мы не	10	4
71	во многих	2	4
72	сказать что	5	4
73	как это	3	4
74	этих народов	2	3
75	с тем	4	3
76	никогда не	14	3
77	обстоит дело	4	3
78	в стороне	3	3
79	и от	2	3
80	с другом	3	3
81	это так	4	3
82	мы видели	2	3
83	из всех	2	3
84	представляет собой	4	3
85	не более	2	3
86	не дает	2	3
87	связано с	2	3
88	в данной	2	3
89	друг с	4	3
90	и мы	2	3
91	из них	3	3
92	и тем	2	3
93	что и	6	3
94	говорит о	2	3
95	когда он	6	3
96	ее в	5	3
97	как в	2	3
98	всех случаях	2	3
99	и только	2	3
100	и для	4	3
101	можно было	5	3
102	к ним	4	3
103	потому что	4	3
104	тем что	3	3
105	о том	9	3
106	дело в	3	3
107	там где	4	3
108	большинстве случаев	4	3
109	не могут	2	2
110	а не	15	2
111	в этих	7	2
112	в какой	3	2
113	не означает	2	2
114	с этим	4	2
115	в большинстве	4	2
116	в одном	5	2
117	утверждать что	3	2
118	и как	2	2
119	в силу	5	2
120	что если	2	2
121	между ними	2	2
122	должна быть	5	2
123	не можем	3	2
124	что это	8	2
125	и если	2	2
126	следовало бы	3	2
127	он не	2	2
128	в его	5	2
129	в котором	3	2
130	точка зрения	2	2
131	не есть	2	2
132	при помощи	2	2
133	в некоторых	2	2
134	наряду с	3	2
135	вместе с	6	2
136	всего в	2	2
137	во всей	2	2
138	что же	3	2
139	а в	7	2
140	таким образом	8	2
141	если бы	8	2
142	на них	2	2
143	а именно	4	2
144	и что	10	2
145	на этот	2	2
146	другой стороны	5	2
147	на основе	5	2
148	мы видим	11	2
149	или в	5	2
150	этот вопрос	7	2
151	производства в	2	2
152	и с	4	2
153	могут быть	4	2
154	в этой	6	2
155	по своей	2	2
156	как будто	4	2
157	мы должны	13	2
158	как оно	2	2
159	между собой	4	2
160	бы в	2	2
161	тогда когда	2	2
