N	2gram	Bakhtin_Pr_1	Literetu
1	а не	5	20
2	и в	38	19
3	может быть	26	17
4	то же	5	12
5	и не	42	11
6	в том	8	10
7	как и	7	10
8	но и	9	10
9	же время	3	9
10	не может	27	9
11	в мире	3	9
12	в этом	15	9
13	в то	4	9
14	с другой	7	8
15	не только	9	8
16	и даже	3	8
17	том что	3	7
18	то что	8	7
19	так и	5	7
20	с одной	3	7
21	слова и	3	7
22	не менее	4	6
23	в себе	4	6
24	одной стороны	3	6
25	при этом	5	6
26	себя в	2	6
27	и на	3	6
28	конечном счете	4	5
29	столь же	2	5
30	я не	2	5
31	у нас	2	5
32	одна из	2	5
33	но не	12	5
34	он не	3	5
35	в конечном	4	5
36	на фоне	3	5
37	того что	2	5
38	то есть	46	5
39	что в	7	4
40	в частности	2	4
41	прежде всего	13	4
42	не в	7	4
43	отнюдь не	19	4
44	в ней	4	4
45	в его	43	4
46	и других	2	4
47	человека в	2	4
48	другой стороны	4	4
49	по отношению	21	4
50	тем что	2	4
51	точки зрения	8	4
52	в искусстве	12	4
53	едва ли	3	4
54	в области	11	4
55	но лишь	2	3
56	перестает быть	4	3
57	никогда не	5	3
58	в поэзии	9	3
59	в себя	2	3
60	что он	2	3
61	в нем	15	3
62	по существу	2	3
63	и как	8	3
64	но это	3	3
65	в начале	2	3
66	эстетической деятельности	2	3
67	и он	2	3
68	во всех	11	3
69	и др	8	3
70	не с	4	3
71	отношению к	19	3
72	в культуре	2	3
73	данном случае	4	3
74	в их	10	3
75	и для	11	3
76	этом отношении	2	3
77	но с	3	3
78	всех своих	2	3
79	тем самым	4	3
80	с точки	6	3
81	а в	6	3
82	и его	16	3
83	и с	17	3
84	в данном	4	3
85	как к	2	3
86	в другом	2	3
87	в равной	2	3
88	ничего не	6	3
89	на этом	2	2
90	не было	2	2
91	ни было	3	2
92	себя и	3	2
93	в нашем	4	2
94	не является	3	2
95	в них	5	2
96	в какой	2	2
97	в виду	4	2
98	в каждом	2	2
99	вовсе не	2	2
100	и к	3	2
101	в ее	4	2
102	тем не	3	2
103	художественного творчества	12	2
104	все что	3	2
105	еще не	7	2
106	было бы	8	2
107	одной из	3	2
108	как бы	22	2
109	не вполне	2	2
110	себе не	2	2
111	что и	2	2
112	все же	6	2
113	и т	14	2
114	в целом	3	2
115	не к	6	2
116	могут быть	5	2
117	в истории	2	2
118	т п	13	2
119	и только	4	2
120	к своему	2	2
121	и что	2	2
122	не более	2	2
123	для того	2	2
124	что не	4	2
125	из которых	2	2
126	и наконец	6	2
127	хотя бы	4	2
128	а к	2	2
129	не знает	3	2
130	в своих	2	2
131	в основе	5	2
132	но как	2	2
133	о том	4	2
134	в художественном	20	2
135	в россии	2	2
136	как это	2	2
137	с ним	5	2
138	в него	2	2
139	себя как	5	2
140	но в	4	2
