N	2gram	Voloshinov_1	FransuaR
1	и в	16	49
2	прежде всего	9	19
3	в его	4	18
4	не только	7	17
5	и его	8	17
6	и на	4	17
7	и не	4	15
8	в этом	9	15
9	в них	2	13
10	только в	4	13
11	но и	4	13
12	во время	3	12
13	как и	2	11
14	как бы	5	11
15	и т.п	2	11
16	в этой	4	10
17	все это	4	9
18	для него	6	9
19	и др	3	9
20	в нем	4	9
21	отношение к	5	8
22	один из	2	7
23	жизни и	3	7
24	не может	8	7
25	таким образом	9	7
26	то же	2	7
27	все эти	5	7
28	как мы	4	7
29	на протяжении	2	7
30	то что	3	6
31	мы уже	2	6
32	во всех	3	6
33	так и	4	6
34	с их	3	6
35	сказать что	7	6
36	и с	8	6
37	точки зрения	8	6
38	так как	4	6
39	с его	7	5
40	никогда не	2	5
41	из этих	2	5
42	в начале	2	5
43	при этом	6	5
44	может быть	17	5
45	в основном	3	5
46	и потому	3	5
47	в своей	2	5
48	с точки	6	5
49	в жизни	2	4
50	и к	6	4
51	том что	3	4
52	и о	2	4
53	в свое	2	4
54	в этих	3	4
55	сих пор	3	4
56	до сих	3	4
57	отношения к	3	4
58	а в	3	4
59	в области	3	4
60	с ним	2	4
61	но в	4	4
62	другими словами	2	3
63	в одном	3	3
64	его целом	2	3
65	что он	2	3
66	в том	3	3
67	связанных с	2	3
68	было бы	2	3
69	в самом	2	3
70	с ее	4	3
71	ни в	5	3
72	образов и	2	3
73	и все	4	3
74	и других	2	3
75	и вот	3	3
76	их в	3	3
77	и вообще	2	3
78	о том	2	3
79	и это	6	3
80	учение о	3	2
81	сознания и	2	2
82	что в	3	2
83	могут быть	3	2
84	за пределы	2	2
85	и образы	2	2
86	можно сказать	4	2
87	но это	2	2
88	есть в	2	2
89	здесь же	2	2
90	все что	4	2
91	только то	2	2
92	связанные с	2	2
93	по сравнению	3	2
94	в пределах	2	2
95	еще не	5	2
96	со всеми	2	2
97	совершенно не	8	2
98	у него	2	2
99	в него	5	2
100	на этой	3	2
101	вместе с	3	2
102	ее в	2	2
103	всех других	2	2
104	за счет	2	2
105	на самом	4	2
106	и даже	4	2
107	так же	2	2
108	на основе	2	2
109	и значение	3	2
110	во всяком	3	2
111	нуждается в	5	2
112	сравнению с	3	2
113	тех же	3	2
114	всяком случае	3	2
115	мы можем	9	2
