N	2gram	Losev_Prob_4	FransuaR
1	и в	20	41
2	то есть	27	24
3	во всех	4	17
4	таким образом	8	17
5	в нем	5	16
6	и с	7	16
7	и его	10	13
8	но и	14	13
9	как мы	3	12
10	в этом	9	12
11	все это	9	11
12	все эти	16	11
13	прежде всего	11	10
14	в самом	2	10
15	не только	24	10
16	так как	5	10
17	то что	15	10
18	здесь в	5	9
19	кроме того	4	9
20	и на	3	9
21	и все	8	9
22	о том	5	9
23	в этой	4	8
24	но в	8	8
25	в них	5	7
26	вовсе не	21	7
27	том что	12	7
28	как бы	4	7
29	как и	6	7
30	что в	3	7
31	в его	3	7
32	что он	8	6
33	вместе с	5	6
34	или в	5	6
35	также и	13	6
36	сказать что	7	6
37	в то	4	6
38	то же	7	5
39	с его	2	5
40	в одном	4	5
41	в литературе	2	5
42	в ее	5	5
43	так же	5	5
44	и он	2	5
45	между собою	2	5
46	а также	6	5
47	из них	3	5
48	так и	10	5
49	в своем	3	5
50	в той	8	5
51	и что	2	5
52	тем что	3	5
53	в себе	12	5
54	во всем	2	5
55	что это	2	5
56	уже в	4	4
57	все время	2	4
58	с другой	7	4
59	но они	2	4
60	и от	6	4
61	и образ	4	4
62	он был	3	4
63	именно в	7	4
64	у нас	14	4
65	и как	3	4
66	не в	13	4
67	и вообще	6	4
68	тот же	2	4
69	в ней	7	4
70	в котором	2	4
71	все же	2	4
72	не может	5	4
73	как в	5	4
74	самом деле	3	4
75	того чтобы	2	4
76	и наконец	4	4
77	и даже	9	4
78	а в	4	4
79	в результате	8	4
80	в другом	3	4
81	того же	2	4
82	с ним	4	4
83	из этого	3	4
84	перед нами	13	3
85	до того	2	3
86	с этим	4	3
87	на все	2	3
88	одной из	4	3
89	но это	6	3
90	есть в	7	3
91	они и	2	3
92	было бы	14	3
93	в целях	5	3
94	в начале	3	3
95	конечно не	3	3
96	никак не	4	3
97	жизни и	5	3
98	и для	4	3
99	при этом	6	3
100	и не	28	3
101	что не	4	3
102	к нему	3	3
103	есть только	2	3
104	с другими	3	3
105	в данном	6	3
106	выходит за	2	3
107	только в	23	3
108	весь мир	2	3
109	в чем	2	3
110	потому что	15	3
111	времени и	4	2
112	всех этих	6	2
113	для его	2	2
114	это уже	3	2
115	в частности	2	2
116	в этих	5	2
117	все они	3	2
118	для этого	2	2
119	и во	4	2
120	себе в	3	2
121	в конце	2	2
122	стороны и	2	2
123	что именно	2	2
124	если мы	5	2
125	в корне	2	2
126	для нас	6	2
127	в том	20	2
128	это и	4	2
129	так что	6	2
130	находятся в	2	2
131	тем более	4	2
132	связи с	3	2
133	что они	2	2
134	но не	5	2
135	есть именно	2	2
136	в значительной	2	2
137	со всеми	2	2
138	кажется что	2	2
139	никто не	2	2
140	может быть	9	2
141	за пределы	2	2
142	в своей	4	2
143	и едва	2	2
144	они могут	2	2
145	хотя и	5	2
146	он не	2	2
147	и очень	5	2
148	и когда	2	2
149	но если	6	2
150	и потому	7	2
151	себя в	2	2
152	не будем	2	2
153	был в	2	2
154	данном случае	5	2
155	этих образов	2	2
156	а именно	2	2
157	есть нечто	9	2
158	другой стороны	6	2
159	и прежде	2	2
160	как раз	4	2
161	еще более	2	2
162	это все	2	2
163	как это	3	2
164	мы находим	2	2
165	но эта	2	2
166	в истории	3	2
167	заключается в	2	2
168	а не	7	2
169	с точки	11	2
170	мы не	7	2
171	эти образы	2	2
172	и то	2	2
173	то он	2	2
174	как они	2	2
175	и весьма	2	2
176	точки зрения	14	2
177	солнца и	4	2
178	на его	2	2
179	говорить о	2	2
180	что мы	3	2
181	в области	3	2
182	это было	2	2
183	как о	3	2
