N	2gram	Bakhtin_Fr_4	slovoVRo
1	в романе	10	46
2	и в	29	39
3	может быть	2	37
4	и его	8	33
5	то есть	21	26
6	не только	10	24
7	и не	16	22
8	но и	9	21
9	не может	2	20
10	в нем	5	19
11	до конца	5	17
12	все это	4	16
13	в этом	11	16
14	так и	11	15
15	как в	2	13
16	вовсе не	9	10
17	и с	9	9
18	прежде всего	8	8
19	себя в	2	8
20	таким образом	20	8
21	точки зрения	4	8
22	с его	4	7
23	при этом	3	7
24	еще не	4	7
25	в его	8	7
26	как бы	8	7
27	никогда не	2	7
28	в этих	2	7
29	и даже	3	7
30	как мы	10	7
31	с ним	2	7
32	в них	7	6
33	и к	2	6
34	все же	3	6
35	как и	12	6
36	в своем	3	6
37	но не	2	6
38	в большинстве	6	6
39	в сущности	6	6
40	жизни и	4	6
41	там где	3	6
42	все эти	9	6
43	в слове	2	6
44	так сказать	2	6
45	но в	12	6
46	с другой	4	5
47	это не	5	5
48	и для	2	5
49	и все	13	5
50	том что	3	5
51	одной стороны	2	5
52	только в	2	5
53	в том	7	5
54	и их	3	5
55	один из	4	5
56	с одной	2	5
57	уже не	2	5
58	и наконец	2	5
59	с ними	3	5
60	конечно не	4	5
61	большинстве случаев	5	5
62	мира и	4	5
63	в плане	4	5
64	поэтому и	5	4
65	всех этих	3	4
66	и др	4	4
67	но здесь	2	4
68	ни в	2	4
69	узком смысле	2	4
70	же время	8	4
71	связанные с	4	4
72	в узком	3	4
73	то же	10	4
74	и других	3	4
75	с помощью	4	4
76	в той	2	4
77	и на	11	4
78	в основе	2	4
79	даже и	2	4
80	в то	10	4
81	его в	9	4
82	здесь не	3	4
83	так как	7	4
84	перед нами	4	3
85	одновременно и	3	3
86	не столько	2	3
87	отметить что	3	3
88	здесь в	6	3
89	но это	4	3
90	связи с	2	3
91	на этом	2	3
92	у него	5	3
93	и как	3	3
94	слов и	3	3
95	как к	3	3
96	в ней	3	3
97	к нему	3	3
98	а также	2	3
99	с точки	2	3
100	той же	3	3
101	рядом с	5	3
102	связан с	4	3
103	сказать что	5	3
104	еще раз	2	3
105	в особенности	2	3
106	в чем	3	3
107	уже в	2	2
108	и другие	2	2
109	хотя и	2	2
110	его так	3	2
111	в нашем	4	2
112	но она	2	2
113	его и	2	2
114	жизни в	2	2
115	на котором	2	2
116	но он	6	2
117	романе не	2	2
118	время это	2	2
119	франции в	2	2
120	в себе	3	2
121	и здесь	3	2
122	что он	4	2
123	с ее	3	2
124	в дальнейшем	3	2
125	мы сказали	2	2
126	более или	3	2
127	на нем	2	2
128	мы увидим	2	2
129	мы уже	10	2
130	но оно	2	2
131	же и	3	2
132	связи и	2	2
133	с таким	2	2
134	но мы	2	2
135	на его	2	2
136	мы видели	7	2
137	то что	4	2
138	дело в	2	2
139	все они	5	2
140	в различных	2	2
141	или менее	3	2
142	в их	2	2
143	где они	2	2
144	кроме того	2	2
145	и свои	3	2
146	особенно в	3	2
147	именно в	2	2
148	на них	2	2
149	это и	5	2
150	в себя	2	2
151	во франции	5	2
152	они не	2	2
153	и т.п	12	2
154	того чтобы	3	2
155	для того	3	2
156	роль в	3	2
157	или в	2	2
158	конечно и	3	2
159	также и	4	2
160	в результате	4	2
161	и при	2	2
162	он не	3	2
163	далеко не	5	2
164	но как	3	2
165	о том	2	2
166	как он	2	2
167	почти все	3	2
168	в новом	2	2
