N	2gram	Bakhtin_Pr_5	Literetu
1	а не	4	20
2	и в	35	19
3	может быть	14	17
4	своего рода	2	13
5	то же	15	12
6	и не	27	11
7	и т.п	6	10
8	в том	5	10
9	как и	18	10
10	но и	14	10
11	же время	10	9
12	не может	18	9
13	в мире	4	9
14	в этом	14	9
15	в то	11	9
16	с другой	4	8
17	не только	10	8
18	и даже	5	8
19	том что	3	7
20	то что	10	7
21	так и	8	7
22	я в	4	7
23	и т.д	3	7
24	слова и	11	7
25	не менее	2	6
26	однако в	2	6
27	в себе	5	6
28	при этом	2	6
29	себя в	2	6
30	и на	6	6
31	с тобой	2	5
32	столь же	2	5
33	я не	8	5
34	но не	6	5
35	он не	13	5
36	вместе с	2	5
37	так в	2	5
38	того что	3	5
39	то есть	16	5
40	что в	6	4
41	прежде всего	12	4
42	не в	10	4
43	для него	14	4
44	в ней	2	4
45	в его	21	4
46	еще в	4	4
47	даже в	5	4
48	так что	5	4
49	другой стороны	3	4
50	по отношению	6	4
51	каждый из	2	4
52	тем что	4	4
53	точки зрения	7	4
54	не случайно	2	4
55	я и	2	4
56	обращается к	2	3
57	никогда не	4	3
58	надо мной	2	3
59	о себе	17	3
60	что он	24	3
61	в нем	16	3
62	мы с	2	3
63	и как	2	3
64	но это	6	3
65	в начале	3	3
66	такой же	3	3
67	и он	2	3
68	в сущности	14	3
69	во всех	3	3
70	отношению к	7	3
71	себе и	7	3
72	и для	8	3
73	я все	5	3
74	так как	4	3
75	с точки	2	3
76	а в	7	3
77	и его	14	3
78	и то	5	3
79	и с	12	3
80	всей своей	2	3
81	как к	5	3
82	в другом	12	3
83	ничего не	3	3
84	другого в	4	3
85	на этом	2	2
86	уже в	3	2
87	ни было	3	2
88	с тем	3	2
89	у него	4	2
90	себя и	8	2
91	для этого	2	2
92	в них	4	2
93	с этой	2	2
94	в конце	5	2
95	в виду	3	2
96	в одном	6	2
97	в жизни	2	2
98	в каждом	6	2
99	вовсе не	7	2
100	в такой	4	2
101	и к	12	2
102	слово не	2	2
103	в ее	3	2
104	а затем	2	2
105	одно и	3	2
106	и без	4	2
107	до конца	4	2
108	тот же	4	2
109	еще не	7	2
110	было бы	3	2
111	и сам	7	2
112	нет в	3	2
113	одной из	2	2
114	не могу	3	2
115	наконец в	4	2
116	как бы	31	2
117	для себя	7	2
118	что и	3	2
119	как он	2	2
120	все же	8	2
121	с ее	3	2
122	но уже	2	2
123	в целом	3	2
124	из них	3	2
125	как раз	4	2
126	той же	2	2
127	все равно	2	2
128	к своему	5	2
129	это как	3	2
130	но только	3	2
131	уже не	3	2
132	что ты	4	2
133	и что	6	2
134	героя в	5	2
135	что не	4	2
136	и наконец	7	2
137	хотя бы	2	2
138	друг друга	2	2
139	зависимость от	2	2
140	не знает	6	2
141	то в	2	2
142	потому что	8	2
143	даже и	3	2
144	подобно тому	2	2
145	он и	5	2
146	но как	4	2
147	что я	13	2
148	с другим	13	2
149	о том	2	2
150	тому как	2	2
151	в каждой	2	2
152	с ним	7	2
153	в него	3	2
154	себя как	3	2
155	но в	19	2
