N	2gram	Bakhtin_Pr_2	OGranits
1	и в	45	13
2	и его	8	12
3	прежде всего	11	9
4	не может	24	8
5	и не	42	8
6	может быть	18	8
7	и их	6	7
8	и т.п	6	7
9	точки зрения	19	7
10	и пр	2	7
11	в его	22	7
12	таким образом	11	6
13	не только	16	6
14	то что	5	6
15	только в	9	6
16	мы должны	4	6
17	как бы	15	6
18	все же	4	5
19	с точки	9	5
20	и эта	3	5
21	но ведь	3	5
22	хотя бы	5	5
23	и т.д	3	5
24	в процессе	2	5
25	то же	5	4
26	не является	3	4
27	в своей	6	4
28	все это	5	4
29	в каждом	4	4
30	лишь в	2	4
31	мы можем	4	4
32	было бы	4	4
33	в сознании	2	4
34	но в	6	4
35	отношению к	8	3
36	что в	6	3
37	никогда не	17	3
38	но и	15	3
39	так и	3	3
40	что же	4	3
41	в их	4	3
42	по отношению	8	3
43	не как	6	3
44	в одном	6	3
45	точку зрения	5	3
46	превращается в	4	3
47	со всей	2	3
48	самом деле	4	3
49	в ее	3	3
50	как и	14	3
51	не в	8	3
52	за пределы	5	3
53	в которой	2	3
54	в пределах	4	3
55	ни один	3	3
56	в себе	5	3
57	ничего общего	2	3
58	и для	2	3
59	так как	5	3
60	слово в	3	3
61	не исчерпывается	2	2
62	не менее	2	2
63	и др	4	2
64	для себя	3	2
65	уже в	4	2
66	а как	4	2
67	в нем	20	2
68	ее в	2	2
69	в целом	5	2
70	сознания и	6	2
71	а не	10	2
72	что эта	2	2
73	в произведении	5	2
74	материал в	2	2
75	может стать	2	2
76	не на	4	2
77	в них	4	2
78	входит в	9	2
79	а в	3	2
80	все эти	4	2
81	вовсе не	7	2
82	те же	2	2
83	конечно в	2	2
84	и к	2	2
85	как в	4	2
86	если бы	2	2
87	в чем	2	2
88	не имеет	3	2
89	в том	8	2
90	так же	5	2
91	мы считаем	2	2
92	том что	7	2
93	в зависимости	3	2
94	мы видим	2	2
95	с ними	4	2
96	в своих	4	2
97	зависимости от	3	2
98	что они	3	2
99	в этом	20	2
100	тем что	2	2
101	и следовательно	7	2
102	могут быть	4	2
103	при этом	2	2
104	чем же	2	2
105	и ее	7	2
106	для него	9	2
107	тот же	2	2
108	более того	5	2
109	кажется что	2	2
110	мы уже	3	2
111	в области	2	2
112	в самом	13	2
113	героя и	7	2
114	там где	6	2
115	бы в	5	2
116	в ней	7	2
