N	2gram	Trubetskoy_1	Psycholo
1	в том	30	37
2	и в	23	32
3	и что	8	22
4	том что	19	21
5	то что	18	21
6	таким образом	31	21
7	потому что	9	21
8	то есть	2	21
9	что в	8	20
10	так же	8	18
11	может быть	16	18
12	что и	7	17
13	не может	17	17
14	точки зрения	13	17
15	самом деле	12	16
16	того чтобы	8	14
17	что он	7	13
18	при этом	9	13
19	то же	4	13
20	для того	8	13
21	в этом	12	13
22	если мы	4	12
23	в самом	8	12
24	не только	7	12
25	заключается в	2	12
26	так как	7	12
27	на то	9	11
28	с тем	2	11
29	было бы	3	11
30	в основе	2	11
31	при помощи	3	10
32	как и	9	10
33	но и	9	10
34	и не	8	10
35	с точки	8	10
36	никогда не	4	9
37	что все	5	9
38	что при	6	9
39	в своих	2	9
40	что это	5	8
41	не менее	7	8
42	не в	8	8
43	того что	6	8
44	к тому	8	7
45	ясно что	8	7
46	мы знаем	10	7
47	такой же	2	7
48	в сущности	2	7
49	все эти	19	7
50	совершенно ясно	2	7
51	что для	4	7
52	в психологии	3	7
53	как будто	5	7
54	только в	6	7
55	что они	2	7
56	в этой	6	6
57	тот же	3	6
58	и из	2	6
59	он не	3	6
60	как бы	10	6
61	целый ряд	4	6
62	те же	2	6
63	к психологии	2	6
64	что если	3	6
65	о том	7	6
66	если бы	8	6
67	сейчас же	3	5
68	отнюдь не	2	5
69	что у	2	5
70	на все	5	5
71	что его	4	5
72	в ней	3	5
73	далеко не	5	5
74	до сих	8	5
75	сих пор	8	5
76	все это	11	5
77	на самом	7	5
78	как на	4	5
79	и на	6	5
80	в то	6	5
81	и более	2	4
82	же как	3	4
83	случае если	5	4
84	столь же	5	4
85	от того	3	4
86	с этой	3	4
87	в жизни	3	4
88	тем не	4	4
89	том случае	4	4
90	и сам	2	4
91	несмотря на	6	4
92	иначе говоря	4	4
93	из этого	6	4
94	совершенно не	3	4
95	и по	3	4
96	в нем	3	4
97	все же	13	4
98	при таком	2	4
99	из них	5	4
100	жизни и	2	4
101	и до	3	4
102	образом и	2	4
103	данном случае	3	4
104	а в	3	4
105	и все	7	4
106	одной и	2	4
107	и для	6	4
108	и те	2	4
109	в данном	3	4
110	тому что	2	4
111	и с	5	4
112	знаем что	8	4
113	с этим	11	4
114	в целом	5	4
115	ту же	2	4
116	если же	3	4
117	и это	3	4
118	в сознании	6	4
119	и поэтому	2	4
120	между тем	12	4
121	в общем	6	3
122	по своему	5	3
123	не могут	4	3
124	в частности	2	3
125	для этого	7	3
126	на нас	3	3
127	хотя бы	4	3
128	с другой	6	3
129	в конце	4	3
130	представление о	3	3
131	представить себе	2	3
132	которые не	3	3
133	и к	5	3
134	по существу	6	3
135	так что	5	3
136	но как	2	3
137	том виде	2	3
138	в свою	2	3
139	что с	5	3
140	может служить	3	3
141	конце концов	4	3
142	с ее	2	3
143	так и	10	3
144	во всех	10	3
145	том чтобы	2	3
146	и их	5	3
147	и так	2	3
148	и ее	2	3
149	в их	4	3
150	что же	2	3
151	на этом	2	3
152	которых мы	3	3
153	и других	2	3
154	образом в	3	3
155	этот вопрос	2	3
156	и сейчас	4	3
157	должны быть	3	3
158	жизнь и	3	3
159	то время	2	3
160	как к	5	3
161	он все	2	3
162	в которых	2	3
163	и то	4	3
164	во всем	3	3
165	мы должны	4	3
166	та же	3	3
167	тогда когда	3	3
168	но в	4	3
169	в виду	2	3
170	мы можем	6	3
171	на вопрос	4	2
172	этих двух	2	2
173	же что	2	2
174	мы будем	3	2
175	это может	2	2
176	с в	3	2
177	но даже	3	2
178	в них	2	2
179	все что	9	2
180	сравнению с	5	2
181	что такие	2	2
182	то ни	3	2
183	но так	2	2
184	это не	3	2
185	и от	5	2
186	одного и	3	2
187	из всех	5	2
188	по происхождению	2	2
189	только мы	2	2
190	именно потому	2	2
191	к которой	3	2
192	во всяком	2	2
193	том и	2	2
194	сводится к	2	2
195	же время	2	2
196	а к	2	2
197	и при	6	2
198	тем более	3	2
199	свою очередь	2	2
200	еще не	5	2
201	но не	2	2
202	очевидно что	3	2
203	того же	9	2
204	виде как	2	2
205	и говорить	3	2
206	по сравнению	5	2
207	она не	2	2
208	из которых	4	2
209	вовсе не	2	2
210	к нему	2	2
211	во внимание	2	2
212	к ним	2	2
213	том же	4	2
214	в его	5	2
215	из себя	10	2
216	не вполне	3	2
217	всяком случае	2	2
218	не так	4	2
219	в состоянии	4	2
220	бы то	2	2
221	в этих	3	2
222	отношение к	4	2
223	как не	2	2
224	для нас	3	2
225	на том	2	2
226	в процессе	2	2
227	вместе с	6	2
228	отличается от	6	2
229	всех остальных	2	2
230	на него	2	2
231	заключает в	2	2
232	и без	5	2
233	другой стороны	5	2
234	показывают что	2	2
235	а с	4	2
236	не было	2	2
237	что оно	3	2
238	а потому	5	2
239	из того	4	2
240	этой области	4	2
241	в самой	2	2
242	и у	4	2
243	для самого	2	2
244	при чем	6	2
245	которой мы	2	2
246	отличие от	3	2
247	у них	6	2
248	в таком	4	2
249	входящих в	2	2
250	каждый из	3	2
251	также и	2	2
252	их в	2	2
253	в себе	5	2
254	указывают на	3	2
255	и вообще	3	2
256	и только	2	2
257	состоит из	4	2
258	не потому	2	2
259	в которой	5	2
260	что по	3	2
