N	2gram	Tiupa_Anal_2	Psycholo
1	в том	12	37
2	и в	16	32
3	том что	12	21
4	то что	7	21
5	таким образом	2	21
6	то есть	9	21
7	что в	2	20
8	так же	2	18
9	может быть	6	18
10	что и	3	17
11	не может	4	17
12	точки зрения	4	17
13	что она	2	16
14	при этом	10	13
15	то же	4	13
16	в этом	18	13
17	по себе	2	12
18	в самом	6	12
19	не только	16	12
20	на то	2	11
21	было бы	3	11
22	как и	14	10
23	но и	12	10
24	и не	12	10
25	с точки	2	10
26	никогда не	3	9
27	что все	2	9
28	как в	4	9
29	тем что	3	9
30	не менее	4	8
31	не в	4	8
32	той же	2	8
33	того что	2	8
34	к тому	7	7
35	а не	10	7
36	в сущности	4	7
37	можно было	3	7
38	и его	4	7
39	сказать что	2	7
40	как будто	3	7
41	только в	4	7
42	в этой	9	6
43	он не	2	6
44	как бы	10	6
45	те же	2	6
46	о том	7	6
47	если бы	3	6
48	художественного произведения	2	5
49	отнюдь не	8	5
50	вслед за	2	5
51	все это	4	5
52	как раз	4	5
53	этом отношении	3	5
54	только на	3	5
55	и даже	9	5
56	и на	6	5
57	в то	2	5
58	столь же	4	4
59	едва ли	3	4
60	что на	3	4
61	тем не	3	4
62	как это	6	4
63	и сам	3	4
64	в действительности	3	4
65	несмотря на	3	4
66	иначе говоря	11	4
67	никак не	2	4
68	и тем	4	4
69	с той	2	4
70	при таком	2	4
71	из них	3	4
72	и до	2	4
73	данном случае	5	4
74	а в	3	4
75	и все	3	4
76	мы имеем	3	4
77	не имеет	2	4
78	и для	2	4
79	в данном	8	4
80	могут быть	10	4
81	в целом	8	4
82	в произведении	2	4
83	ничего не	9	4
84	в сознании	4	4
85	между тем	2	4
86	в общем	2	3
87	состоит в	8	3
88	в частности	16	3
89	конечном счете	2	3
90	с другой	6	3
91	в конце	4	3
92	и к	5	3
93	по существу	2	3
94	так что	3	3
95	как говорит	2	3
96	что с	2	3
97	в своей	2	3
98	один из	2	3
99	с ее	2	3
100	так и	15	3
101	во всех	4	3
102	и их	2	3
103	в их	3	3
104	это только	2	3
105	на этом	4	3
106	еще более	2	3
107	в конечном	3	3
108	и он	2	3
109	тому как	3	3
110	в нас	2	3
111	он в	4	3
112	и то	3	3
113	в поэзии	2	3
114	того или	3	3
115	но в	6	3
116	это было	2	3
117	место в	3	2
118	к игре	4	2
119	казалось бы	3	2
120	все что	2	2
121	в одном	2	2
122	была бы	2	2
123	или иного	3	2
124	но эта	2	2
125	сводится к	3	2
126	говорит о	5	2
127	же время	2	2
128	на которую	2	2
129	его от	3	2
130	еще не	2	2
131	но не	4	2
132	того же	4	2
133	она не	2	2
134	вовсе не	2	2
135	на его	3	2
136	в его	2	2
137	для нее	2	2
138	не так	4	2
139	в состоянии	2	2
140	в этих	2	2
141	вместе с	2	2
142	на него	2	2
143	другой стороны	2	2
144	и наоборот	2	2
145	роль в	2	2
146	к своему	2	2
147	в игре	7	2
148	на этот	2	2
149	отличие от	2	2
150	художественного впечатления	17	2
151	в таком	2	2
152	подобно тому	3	2
153	в себе	7	2
154	того и	2	2
155	не любит	4	2
156	эстетического объекта	3	2
157	ответ на	3	2
158	произведения как	2	2
