N	2gram	Bakhtin_sl_1	Narrotol
1	не только	16	32
2	может быть	14	25
3	но и	16	23
4	в качестве	3	21
5	и не	16	20
6	и в	41	19
7	то есть	26	19
8	в том	3	18
9	в этом	12	17
10	в частности	2	14
11	том что	2	14
12	не в	7	14
13	а не	15	12
14	а в	6	11
15	не может	14	10
16	точки зрения	16	10
17	при этом	6	9
18	так и	11	9
19	в его	13	9
20	с другой	5	8
21	не является	2	8
22	в себе	3	8
23	как и	4	7
24	еще не	4	7
25	к тому	3	7
26	такого рода	2	7
27	а также	2	7
28	все же	7	7
29	как в	8	7
30	с одной	4	7
31	одной стороны	4	7
32	с его	4	6
33	то в	2	6
34	но не	2	6
35	точка зрения	8	6
36	именно в	3	6
37	в той	10	6
38	на протяжении	2	6
39	о том	3	6
40	но в	8	6
41	или иной	9	5
42	можно сказать	2	5
43	себя в	9	5
44	не предполагает	2	5
45	уже не	2	5
46	к нему	5	5
47	и его	14	5
48	в данном	3	5
49	в основе	5	5
50	далеко не	5	5
51	перед нами	4	4
52	точку зрения	3	4
53	прежде всего	8	4
54	одного из	2	4
55	в нем	30	4
56	у него	3	4
57	то же	14	4
58	же время	12	4
59	было бы	3	4
60	связи с	2	4
61	одной из	3	4
62	той или	9	4
63	как бы	12	4
64	о нем	4	4
65	и тем	2	4
66	хотя бы	3	4
67	данном случае	3	4
68	другой стороны	4	4
69	или напротив	2	4
70	в особенности	8	4
71	те же	2	4
72	сказать что	2	4
73	только в	6	4
74	здесь не	2	4
75	и с	4	4
76	а с	2	3
77	ни было	2	3
78	же как	2	3
79	могут быть	19	3
80	никогда не	3	3
81	из этих	3	3
82	в свою	3	3
83	может не	8	3
84	что они	2	3
85	одна из	2	3
86	свою очередь	2	3
87	в сущности	13	3
88	на том	2	3
89	хотя и	2	3
90	в ней	4	3
91	он не	3	3
92	и даже	6	3
93	один из	4	3
94	не с	2	3
95	не есть	2	3
96	с ее	4	3
97	в первом	3	3
98	из них	3	3
99	в ее	2	3
100	как мы	8	3
101	столь же	2	3
102	высказывания и	2	3
103	и на	14	3
104	между тем	2	3
105	в то	14	3
106	в известном	2	2
107	по всей	3	2
108	между собой	2	2
109	в своем	3	2
110	первом случае	2	2
111	или даже	2	2
112	оно не	6	2
113	не как	4	2
114	не могло	3	2
115	всей вероятности	3	2
116	или иного	2	2
117	точек зрения	5	2
118	его как	2	2
119	известном смысле	2	2
120	по существу	3	2
121	более или	3	2
122	между ними	2	2
123	всех его	7	2
124	для него	3	2
125	языка и	12	2
126	в пределах	14	2
127	она не	3	2
128	они в	2	2
129	например в	2	2
130	наконец в	2	2
131	и потому	4	2
132	и др	14	2
133	даже в	2	2
134	зрения и	2	2
135	при всех	2	2
136	или менее	3	2
137	в последние	2	2
138	отношение к	7	2
139	так же	2	2
140	как раз	2	2
141	не на	5	2
142	как к	2	2
143	не было	3	2
144	все эти	9	2
145	совершенно не	2	2
146	того или	2	2
147	одним из	4	2
148	и для	4	2
149	с точки	8	2
150	при всем	3	2
151	это не	6	2
152	роль в	2	2
153	или в	8	2
154	можно было	2	2
155	а иногда	3	2
156	в результате	3	2
157	вокруг него	2	2
158	и ее	3	2
159	и все	4	2
160	жизни но	2	2
161	его в	3	2
162	рассказ в	2	2
163	зрения на	7	2
164	оно может	2	2
165	ничего не	4	2
166	и одновременно	2	2
