N	2gram	Bakhtin_Pr_1	Problema
1	то есть	24	39
2	то что	18	38
3	и не	34	37
4	вовсе не	8	37
5	и в	23	35
6	сказать что	5	24
7	не только	13	24
8	том что	9	19
9	о том	2	18
10	может быть	21	18
11	в этом	25	17
12	но и	11	16
13	только в	8	14
14	потому что	12	13
15	во всяком	4	13
16	не может	11	13
17	в том	11	12
18	того что	2	12
19	хотя бы	2	12
20	что в	8	11
21	прежде всего	7	11
22	и даже	3	11
23	никак не	2	11
24	всяком случае	3	10
25	и с	4	10
26	говорить о	2	10
27	еще не	5	10
28	да и	2	10
29	а не	20	10
30	в данном	2	10
31	ничего не	6	10
32	для нас	3	9
33	в этой	4	9
34	для себя	2	9
35	уже не	8	8
36	было бы	6	8
37	по себе	7	8
38	как раз	4	8
39	все же	5	8
40	в конце	5	7
41	все эти	8	7
42	в его	24	7
43	конце концов	4	7
44	так и	10	7
45	бы и	4	7
46	так как	7	7
47	мы не	2	7
48	с другой	2	6
49	что все	3	6
50	можно сказать	2	6
51	ни в	3	6
52	но это	5	6
53	был бы	5	6
54	но как	3	6
55	в то	10	6
56	по крайней	2	6
57	есть не	2	6
58	крайней мере	2	6
59	и для	3	6
60	но в	4	6
61	как будто	3	6
62	в области	3	6
63	есть то	3	5
64	кроме того	3	5
65	в самом	8	5
66	данном случае	2	5
67	так же	6	5
68	и на	10	5
69	и все	3	5
70	раз и	3	5
71	этом смысле	9	5
72	как и	8	5
73	то же	10	5
74	как мы	5	5
75	под этим	2	5
76	другой стороны	2	5
77	можно было	3	5
78	с другими	7	5
79	в себе	5	5
80	и это	5	5
81	не могут	6	4
82	и есть	5	4
83	в этих	2	4
84	в своем	8	4
85	в отношении	2	4
86	как же	3	4
87	и как	8	4
88	есть в	3	4
89	и самого	4	4
90	как бы	28	4
91	и тем	2	4
92	и вполне	2	4
93	что она	2	4
94	все это	7	4
95	таким образом	11	4
96	заключается в	2	4
97	а в	7	4
98	в результате	4	4
99	их в	2	4
100	и здесь	3	4
101	тем что	3	4
102	всех этих	3	4
103	если бы	10	4
104	что он	10	4
105	но не	8	4
106	до сих	2	4
107	тот же	2	4
108	но именно	4	4
109	и о	3	4
110	сих пор	2	4
111	на самом	4	4
112	самом деле	5	4
113	то и	2	4
114	уже в	5	3
115	он сам	3	3
116	тому что	2	3
117	говорить об	2	3
118	или даже	2	3
119	из этих	2	3
120	точно так	2	3
121	вопрос о	4	3
122	но эта	4	3
123	никак нельзя	2	3
124	несмотря на	6	3
125	мы уже	2	3
126	один из	2	3
127	в целом	4	3
128	только то	3	3
129	и их	2	3
130	в их	3	3
131	то ни	3	3
132	не было	3	3
133	при этом	3	3
134	здесь мы	2	3
135	лишь в	3	3
136	и наконец	5	3
137	и по	2	3
138	что для	2	3
139	в своих	2	3
140	в основе	5	3
141	в истории	2	3
142	мы должны	2	3
143	могли бы	3	3
144	его в	4	3
145	бы в	3	3
146	с которой	4	3
147	по этому	2	3
148	и к	4	3
149	ли он	2	3
150	это и	9	3
151	одна из	2	3
152	все что	3	3
153	она не	5	3
154	если же	2	3
155	оно не	2	3
156	все равно	2	3
157	можно говорить	2	3
158	с самого	2	3
159	в свете	3	3
160	для того	2	3
161	и притом	2	3
162	тому как	3	3
163	не во	3	3
164	перед нами	4	2
165	самого начала	3	2
166	что может	2	2
167	в той	6	2
168	не в	6	2
169	но все	4	2
170	является не	3	2
171	и само	2	2
172	как нам	2	2
173	и сам	2	2
174	из которых	2	2
175	себе и	3	2
176	совпадает с	2	2
177	в зависимости	3	2
178	к нему	3	2
179	нам кажется	4	2
180	бы то	3	2
181	отличается от	2	2
182	даже в	2	2
183	как на	2	2
184	само по	2	2
185	или как	5	2
186	точки зрения	21	2
187	во все	3	2
188	в плане	5	2
189	слово в	2	2
190	только с	2	2
191	человека но	2	2
192	сознания и	3	2
193	это в	2	2
194	имеет значение	2	2
195	были бы	4	2
196	в них	3	2
197	сами по	3	2
198	в условиях	2	2
199	зависимости от	3	2
200	ведь это	2	2
201	по преимуществу	3	2
202	является для	2	2
203	он не	4	2
204	что из	2	2
205	не значит	2	2
206	о нем	11	2
207	что и	5	2
208	во всех	5	2
209	вместе с	2	2
210	на него	2	2
211	мысли и	2	2
212	только при	2	2
213	входит в	2	2
214	тут и	2	2
215	того чтобы	4	2
216	время не	2	2
217	той же	6	2
218	роль в	2	2
219	подобно тому	3	2
220	сознание и	3	2
