N	2gram	Voloshinov_1	Myshleni
1	в том	3	42
2	том что	3	35
3	с помощью	2	31
4	таким образом	9	25
5	в развитии	2	25
6	точки зрения	8	24
7	в этом	9	24
8	и в	16	20
9	что в	3	19
10	в основе	3	17
11	то же	2	16
12	то что	3	15
13	не только	7	15
14	как мы	4	13
15	при этом	6	12
16	может быть	17	12
17	так же	2	11
18	в его	4	11
19	с точки	6	11
20	на основе	2	10
21	так как	4	10
22	мы видим	2	10
23	если мы	2	10
24	только в	4	10
25	и как	3	9
26	но и	4	9
27	ребенка и	3	9
28	как это	3	9
29	как и	2	9
30	того же	2	9
31	что и	2	9
32	понятия и	2	9
33	и не	4	8
34	этом смысле	3	8
35	было бы	2	8
36	вместе с	3	8
37	как бы	5	7
38	что мы	2	7
39	в своей	2	7
40	самом деле	6	7
41	могут быть	3	7
42	же как	2	6
43	в самом	2	6
44	не может	8	6
45	те же	3	6
46	и на	4	6
47	сказать что	7	6
48	его в	4	6
49	что он	2	6
50	в частности	2	5
51	никогда не	2	5
52	что такое	5	5
53	на друга	2	5
54	друг на	2	5
55	и его	8	5
56	между собой	2	5
57	с этим	2	5
58	и к	6	5
59	о том	2	5
60	мы уже	2	5
61	так и	4	5
62	все эти	5	5
63	мы можем	9	5
64	для нас	2	4
65	возникает в	2	4
66	и только	9	4
67	что оно	2	4
68	этой теории	2	4
69	с этой	2	4
70	и с	8	4
71	к этому	2	4
72	на первый	2	4
73	по своему	2	4
74	по сравнению	3	4
75	во всей	2	4
76	между ними	3	4
77	и для	2	4
78	во всяком	3	4
79	в области	3	4
80	на этом	3	3
81	не могут	2	3
82	не менее	2	3
83	в этих	3	3
84	в этой	4	3
85	всяком случае	3	3
86	один из	2	3
87	и других	2	3
88	представлений и	3	3
89	но в	4	3
90	отнюдь не	4	3
91	сравнению с	3	3
92	эти понятия	2	3
93	со всеми	2	3
94	в один	4	3
95	совершенно не	8	3
96	ни в	5	3
97	в чем	5	3
98	никаких оснований	3	2
99	прежде всего	9	2
100	что на	2	2
101	для него	6	2
102	что это	2	2
103	в него	5	2
104	в нем	4	2
105	другими словами	2	2
106	образов и	2	2
107	они не	2	2
108	а в	3	2
109	вообще не	2	2
110	не знает	2	2
111	является по	2	2
112	из этих	2	2
113	но как	2	2
114	в начале	2	2
115	их в	3	2
116	у него	2	2
117	ранних ступенях	2	2
118	еще не	5	2
119	в свое	2	2
120	этих трех	2	2
121	не есть	2	2
122	мысли и	4	2
123	только на	3	2
124	и т.п	2	2
125	момента в	2	2
126	в каком	2	2
127	существует только	2	2
128	ту же	2	2
129	и это	6	2
130	едва ли	3	2
