N	2gram	Potebnia_M_1	Komedia
1	и в	39	26
2	в г	2	17
3	и не	18	14
4	к тому	4	12
5	так и	13	12
6	и его	5	12
7	в том	26	11
8	может быть	27	11
9	но и	20	10
10	в этом	15	10
11	что в	22	9
12	столь же	3	9
13	том что	16	9
14	если бы	14	9
15	вместе с	8	9
16	было бы	12	8
17	не только	21	7
18	что и	6	7
19	в своем	3	6
20	то что	10	6
21	еще не	6	6
22	в нем	20	6
23	того чтобы	2	6
24	потому что	52	6
25	в то	4	6
26	о том	2	6
27	таким образом	13	6
28	с тем	5	5
29	независимо от	6	5
30	в которой	2	5
31	в истории	7	5
32	на основании	2	5
33	с этим	7	5
34	для того	3	5
35	так что	16	5
36	и с	3	5
37	не менее	6	4
38	в этих	7	4
39	тому что	3	4
40	в них	3	4
41	и от	3	4
42	прежде всего	4	4
43	из этих	4	4
44	о его	2	4
45	как мы	2	4
46	же в	2	4
47	как и	9	4
48	в целом	2	4
49	как будто	2	4
50	хотя и	3	4
51	в его	5	4
52	все же	6	4
53	не по	4	4
54	в самом	3	4
55	и для	5	4
56	что для	3	4
57	точки зрения	8	4
58	с и	3	4
59	в начале	2	4
60	только в	25	4
61	что это	3	4
62	так как	21	4
63	на этот	2	4
64	б и	2	4
65	между тем	5	4
66	для всех	5	3
67	представить себе	3	3
68	с этой	2	3
69	в каждом	4	3
70	вопрос о	4	3
71	что на	6	3
72	но если	2	3
73	жизни и	2	3
74	отношению к	13	3
75	но все	2	3
76	связи с	3	3
77	но не	8	3
78	того же	3	3
79	во всех	5	3
80	же время	4	3
81	для нас	9	3
82	по поводу	3	3
83	никто не	3	3
84	в ней	7	3
85	не имеет	5	3
86	друг другу	3	3
87	в своей	3	3
88	и их	3	3
89	в их	2	3
90	по отношению	13	3
91	того как	6	3
92	той же	3	3
93	то же	6	3
94	не было	4	3
95	как в	10	3
96	в самой	3	3
97	друг друга	5	3
98	а в	5	3
99	или в	2	3
100	тем что	9	3
101	не может	22	3
102	в этой	3	3
103	могла бы	2	3
104	но в	9	3
105	мы можем	2	3
106	ни было	2	2
107	в другой	3	2
108	и есть	2	2
109	однако в	4	2
110	то ни	3	2
111	с другой	7	2
112	это не	7	2
113	в одном	8	2
114	этом смысле	4	2
115	вовсе не	5	2
116	что именно	2	2
117	то это	5	2
118	есть для	2	2
119	не в	15	2
120	чем в	2	2
121	бы то	2	2
122	что по	3	2
123	только потому	3	2
124	когда в	3	2
125	одной стороны	3	2
126	в действительности	4	2
127	и если	2	2
128	ни одна	2	2
129	одним из	2	2
130	от того	4	2
131	он не	3	2
132	как бы	6	2
133	хотя бы	2	2
134	и т	6	2
135	и это	3	2
136	в мире	3	2
137	после этого	2	2
138	со стороны	8	2
139	т п	4	2
140	если не	2	2
141	с одной	3	2
142	в течение	2	2
143	еще более	2	2
144	и что	10	2
145	не более	4	2
146	с самого	3	2
147	в других	2	2
148	мы не	10	2
149	в глазах	3	2
150	не следует	5	2
151	во всяком	3	2
152	и во	3	2
153	одно из	3	2
154	на что	2	2
155	в один	2	2
156	и все	3	2
157	в первом	5	2
158	из этого	2	2
159	бы в	4	2
160	в виду	2	2
