N	2gram	Bakhtin_Fr_5	Komedia
1	и в	45	26
2	в г	2	17
3	и не	15	14
4	к тому	2	12
5	так и	6	12
6	и его	13	12
7	в том	10	11
8	тому же	4	11
9	может быть	2	11
10	но и	10	10
11	в этом	14	10
12	что в	12	9
13	том что	7	9
14	вместе с	3	9
15	было бы	2	8
16	и на	5	7
17	не только	14	7
18	что и	7	7
19	в своем	11	6
20	во время	12	6
21	то что	2	6
22	в доме	4	6
23	в нем	10	6
24	того чтобы	6	6
25	потому что	7	6
26	и здесь	4	6
27	в то	11	6
28	о том	4	6
29	таким образом	8	6
30	с его	7	5
31	с тем	2	5
32	независимо от	2	5
33	к этому	2	5
34	что он	6	5
35	в качестве	2	5
36	один из	2	5
37	ни в	3	5
38	в истории	2	5
39	с этим	4	5
40	для того	6	5
41	и с	10	5
42	больше чем	2	5
43	не менее	3	4
44	у него	4	4
45	в них	6	4
46	и от	4	4
47	прежде всего	10	4
48	из этих	3	4
49	как мы	8	4
50	как и	10	4
51	в целом	2	4
52	одной из	5	4
53	хотя и	5	4
54	в его	13	4
55	еще в	2	4
56	все же	2	4
57	в самом	4	4
58	до нас	3	4
59	и для	3	4
60	можно было	4	4
61	точки зрения	4	4
62	в начале	2	4
63	в наиболее	2	4
64	только в	4	4
65	что это	2	4
66	так как	6	4
67	на этот	3	4
68	как это	4	4
69	его в	5	4
70	между тем	2	4
71	это было	4	4
72	том числе	4	3
73	о чем	3	3
74	для всех	3	3
75	в каждом	2	3
76	то время	3	3
77	в период	2	3
78	что на	3	3
79	жизни и	8	3
80	связи с	6	3
81	но не	4	3
82	того же	3	3
83	во всех	13	3
84	же время	9	3
85	здесь в	4	3
86	по поводу	4	3
87	например в	5	3
88	в ней	8	3
89	не имеет	3	3
90	в своей	3	3
91	и их	5	3
92	в их	4	3
93	все это	7	3
94	в связи	5	3
95	той же	4	3
96	то же	11	3
97	не было	3	3
98	как в	3	3
99	в самой	8	3
100	к нему	2	3
101	а в	4	3
102	войны и	2	3
103	не может	5	3
104	как он	3	3
105	это время	2	3
106	в этой	6	3
107	но в	14	3
108	мы можем	2	3
109	если в	2	2
110	и другие	3	2
111	и есть	2	2
112	это не	3	2
113	в одной	3	2
114	в конце	7	2
115	в одном	3	2
116	в духе	2	2
117	вовсе не	8	2
118	нет и	2	2
119	в народном	2	2
120	своего отца	3	2
121	и к	5	2
122	об этом	4	2
123	он был	7	2
124	не в	7	2
125	из его	2	2
126	до сих	3	2
127	на этом	5	2
128	по своему	4	2
129	когда в	2	2
130	связанных с	3	2
131	у нее	2	2
132	и если	2	2
133	одним из	5	2
134	от того	3	2
135	он не	6	2
136	друг с	2	2
137	как бы	12	2
138	в уста	2	2
139	даже в	2	2
140	чем на	2	2
141	хотя бы	2	2
142	в любовных	2	2
143	и это	4	2
144	и за	2	2
145	сих пор	3	2
146	что она	3	2
147	в отличие	2	2
148	так в	2	2
149	нем не	3	2
150	в течение	3	2
151	мы находим	4	2
152	и что	2	2
153	от всех	5	2
154	и у	5	2
155	рядом с	2	2
156	отличие от	2	2
157	роль в	2	2
158	мы не	4	2
159	тут же	2	2
160	от этого	2	2
161	и во	4	2
162	одно из	2	2
163	под названием	2	2
164	говорить о	2	2
165	второй половины	2	2
166	с другом	2	2
167	и все	7	2
168	бы в	4	2
