N	2gram	Vygotskiy__1	Tvorches
1	и в	23	20
2	не только	16	13
3	никогда не	2	11
4	как бы	11	11
5	в его	14	10
6	таким образом	26	10
7	в то	7	10
8	и его	6	9
9	и не	9	9
10	прежде всего	10	8
11	в том	24	8
12	при этом	4	8
13	но и	14	8
14	может быть	14	8
15	в этом	17	8
16	и с	9	8
17	представление о	2	7
18	же время	2	7
19	что в	14	7
20	не может	12	7
21	то же	8	7
22	потому что	6	7
23	в конце	2	6
24	что он	7	6
25	как и	14	6
26	в целом	20	6
27	в своей	4	6
28	так и	5	6
29	все это	6	6
30	именно в	6	6
31	а не	3	6
32	но не	4	5
33	все же	3	5
34	и даже	2	5
35	так же	16	5
36	и на	8	5
37	в этой	7	5
38	о том	6	5
39	об этом	3	4
40	за собой	2	4
41	что у	2	4
42	и от	3	4
43	мы не	7	4
44	показывает что	3	4
45	том что	21	4
46	мы видим	4	4
47	что они	3	4
48	хотя и	2	4
49	что она	4	4
50	когда он	2	4
51	как в	4	4
52	в известной	2	4
53	если не	3	4
54	все эти	4	4
55	тем самым	5	4
56	не в	4	4
57	а в	2	4
58	в чем	4	4
59	и потому	2	4
60	ничего не	3	4
61	если бы	5	4
62	но в	5	4
63	а с	4	3
64	же как	6	3
65	превращается в	3	3
66	с этой	6	3
67	в одной	3	3
68	человека и	3	3
69	к этому	4	3
70	по самой	2	3
71	в пользу	4	3
72	а затем	5	3
73	отношению к	7	3
74	для него	2	3
75	в самом	7	3
76	и мы	3	3
77	он не	5	3
78	в котором	4	3
79	не является	9	3
80	один из	2	3
81	то что	17	3
82	и это	3	3
83	вместе с	9	3
84	сих пор	4	3
85	в их	3	3
86	по отношению	7	3
87	так как	7	3
88	в свете	4	3
89	уже не	2	3
90	этот вопрос	3	3
91	тем что	6	3
92	в своих	5	3
93	в которых	3	3
94	в себе	6	3
95	между тем	9	3
96	до сих	4	3
97	уже в	3	2
98	все время	6	2
99	думается что	5	2
100	точку зрения	2	2
101	с другой	10	2
102	или даже	2	2
103	в стороне	2	2
104	влечет за	2	2
105	в такой	3	2
106	в одном	4	2
107	я не	3	2
108	вовсе не	3	2
109	во всяком	3	2
110	такой же	3	2
111	и ее	7	2
112	в ее	2	2
113	что его	2	2
114	целом и	5	2
115	как известно	3	2
116	а скорее	2	2
117	и если	3	2
118	в частности	2	2
119	том же	2	2
120	всяком случае	3	2
121	не могли	2	2
122	только для	3	2
123	в процессе	8	2
124	на него	2	2
125	в ту	2	2
126	приводит к	4	2
127	другом в	2	2
128	начиная с	2	2
129	и других	3	2
130	к анализу	3	2
131	самом деле	3	2
132	и что	5	2
133	и наконец	2	2
134	на этот	3	2
135	другой стороны	9	2
136	из этой	2	2
137	с другими	2	2
138	не столько	4	2
139	что этот	2	2
140	в основе	8	2
141	в виде	2	2
142	могут быть	3	2
143	в которой	3	2
144	говорить о	2	2
145	только в	6	2
146	действия и	2	2
147	из этого	5	2
148	эта мысль	2	2
149	их в	4	2
150	едва ли	2	2
151	и поэтому	2	2
152	одном из	2	2
