N	2gram	Losev_Prob_4	Myshleni
1	в том	20	33
2	том что	12	27
3	точки зрения	14	26
4	то что	15	20
5	в этом	9	19
6	с точки	11	18
7	и в	20	15
8	не только	24	15
9	что в	3	14
10	таким образом	8	14
11	что он	8	12
12	того чтобы	2	12
13	в самом	2	11
14	но и	14	10
15	было бы	14	10
16	для того	3	10
17	мы не	7	10
18	мы можем	3	10
19	в своем	3	9
20	может быть	9	9
21	не является	10	9
22	не может	5	9
23	что мы	3	9
24	о том	5	9
25	связи с	3	9
26	так и	10	8
27	казалось бы	3	8
28	не в	13	8
29	заключается в	2	8
30	и что	2	8
31	если бы	8	8
32	к тому	3	7
33	и не	28	7
34	потому что	15	7
35	как бы	4	7
36	по себе	11	7
37	тот же	2	7
38	он не	2	7
39	во всяком	8	7
40	едва ли	10	7
41	что это	2	6
42	в частности	2	6
43	в отношении	4	6
44	как мы	3	6
45	в этой	4	6
46	в виду	6	6
47	в связи	3	6
48	мы находим	2	6
49	с другой	7	6
50	сказать что	7	6
51	в истории	3	6
52	мы должны	3	6
53	как это	3	6
54	но в	8	6
55	по этому	2	6
56	в зависимости	3	6
57	вовсе не	21	6
58	и к	3	6
59	как и	6	6
60	зависимости от	3	6
61	вместе с	5	6
62	если мы	5	6
63	самом деле	3	6
64	всяком случае	4	6
65	это не	7	5
66	уже в	4	5
67	смысле слова	15	5
68	и даже	9	5
69	друг друга	2	5
70	то же	7	5
71	говорит что	2	5
72	можно было	4	5
73	независимо от	3	4
74	прежде всего	11	4
75	является для	3	4
76	для нас	6	4
77	несмотря на	4	4
78	том чтобы	2	4
79	все это	9	4
80	в них	5	4
81	в совершенно	2	4
82	не имеет	4	4
83	так же	5	4
84	а в	4	4
85	и с	7	4
86	в начале	3	4
87	при помощи	10	4
88	так как	5	4
89	с его	2	4
90	для всех	3	4
91	само понятие	2	4
92	все же	2	4
93	в качестве	10	4
94	в своей	4	4
95	как в	5	4
96	что его	4	4
97	как раз	4	4
98	хотя бы	7	4
99	и его	10	4
100	только в	23	4
101	в которой	2	4
102	только для	3	3
103	все время	2	3
104	для этого	2	3
105	что именно	2	3
106	об этом	6	3
107	что они	2	3
108	для него	3	3
109	при этом	6	3
110	из них	3	3
111	данном случае	5	3
112	и только	4	3
113	все эти	16	3
114	но эта	2	3
115	в самой	4	3
116	с собой	3	3
117	и по	2	3
118	действия и	2	3
119	с другими	3	3
120	в результате	8	3
121	и мышления	3	3
122	с ним	4	3
123	мы имеем	6	3
124	и все	8	3
125	не существует	5	3
126	с этим	4	3
127	о которых	2	3
128	тем более	4	3
129	но не	5	3
130	того же	2	3
131	действительности и	5	3
132	одной из	4	3
133	для себя	2	3
134	бы и	3	3
135	что она	4	3
136	только что	2	3
137	на самом	5	3
138	тем самым	4	3
139	а не	7	3
140	из которых	3	3
141	или в	5	3
142	в данном	6	3
143	и ее	4	3
144	и это	2	3
145	за собой	2	2
146	сама по	2	2
147	и есть	4	2
148	в этих	5	2
149	перед нами	13	2
150	столь же	2	2
151	на все	2	2
152	или иной	13	2
153	можно сказать	5	2
154	и можно	5	2
155	ни в	17	2
156	и как	3	2
157	но все	3	2
158	это есть	3	2
159	и более	3	2
160	и другое	3	2
161	случае не	5	2
162	той или	14	2
163	в котором	2	2
164	и тем	7	2
165	с ее	2	2
166	на этой	2	2
167	он как	3	2
168	есть нечто	9	2
169	в других	2	2
170	то он	2	2
171	но если	6	2
172	говорить о	2	2
173	что каждая	2	2
174	что здесь	6	2
175	во все	2	2
176	же самое	6	2
177	также и	13	2
178	во всем	2	2
179	а также	6	2
180	понятие о	2	2
181	в одном	4	2
182	в известном	2	2
183	уже и	3	2
184	отнюдь не	10	2
185	были бы	3	2
186	этом смысле	3	2
187	к его	3	2
188	стороны и	2	2
189	именно в	7	2
190	указывает на	4	2
191	мы хотели	2	2
192	общего с	2	2
193	за пределы	2	2
194	к ней	2	2
195	в его	3	2
196	нет и	2	2
197	что и	3	2
198	во всех	4	2
199	с ней	2	2
200	или менее	2	2
201	без всякого	4	2
202	и тогда	2	2
203	и для	4	2
204	все равно	3	2
205	или к	2	2
206	тем что	3	2
207	в себе	12	2
208	в другом	3	2
209	и вообще	6	2
210	это все	2	2
211	более или	2	2
212	учения о	2	2
213	не то	2	2
