N	2gram	Tiupa_Anal_1	Hudozhes
1	в мире	8	23
2	в качестве	31	19
3	то есть	11	18
4	состоит в	11	16
5	и не	21	16
6	в том	27	15
7	и в	18	15
8	не только	15	15
9	в частности	19	13
10	может быть	29	13
11	тогда как	14	13
12	при этом	12	12
13	а в	9	12
14	и его	5	12
15	но не	10	11
16	в этом	13	11
17	эстетического отношения	8	11
18	в себе	11	11
19	я в	3	11
20	художественного текста	12	11
21	представляет собой	16	10
22	как бы	5	10
23	отношению к	5	10
24	но и	17	10
25	так и	4	10
26	по отношению	6	10
27	то же	9	10
28	а не	17	10
29	такого рода	5	9
30	в его	13	9
31	литературного произведения	41	9
32	точки зрения	6	9
33	в рамках	3	8
34	произведение искусства	9	8
35	себя в	6	8
36	своего рода	3	8
37	присутствия в	2	8
38	сводится к	5	8
39	с другой	4	7
40	или иной	6	7
41	в отличие	6	7
42	внутренней речи	5	7
43	в принципе	8	7
44	в искусстве	2	7
45	в то	9	7
46	отличие от	6	7
47	но в	8	7
48	я и	6	7
49	в основе	6	6
50	с его	3	6
51	что в	5	6
52	объектной организации	2	6
53	не сводится	2	6
54	художественного письма	2	6
55	том что	12	6
56	не в	14	6
57	же время	6	6
58	отношение к	2	6
59	в тексте	5	6
60	не может	22	6
61	по своей	6	6
62	в состав	3	6
63	я есть	2	5
64	художественного творчества	2	5
65	могут быть	4	5
66	можно сказать	2	5
67	а также	3	5
68	ни в	4	5
69	только в	6	5
70	тем самым	7	5
71	художественной реальности	14	5
72	в самом	6	5
73	того что	4	5
74	не предполагает	2	5
75	той или	6	5
76	в нем	3	5
77	то что	6	5
78	и одновременно	3	5
79	и т.п	5	5
80	другой стороны	2	5
81	в их	5	5
82	уже не	4	5
83	коммуникативного события	14	5
84	субъектной организации	3	5
85	место в	3	4
86	художественного восприятия	7	4
87	искусства в	4	4
88	знакового материала	3	4
89	не столько	2	4
90	личности в	3	4
91	прежде всего	6	4
92	к тому	7	4
93	в ходе	3	4
94	и как	5	4
95	в другом	4	4
96	воспринимающего сознания	5	4
97	особого рода	7	4
98	внутреннего я	4	4
99	для него	2	4
100	еще не	3	4
101	он не	3	4
102	художественный текст	5	4
103	в своей	6	4
104	произведения искусства	3	4
105	со стороны	2	4
106	во времени	4	4
107	как к	2	4
108	организации художественного	3	4
109	отношения к	2	4
110	сознания в	4	4
111	самим собой	2	4
112	и то	2	4
113	между тем	5	4
114	мы имеем	6	4
115	как эстетической	2	4
116	эстетического объекта	11	4
117	эстетический объект	6	4
118	текст в	2	3
119	художественного произведения	5	3
120	оказывается в	2	3
121	если бы	3	3
122	однако в	3	3
123	конечном счете	4	3
124	произведения как	7	3
125	в противоположность	2	3
