N	2gram	Trubetskoy_1	Istorich
1	и т	3	27
2	и в	14	26
3	так же	2	18
4	то что	13	16
5	не только	9	15
6	что в	4	14
7	может быть	9	14
8	но и	10	12
9	что он	6	10
10	таким образом	11	10
11	что и	3	9
12	все же	4	9
13	и не	19	9
14	его в	4	9
15	так как	4	9
16	то же	11	8
17	а в	5	8
18	в этих	2	7
19	во время	2	7
20	как и	4	7
21	в качестве	3	7
22	он не	5	7
23	знаем что	3	7
24	их в	2	7
25	в этом	17	7
26	таким же	3	6
27	что они	3	6
28	еще не	3	6
29	вместе с	4	6
30	не может	22	6
31	а не	2	6
32	к нему	2	6
33	и то	4	6
34	потому что	5	6
35	мы можем	2	6
36	у него	2	5
37	и как	3	5
38	точно так	2	5
39	в силу	2	5
40	но не	4	5
41	и только	5	5
42	в его	4	5
43	мы уже	2	5
44	до сих	5	5
45	то это	3	5
46	сих пор	5	5
47	в некоторых	2	5
48	и что	2	5
49	из которых	5	5
50	уже не	2	5
51	и по	3	5
52	не в	4	5
53	и с	7	5
54	тем что	3	5
55	в другом	3	5
56	мы должны	7	5
57	но в	2	5
58	на себя	2	4
59	вопрос о	5	4
60	все что	4	4
61	указывает на	2	4
62	в своей	5	4
63	тогда как	2	4
64	не просто	2	4
65	и даже	2	4
66	о том	7	4
67	и более	2	3
68	он должен	5	3
69	из этих	3	3
70	к себе	2	3
71	этом случае	3	3
72	для нас	2	3
73	в том	17	3
74	по существу	5	3
75	том что	9	3
76	но это	2	3
77	и при	6	3
78	во всем	4	3
79	при этом	5	3
80	она не	2	3
81	и если	7	3
82	как бы	4	3
83	все эти	2	3
84	на то	5	3
85	но мы	3	3
86	данном случае	3	3
87	на земле	4	3
88	или в	3	3
89	в данном	7	3
90	у многих	2	3
91	связи с	3	3
92	только в	5	3
93	к этой	4	3
94	не могут	4	2
95	с тем	6	2
96	должна быть	2	2
97	и есть	2	2
98	никогда не	5	2
99	его и	2	2
100	в своем	6	2
101	другом случае	2	2
102	и во	3	2
103	с этим	2	2
104	этого не	2	2
105	главным образом	3	2
106	их не	2	2
107	по себе	2	2
108	и тем	2	2
109	ни в	2	2
110	так что	2	2
111	одна из	3	2
112	от него	2	2
113	есть и	2	2
114	и тот	2	2
115	было бы	5	2
116	которой он	4	2
117	если бы	6	2
118	конечно не	5	2
119	в частности	2	2
120	видеть в	2	2
121	но для	2	2
122	хотя бы	5	2
123	в нем	5	2
124	не есть	3	2
125	себя в	4	2
126	не к	2	2
127	из них	3	2
128	на том	3	2
129	от того	4	2
130	все это	6	2
131	что это	3	2
132	в других	2	2
133	этот вопрос	2	2
134	и вот	2	2
135	лишь в	3	2
136	того что	3	2
137	только с	2	2
138	на которой	2	2
139	в таких	2	2
140	и на	5	2
141	или от	2	2
142	в виде	3	2
143	даже и	2	2
144	в себе	9	2
145	в этой	4	2
146	на это	2	2
147	в области	2	2
