N	2gram	Losev_Vesc_1	FransuaR
1	и в	21	29
2	таким образом	8	20
3	и не	29	16
4	и все	5	13
5	в этой	3	13
6	как и	8	12
7	но в	5	12
8	так и	3	11
9	в этом	4	11
10	то же	6	10
11	как мы	4	10
12	мы уже	3	10
13	в то	3	10
14	не только	36	10
15	вовсе не	10	9
16	в конце	2	9
17	но и	18	9
18	все эти	3	9
19	и с	8	9
20	его в	2	9
21	прежде всего	9	8
22	в его	2	8
23	и его	2	8
24	как бы	12	8
25	еще и	8	7
26	в том	8	7
27	так как	7	7
28	из них	4	6
29	в сущности	4	6
30	но он	2	6
31	что это	13	5
32	у него	2	5
33	это не	5	5
34	это и	6	5
35	того же	5	5
36	и о	3	5
37	в нем	2	5
38	в своей	5	5
39	сказать что	17	5
40	перед нами	2	4
41	руки и	2	4
42	но это	10	4
43	есть и	4	4
44	еще не	8	4
45	и есть	26	4
46	конце концов	2	4
47	один из	3	4
48	то что	27	4
49	жизни и	2	4
50	все это	5	4
51	с другой	6	4
52	также и	6	4
53	в результате	3	4
54	тем что	2	4
55	точки зрения	5	4
56	тому как	4	3
57	что образ	2	3
58	в своем	6	3
59	с ее	6	3
60	и здесь	4	3
61	что у	5	3
62	в ее	7	3
63	а затем	2	3
64	все же	4	3
65	том что	8	3
66	и как	8	3
67	мы видим	2	3
68	то в	4	3
69	мы можем	4	3
70	тот же	3	3
71	того что	8	3
72	той же	2	3
73	и их	7	3
74	по преимуществу	2	3
75	и ноги	2	3
76	другой стороны	2	3
77	как к	4	3
78	в разных	4	3
79	и вот	2	3
80	того чтобы	3	3
81	для того	2	3
82	и даже	6	3
83	что значит	8	3
84	с ними	3	3
85	не случайно	2	3
86	в ней	12	3
87	подобно тому	4	3
88	в себе	14	3
89	по своей	2	3
90	почти все	2	3
91	в чем	6	3
92	другими словами	5	2
93	в жизни	3	2
94	к тому	3	2
95	но только	3	2
96	да и	3	2
97	что я	24	2
98	тех кто	2	2
99	что они	6	2
100	на этом	2	2
101	но не	5	2
102	в себя	13	2
103	кроме того	4	2
104	одной стороны	3	2
105	не может	17	2
106	может быть	16	2
107	между прочим	3	2
108	хотя и	4	2
109	у меня	3	2
110	никогда не	2	2
111	уже не	9	2
112	в виду	2	2
113	в котором	3	2
114	со стороны	5	2
115	и для	9	2
116	себя в	10	2
117	ни с	6	2
118	но она	3	2
119	его и	2	2
120	как раз	9	2
121	с одной	3	2
122	в той	3	2
123	с полной	4	2
124	от всех	4	2
125	на их	2	2
126	и у	3	2
127	и эта	3	2
128	с точки	3	2
129	между ними	3	2
130	в слове	2	2
131	или в	2	2
132	и то	10	2
133	их в	3	2
134	в основе	3	2
135	даже и	4	2
136	что из	2	2
137	только в	14	2
138	о том	6	2
139	и это	14	2
140	дело в	4	2
141	с ним	8	2
142	живой и	2	2
