N	2gram	Potebnia_M_1	Literetu
1	не только	21	24
2	при этом	6	19
3	но и	20	17
4	а не	21	16
5	в том	26	16
6	том что	16	14
7	может быть	27	13
8	тогда как	2	13
9	и не	18	12
10	сознания в	2	12
11	в этом	15	12
12	прежде всего	4	11
13	в своем	3	11
14	то что	10	10
15	не в	15	8
16	в целом	2	8
17	и в	39	8
18	только в	25	8
19	не менее	6	7
20	в его	5	7
21	как бы	6	7
22	уже не	2	7
23	в себе	13	7
24	в жизни	3	6
25	как и	9	6
26	связи с	3	6
27	того что	8	6
28	точки зрения	8	6
29	то есть	42	6
30	с этой	2	5
31	же в	2	5
32	же время	4	5
33	для себя	3	5
34	как в	10	5
35	не может	22	5
36	то же	6	5
37	тем самым	4	5
38	одним из	2	5
39	в то	4	5
40	для этого	2	4
41	столь же	3	4
42	это не	7	4
43	но не	8	4
44	еще не	6	4
45	и тем	3	4
46	все же	6	4
47	в своей	3	4
48	деятельности в	2	4
49	со стороны	8	4
50	так и	13	4
51	никогда не	4	4
52	духовной жизни	2	4
53	друг друга	5	4
54	и его	5	4
55	в своих	4	4
56	в этой	3	4
57	не было	4	3
58	в душе	11	3
59	что в	22	3
60	и есть	2	3
61	с другой	7	3
62	самого себя	4	3
63	одного из	2	3
64	субъекта и	4	3
65	в самом	3	3
66	несмотря на	5	3
67	не мог	3	3
68	том же	2	3
69	жизни и	2	3
70	в их	2	3
71	по отношению	13	3
72	бы не	6	3
73	а в	5	3
74	таким образом	13	3
75	тем же	2	3
76	и даже	4	3
77	той же	3	3
78	потому что	52	3
79	во всяком	3	3
80	одно из	3	3
81	нуждается в	2	3
82	но в	9	3
83	дело в	2	3
84	в виду	2	3
85	а как	2	2
86	должна быть	3	2
87	для них	2	2
88	все более	3	2
89	по этому	2	2
90	однако в	4	2
91	все они	2	2
92	из этих	4	2
93	подобно тому	3	2
94	но при	3	2
95	а потому	10	2
96	в мире	3	2
97	к тому	4	2
98	а только	4	2
99	тем не	6	2
100	и того	2	2
101	того же	3	2
102	для него	4	2
103	одной стороны	3	2
104	было бы	12	2
105	по поводу	3	2
106	мы в	2	2
107	от языка	4	2
108	за пределы	2	2
109	относится к	3	2
110	для нее	2	2
111	не могло	3	2
112	в нем	20	2
113	то это	5	2
114	не есть	10	2
115	отношению к	13	2
116	только то	2	2
117	в сущности	2	2
118	то он	2	2
119	только на	3	2
120	эта мысль	2	2
121	то и	7	2
122	и только	2	2
123	этой цели	2	2
124	человеческого духа	6	2
125	с одной	3	2
126	из того	2	2
127	чтобы не	2	2
128	во втором	5	2
129	что не	10	2
130	хотя бы	2	2
131	с точки	3	2
132	мысль в	2	2
133	что для	3	2
134	но без	2	2
135	во многих	2	2
136	в слове	8	2
137	тому как	4	2
138	и то	3	2
139	между тем	5	2
140	тем более	2	2
141	тем что	9	2
142	могут быть	9	2
143	как будто	2	2
144	о том	2	2
145	нет ничего	2	2
146	в сознании	3	2
