N	2gram	Propp_Isto_7	Hudozhes
1	и в	24	28
2	том что	10	19
3	в ее	2	18
4	и не	4	18
5	своего рода	4	16
6	в том	7	15
7	а не	8	14
8	не в	9	13
9	в этом	12	13
10	о том	9	12
11	перед нами	2	11
12	как и	6	11
13	при этом	4	11
14	не только	21	11
15	у нее	2	10
16	уже не	2	10
17	не случайно	3	10
18	но и	11	9
19	что он	21	8
20	может быть	14	8
21	так и	5	8
22	и все	6	7
23	об этом	6	7
24	что она	5	7
25	тогда как	3	7
26	с ним	5	7
27	как это	2	7
28	это не	10	6
29	в котором	2	6
30	то что	7	6
31	то же	8	6
32	а в	10	6
33	тем что	6	6
34	в то	2	6
35	с его	3	5
36	что это	6	5
37	и другие	9	5
38	не менее	5	5
39	у него	10	5
40	как бы	4	5
41	как в	12	5
42	что в	13	5
43	она не	2	5
44	в самом	2	5
45	никогда не	4	5
46	только на	2	5
47	и его	3	5
48	ничего не	5	5
49	тому что	2	4
50	превращается в	3	4
51	тем не	4	4
52	говорит о	2	4
53	но не	6	4
54	что они	3	4
55	в качестве	3	4
56	и о	2	4
57	он не	6	4
58	для нее	2	4
59	что и	8	4
60	и т	17	4
61	то и	4	4
62	не может	14	4
63	только в	6	4
64	в других	4	4
65	как только	2	3
66	в ответ	3	3
67	в них	3	3
68	характерно что	2	3
69	в состоянии	4	3
70	с другой	9	3
71	к себе	3	3
72	но при	2	3
73	прежде всего	2	3
74	в нем	6	3
75	и ее	2	3
76	жить в	2	3
77	для нас	6	3
78	есть и	4	3
79	еще не	8	3
80	одной стороны	5	3
81	было бы	2	3
82	одной из	4	3
83	со своим	4	3
84	во сне	2	3
85	мы уже	4	3
86	не все	3	3
87	этом и	2	3
88	в этих	13	3
89	на него	2	3
90	со стороны	2	3
91	все это	8	3
92	с одной	5	3
93	следующим образом	3	3
94	и он	3	3
95	по его	2	3
96	так же	6	3
97	или в	8	3
98	и на	2	3
99	на себя	2	3
100	что у	4	3
101	как он	6	3
102	и это	2	3
103	героя и	5	3
104	к нему	7	3
105	все его	2	3
106	в основе	2	2
107	еще одна	3	2
108	сам он	2	2
109	т е	16	2
110	способность к	2	2
111	за него	4	2
112	не столько	3	2
113	и от	2	2
114	из этих	3	2
115	с собой	7	2
116	вовсе не	4	2
117	вместе со	2	2
118	как мы	3	2
119	она в	3	2
120	мы знаем	2	2
121	ли он	4	2
122	же как	4	2
123	одна из	7	2
124	с женой	2	2
125	но тем	2	2
126	со своей	2	2
127	этот мотив	3	2
128	что не	2	2
129	не по	2	2
130	к ней	2	2
131	до сих	2	2
132	если в	2	2
133	один из	7	2
134	все же	9	2
135	не будет	2	2
136	отношение к	5	2
137	из них	2	2
138	ни с	2	2
139	вместе с	7	2
140	дело не	5	2
141	сих пор	3	2
142	данном случае	3	2
143	здесь не	2	2
144	т д	16	2
145	того как	3	2
146	и становится	3	2
147	ее на	4	2
148	и у	2	2
149	и эта	2	2
150	в данном	4	2
151	сказать что	2	2
152	потому что	9	2
153	точки зрения	4	2
154	приходит к	3	2
155	с того	4	2
156	его в	3	2
157	ответ на	6	2
158	та же	2	2
159	но в	5	2
160	видит в	2	2
161	тоже не	3	2
