N	2gram	Bakhtin_Pr_5	Dialekti
1	и не	27	30
2	может быть	14	20
3	и в	35	19
4	не только	10	19
5	по себе	4	18
6	а не	4	16
7	в себе	5	15
8	то что	10	14
9	и даже	5	14
10	в том	5	14
11	как бы	31	14
12	так как	4	14
13	потому что	8	14
14	вовсе не	7	13
15	но и	14	12
16	то же	15	12
17	не просто	2	12
18	точки зрения	7	12
19	и все	15	12
20	что это	4	10
21	ни в	2	10
22	как и	18	10
23	и как	2	10
24	в нем	16	10
25	так и	8	10
26	том что	3	10
27	это не	3	10
28	сказать что	3	10
29	времени и	2	9
30	никогда не	4	9
31	не может	18	9
32	же и	4	9
33	прежде всего	12	8
34	мы уже	8	8
35	с точки	2	8
36	не в	10	8
37	в этом	14	8
38	в своей	4	8
39	в душе	2	7
40	но это	6	7
41	но что	2	7
42	и к	12	7
43	что в	6	7
44	должно быть	3	7
45	время как	2	7
46	и то	5	7
47	как будто	4	7
48	так что	5	7
49	я не	8	6
50	и та	2	6
51	что он	24	6
52	что не	4	6
53	да и	5	6
54	что они	6	6
55	в то	11	6
56	но не	6	6
57	конечно не	2	6
58	того что	3	6
59	не могу	3	6
60	чтобы не	2	6
61	и вообще	2	6
62	сознания и	4	5
63	с другой	4	5
64	же время	10	5
65	по своему	4	5
66	в самом	6	5
67	что и	3	5
68	и это	5	5
69	как раз	4	5
70	все равно	2	5
71	и что	6	5
72	только что	3	5
73	и его	14	5
74	жизнь и	2	5
75	но как	4	5
76	говорить о	3	5
77	только в	6	5
78	о том	2	5
79	и с	12	5
80	в виду	3	5
81	уже в	3	4
82	в своем	2	4
83	та же	4	4
84	в одном	6	4
85	быть в	2	4
86	одна и	2	4
87	в ее	3	4
88	все же	8	4
89	при этом	2	4
90	одно и	3	4
91	еще не	7	4
92	к нему	13	4
93	за пределы	3	4
94	той или	4	4
95	он не	13	4
96	хотя бы	2	4
97	быть и	2	4
98	без всякого	2	4
99	все это	14	4
100	другой стороны	3	4
101	таким образом	7	4
102	что оно	2	4
103	и вот	4	4
104	самом деле	10	4
105	и по	2	4
106	есть только	2	4
107	а в	7	4
108	в одной	3	4
109	но он	4	4
110	что тут	2	4
111	в другом	12	4
112	по своей	2	4
113	как он	2	4
114	с ним	7	4
115	сам по	2	3
116	не менее	2	3
117	всех этих	2	3
118	все время	4	3
119	в этих	2	3
120	и от	3	3
121	он есть	2	3
122	вопрос о	2	3
123	как мы	8	3
124	но только	3	3
125	уже не	3	3
126	это и	3	3
127	время не	3	3
128	но я	2	3
129	и слова	2	3
130	было бы	3	3
131	себе и	7	3
132	у меня	6	3
133	даже в	5	3
134	и тут	2	3
135	из них	3	3
136	чтобы все	2	3
137	с этим	3	3
138	это как	3	3
139	в той	4	3
140	нуждается в	3	3
141	его с	5	3
142	будто бы	2	3
143	его в	4	3
144	или как	3	3
145	в чем	4	3
146	ничего не	3	3
147	нет ни	2	3
148	много раз	2	3
149	все его	4	3
150	же не	4	3
151	это было	2	3
152	вы не	2	2
153	что же	7	2
154	самого начала	8	2
155	уже и	2	2
156	это уже	2	2
157	понятно что	2	2
158	что у	6	2
159	в конце	5	2
160	я уже	2	2
161	на самом	9	2
162	не знаю	2	2
163	на всю	2	2
164	к тому	6	2
165	что на	2	2
166	с самого	8	2
167	а я	10	2
168	но все	4	2
169	что я	13	2
170	так чтобы	4	2
171	с тем	3	2
172	что с	2	2
173	и прежде	4	2
174	в общем	3	2
175	на его	4	2
176	в сущности	14	2
177	в ней	2	2
178	внутреннего и	2	2
179	всяком случае	4	2
180	и делает	4	2
181	когда я	5	2
182	сам не	3	2
183	оно должно	2	2
184	раз в	2	2
185	себя в	2	2
186	в мире	4	2
187	во всех	3	2
188	на него	5	2
189	я сам	7	2
190	в каждом	6	2
191	и внешнего	2	2
192	тому что	2	2
193	так же	7	2
194	например в	2	2
195	с ее	3	2
196	в голове	2	2
197	как в	5	2
198	так вот	3	2
199	это я	3	2
200	бы и	2	2
201	или в	2	2
202	с ними	5	2
203	их в	2	2
204	между тем	4	2
205	не как	3	2
206	тем что	4	2
207	в виде	7	2
208	во время	5	2
209	мы должны	3	2
210	во всяком	4	2
211	но ведь	2	2
212	все эти	3	2
213	ни на	2	2
214	в которой	2	2
215	но в	19	2
216	я и	2	2
217	мире и	2	2
218	в жизни	2	2
219	вместе с	2	2
220	на этом	2	2
