N	2gram	Bakhtin_Pr_4	Mirosoze
1	и в	46	46
2	у достоевского	16	34
3	в нем	17	22
4	у него	5	22
5	может быть	23	21
6	в этом	16	20
7	никогда не	6	18
8	для него	2	18
9	и не	27	18
10	не только	14	18
11	но и	12	15
12	не может	19	15
13	как и	12	13
14	а не	11	13
15	прежде всего	9	12
16	друг друга	6	12
17	потому что	4	12
18	не было	2	11
19	но он	3	11
20	у нас	2	11
21	и он	6	11
22	но в	6	10
23	он не	4	10
24	в себе	7	10
25	не в	10	9
26	не знает	4	9
27	любовь к	4	8
28	но это	6	8
29	как бы	19	8
30	в своем	3	8
31	для достоевского	2	8
32	так как	5	8
33	отношение к	3	8
34	она не	3	8
35	человека и	3	7
36	в мире	3	7
37	в этой	3	7
38	что он	6	7
39	и к	9	7
40	как в	4	7
41	хотя бы	2	7
42	и для	3	7
43	он сам	2	6
44	вопрос о	2	6
45	так же	3	6
46	жизнь в	3	6
47	и здесь	4	6
48	там и	2	6
49	жизни и	5	6
50	то же	6	5
51	бы и	2	5
52	в отношении	3	5
53	в самом	9	5
54	те же	2	5
55	это не	5	5
56	в конце	3	5
57	и все	9	5
58	в духе	2	5
59	во всем	4	5
60	к тому	2	5
61	то что	4	5
62	в своей	3	5
63	и его	6	5
64	в его	9	5
65	и это	3	5
66	что в	4	4
67	для этого	2	4
68	все что	2	4
69	есть уже	2	4
70	до конца	4	4
71	только и	2	4
72	они не	2	4
73	также и	3	4
74	с его	5	4
75	чем у	3	4
76	в жизни	5	4
77	том что	4	4
78	что и	3	4
79	себя в	3	4
80	так и	4	4
81	уже не	4	4
82	жизнь и	3	4
83	настасья филипповна	4	4
84	же как	2	3
85	себя и	3	3
86	в каждом	6	3
87	на все	2	3
88	ни в	6	3
89	в том	9	3
90	лишь как	2	3
91	с самим	5	3
92	смысле слова	2	3
93	и нет	4	3
94	творчество достоевского	2	3
95	и на	11	3
96	людей и	4	3
97	сказать что	2	3
98	и с	7	3
99	творчестве достоевского	2	3
100	по своей	3	3
101	о том	5	3
102	как он	3	3
103	с ним	2	3
104	если бы	3	3
105	к другому	5	3
106	и во	3	3
107	есть и	2	3
108	до сих	8	3
109	самого достоевского	2	3
110	на почве	2	3
111	сих пор	8	3
112	того как	2	3
113	все равно	2	3
114	той же	3	3
115	тем что	3	3
116	только в	6	3
117	отношении к	2	3
118	в сне	2	3
119	есть в	6	3
120	жизни не	2	2
121	уже в	4	2
122	но на	2	2
123	в этих	4	2
124	настасье филипповне	2	2
125	тут в	3	2
126	или иной	2	2
127	смешного человека	3	2
128	все время	2	2
129	да и	4	2
130	в братьях	2	2
131	так что	2	2
132	и любовь	2	2
133	другого человека	3	2
134	но для	3	2
135	хотя и	6	2
136	же и	4	2
137	к нему	5	2
138	людей в	2	2
139	не к	3	2
140	но она	2	2
141	по отношению	5	2
142	отношения к	2	2
143	и других	4	2
144	достоевского и	2	2
145	лишь в	2	2
146	должно быть	4	2
147	а в	2	2
148	увидим что	2	2
149	к себе	6	2
150	точки зрения	11	2
151	самим собою	3	2
152	но этот	3	2
153	бы в	3	2
154	между тем	2	2
155	на этом	3	2
156	с собой	3	2
157	превращается в	4	2
158	к настасье	2	2
159	по себе	7	2
160	в которые	2	2
161	и что	3	2
162	мы увидим	6	2
163	себе и	3	2
164	в сущности	7	2
165	во всех	5	2
166	он уже	2	2
167	к ней	2	2
168	отношению к	5	2
169	вместе с	2	2
170	то перед	4	2
171	к самому	2	2
172	что же	3	2
173	в центре	3	2
174	бы не	2	2
175	в атмосфере	2	2
176	еще более	3	2
177	но с	2	2
178	к своему	3	2
179	можно было	2	2
180	от этого	2	2
181	сам по	3	2
182	правда в	3	2
183	сознания и	2	2
184	достоевского в	8	2
185	которые в	2	2
186	братьях карамазовых	2	2
187	и этим	3	2
188	ничего не	2	2
