N	2gram	Vygotskiy__3	FransuaR
1	и в	38	41
2	то есть	15	20
3	таким образом	12	19
4	в этом	13	15
5	и все	10	14
6	как и	8	14
7	в этой	13	13
8	то же	10	13
9	все эти	4	13
10	мы уже	7	12
11	в его	5	12
12	в том	25	11
13	как мы	7	11
14	в себе	4	11
15	все это	3	10
16	в то	3	10
17	в качестве	2	9
18	и его	6	9
19	не в	12	9
20	но и	5	9
21	в своем	5	9
22	что в	20	9
23	в конце	2	8
24	по существу	2	8
25	то что	35	8
26	но в	3	8
27	в них	3	7
28	вовсе не	8	7
29	как бы	14	7
30	в нем	4	7
31	и не	10	7
32	он хочет	2	6
33	у него	4	6
34	все они	2	6
35	ни в	3	6
36	мы видим	12	6
37	есть в	2	6
38	для него	2	6
39	только в	4	6
40	о том	6	6
41	к этому	3	5
42	не только	12	5
43	и к	3	5
44	на этом	5	5
45	в ней	15	5
46	вместе с	5	5
47	что и	4	5
48	мы видели	6	5
49	как в	4	5
50	того как	3	5
51	а в	7	5
52	и для	4	5
53	так же	2	5
54	точки зрения	16	5
55	и это	8	5
56	потому что	14	5
57	в плане	3	5
58	место в	3	4
59	что это	10	4
60	из одного	3	4
61	но он	2	4
62	и здесь	6	4
63	том что	14	4
64	одна из	4	4
65	слов и	2	4
66	было бы	12	4
67	в сущности	10	4
68	может быть	19	4
69	он не	6	4
70	в виду	4	4
71	уже говорили	3	4
72	целый ряд	2	4
73	и наконец	2	4
74	и на	6	4
75	та же	3	4
76	ничего не	2	4
77	я не	5	3
78	и другие	2	3
79	что у	7	3
80	того же	3	3
81	в одном	8	3
82	он может	2	3
83	его к	2	3
84	очень часто	2	3
85	он был	3	3
86	в нее	2	3
87	но это	3	3
88	такой же	2	3
89	свою очередь	2	3
90	совсем не	3	3
91	в своей	5	3
92	в свою	4	3
93	при этом	4	3
94	из них	6	3
95	несмотря на	5	3
96	например в	2	3
97	все то	7	3
98	что он	11	3
99	с ее	2	3
100	во всех	4	3
101	не может	7	3
102	мы найдем	2	3
103	в той	5	3
104	с точки	9	3
105	не имеет	6	3
106	и по	2	3
107	той же	2	3
108	тем что	3	3
109	его в	3	3
110	так сказать	5	3
111	так как	6	3
112	перед нами	8	2
113	что все	3	2
114	все время	30	2
115	где она	3	2
116	никогда не	4	2
117	в этих	2	2
118	и во	2	2
119	в одной	2	2
120	с этим	8	2
121	на самом	2	2
122	том и	2	2
123	и ее	2	2
124	о котором	5	2
125	одновременно и	3	2
126	к тому	6	2
127	и как	8	2
128	из всех	3	2
129	всего этого	2	2
130	по своему	4	2
131	до конца	2	2
132	одно и	3	2
133	тот же	3	2
134	того что	4	2
135	и может	2	2
136	со всеми	2	2
137	мы в	2	2
138	одного из	2	2
139	на всю	2	2
140	все те	2	2
141	дело не	2	2
142	должен быть	3	2
143	же в	2	2
144	благодаря этому	2	2
145	не знаем	2	2
146	места в	2	2
147	в первой	2	2
148	время в	5	2
149	образом и	2	2
150	и всегда	2	2
151	весь этот	3	2
152	в течение	4	2
153	не просто	2	2
154	и вот	2	2
155	не мог	4	2
156	для всех	2	2
157	а не	7	2
158	с самого	6	2
159	говорит что	8	2
160	из которых	4	2
161	уже не	2	2
162	мы не	5	2
163	у них	2	2
164	или в	5	2
165	и заставляет	3	2
166	в данном	2	2
167	и то	8	2
168	их в	2	2
169	во всяком	2	2
170	к самому	2	2
171	в которых	6	2
172	далеко не	3	2
173	бы в	3	2
174	в которой	5	2
175	с ним	2	2
176	объединяет в	2	2
177	том как	2	2
