N	2gram	Voloshinov_1	Istorich
1	и в	13	26
2	так же	2	18
3	то что	6	16
4	не только	6	15
5	что в	3	14
6	может быть	8	14
7	но и	3	12
8	и пр	7	11
9	так и	3	10
10	таким образом	6	10
11	и его	12	10
12	все же	5	9
13	и не	8	9
14	так как	3	9
15	то же	4	8
16	а в	2	8
17	превращается в	3	7
18	как и	3	7
19	как в	2	7
20	в этом	2	7
21	мы видим	2	6
22	что они	2	6
23	не может	8	6
24	а не	2	6
25	и то	3	6
26	мы можем	4	6
27	могут быть	2	6
28	в одном	3	5
29	в его	7	5
30	мы уже	2	5
31	и др	2	5
32	не в	3	5
33	с ними	2	5
34	тем что	2	5
35	в другом	2	5
36	мы должны	6	5
37	но в	4	5
38	с другой	2	4
39	вовсе не	2	4
40	в тех	2	4
41	в своей	4	4
42	в этот	2	4
43	другой стороны	2	4
44	его на	2	4
45	в том	2	3
46	том что	2	3
47	и при	2	3
48	во всем	2	3
49	при этом	2	3
50	связанные с	2	3
51	не что	2	3
52	от своего	2	3
53	как бы	6	3
54	все эти	2	3
55	а также	2	3
56	но мы	4	3
57	данном случае	2	3
58	не на	2	3
59	те же	2	3
60	не мог	2	3
61	не имеет	2	3
62	в данном	2	3
63	что иное	2	3
64	только в	6	3
65	что эта	2	3
66	там где	2	3
67	иное как	2	3
68	связана с	3	2
69	уже в	2	2
70	связанных с	2	2
71	не менее	2	2
72	никогда не	3	2
73	с этим	3	2
74	этот материал	2	2
75	и все	3	2
76	а как	2	2
77	и тем	2	2
78	с помощью	2	2
79	мы считаем	2	2
80	поставить вопрос	3	2
81	было бы	4	2
82	если бы	2	2
83	но для	3	2
84	хотя бы	5	2
85	в нем	2	2
86	в целом	2	2
87	и их	7	2
88	все это	4	2
89	в языке	2	2
90	в связи	2	2
91	их функций	2	2
92	здесь мы	3	2
93	лишь в	4	2
94	с этой	2	2
95	в себе	3	2
96	в области	2	2
