N	2gram	Losev_Prob_2	SlovoVZh
1	не может	13	16
2	точки зрения	2	14
3	может быть	18	14
4	как бы	4	13
5	таким образом	4	12
6	и в	35	12
7	в нашем	3	11
8	и не	37	10
9	если бы	4	9
10	так как	7	9
11	прежде всего	11	8
12	для нас	9	7
13	сказать что	24	7
14	при этом	3	6
15	в том	12	6
16	только в	14	6
17	слова и	4	6
18	в ней	2	6
19	к предмету	3	5
20	и др	2	5
21	то что	38	5
22	а не	10	5
23	можно сказать	6	5
24	то же	5	5
25	хотя бы	12	5
26	как и	5	5
27	том что	19	5
28	отнюдь не	5	5
29	что мы	14	5
30	и следовательно	4	5
31	но в	6	5
32	мы ни	2	5
33	в виду	8	5
34	и к	3	4
35	все же	8	4
36	так и	7	4
37	с другой	6	4
38	на самом	4	4
39	уже не	8	4
40	что не	5	4
41	зависимости от	2	4
42	не в	2	4
43	в этом	17	4
44	мы все	3	4
45	и на	5	4
46	его в	3	4
47	в самом	5	4
48	к нему	2	4
49	и является	3	4
50	не только	24	4
51	в них	2	3
52	и более	5	3
53	бы то	2	3
54	не менее	13	3
55	быть и	2	3
56	бы мы	2	3
57	сих пор	4	3
58	все это	4	3
59	то ни	3	3
60	и по	3	3
61	и вообще	16	3
62	все эти	7	3
63	ясно что	8	3
64	в такой	2	3
65	по себе	8	3
66	слово в	2	3
67	но и	16	3
68	того что	12	3
69	и наконец	3	3
70	или не	2	3
71	тем не	12	3
72	ни в	6	3
73	да и	10	3
74	так же	5	3
75	самом деле	4	3
76	мы не	7	3
77	ведь и	2	3
78	и с	10	3
79	о том	18	3
80	в каком	4	3
81	и ее	2	3
82	в себе	5	3
83	до сих	4	3
84	еще не	10	3
85	только на	9	3
86	и для	6	3
87	конечно не	2	3
88	из этого	2	3
89	здесь не	2	3
90	как только	3	2
91	и значение	4	2
92	перестает быть	3	2
93	уже в	3	2
94	но мы	3	2
95	что и	2	2
96	в настоящее	16	2
97	независимо от	2	2
98	но все	2	2
99	что в	11	2
100	данном случае	5	2
101	вместе с	2	2
102	значения и	11	2
103	общего с	2	2
104	в зависимости	2	2
105	в этих	4	2
106	на него	2	2
107	между собой	5	2
108	в своем	4	2
109	в отношении	4	2
110	допустим что	2	2
111	нет ничего	2	2
112	другой стороны	5	2
113	что слово	3	2
114	вещи и	2	2
115	и все	5	2
116	бы не	3	2
117	тогда когда	3	2
118	содержания и	5	2
119	с одной	5	2
120	и что	13	2
121	едва ли	9	2
122	не есть	33	2
123	не так	2	2
124	но зато	2	2
125	и вполне	4	2
126	и здесь	4	2
127	как же	4	2
128	же самое	6	2
129	как на	2	2
130	стороны и	4	2
131	и притом	3	2
132	с другими	5	2
133	но это	6	2
134	в данном	10	2
135	в корне	2	2
136	и то	10	2
137	мы можем	6	2
138	ясность и	2	2
139	но не	4	2
140	быть только	3	2
141	нашего сознания	2	2
142	имеем в	2	2
143	кроме того	5	2
144	она не	3	2
145	в то	6	2
146	одной стороны	5	2
147	настоящее время	16	2
148	на это	2	2
149	мы в	3	2
150	если же	3	2
151	эта последняя	2	2
152	которые мы	3	2
153	оно не	3	2
154	является для	2	2
155	ничего не	10	2
156	совпадает с	2	2
157	он не	2	2
158	в условиях	2	2
159	в его	7	2
160	относится к	6	2
