N	2gram	Tiupa_Vved_1	Istorich
1	и в	13	26
2	мы имеем	5	14
3	никогда не	4	13
4	потому что	5	13
5	что в	3	12
6	таким образом	4	12
7	в том	10	12
8	и на	3	12
9	в этом	21	12
10	мы видели	2	11
11	может быть	18	11
12	с другой	5	10
13	том что	7	10
14	и не	12	10
15	не только	20	10
16	еще не	7	9
17	но и	19	9
18	в нем	5	8
19	все же	6	8
20	другой стороны	2	8
21	с ним	3	8
22	уже не	5	7
23	с одной	5	7
24	мы можем	2	7
25	одной стороны	5	7
26	например в	2	7
27	и его	5	7
28	о том	5	7
29	но в	6	7
30	с появлением	2	6
31	то что	6	6
32	как в	4	6
33	так в	4	6
34	не может	7	6
35	и с	2	6
36	как он	2	6
37	мы не	4	6
38	как и	11	5
39	в ней	4	5
40	в его	4	5
41	так и	8	5
42	то же	5	5
43	тем что	2	5
44	в то	4	5
45	только в	6	5
46	это не	6	4
47	из этих	3	4
48	прежде всего	7	4
49	не всегда	2	4
50	зависит от	2	4
51	но это	3	4
52	все что	3	4
53	связано с	3	4
54	не имели	2	4
55	как бы	4	4
56	и тем	2	4
57	что и	2	4
58	как мы	3	4
59	и по	3	4
60	а также	8	4
61	ее не	2	3
62	если бы	7	3
63	в частности	13	3
64	могут быть	4	3
65	в них	2	3
66	и от	2	3
67	должна быть	2	3
68	к этому	2	3
69	не в	6	3
70	в качестве	8	3
71	оттого что	2	3
72	том как	3	3
73	наряду с	2	3
74	еще в	2	3
75	его с	2	3
76	один из	3	3
77	в своей	5	3
78	данном случае	6	3
79	со стороны	5	3
80	а в	6	3
81	при этом	26	3
82	и наконец	2	3
83	в своих	2	3
84	в данном	13	3
85	их в	2	3
86	в себе	5	3
87	не было	2	3
88	как будто	4	3
89	далеко не	4	3
90	перед нами	6	2
91	о чем	2	2
92	однако в	4	2
93	в этих	3	2
94	в своем	5	2
95	в одной	2	2
96	можно сказать	4	2
97	к тому	6	2
98	сводится к	4	2
99	для нас	2	2
100	по отношению	7	2
101	одна из	4	2
102	но не	5	2
103	что мы	2	2
104	когда в	2	2
105	было бы	4	2
106	не могло	2	2
107	отношению к	7	2
108	не имеет	2	2
109	жизни и	7	2
110	своего рода	10	2
111	на него	2	2
112	что же	3	2
113	целый ряд	2	2
114	то и	2	2
115	тогда как	10	2
116	что смерть	2	2
117	он не	3	2
118	а с	2	2
119	должны были	2	2
120	тем самым	5	2
121	а не	15	2
122	того что	6	2
123	можно было	2	2
124	быть только	2	2
125	что касается	5	2
126	он и	2	2
127	представляет собой	15	2
128	о котором	2	2
129	здесь не	2	2
130	то он	2	2
131	мира и	2	2
132	не вполне	3	2
133	но при	5	2
