N	3gram	Potebnia_M_1	Myshleni
1	в том что	13	31
2	с точки зрения	3	11
3	с одной стороны	3	9
4	в этом смысле	4	8
5	с другой стороны	5	8
6	и того же	2	5
7	одного и того	2	5
8	не только не	2	5
9	для того чтобы	2	5
10	и той же	3	4
11	таким образом что	2	4
12	одной и той	3	4
13	тех и других	2	3
14	с тем что	3	3
15	в том смысле	4	2
16	в свою очередь	4	2
17	так как в	2	2
18	не могут быть	2	2
19	только в том	6	2
20	более и более	2	2
21	все более и	2	2
22	подобно тому как	3	2
23	и что в	3	2
24	но и в	4	2
