N	2gram	Propp_Isto_1	Morfolog
1	может быть	25	52
2	и т	25	49
3	т д	22	47
4	и пр	4	40
5	волшебного средства	2	21
6	таким образом	8	20
7	в сказке	44	19
8	представляет собой	4	17
9	не может	15	17
10	т е	10	16
11	в этих	7	16
12	могут быть	4	15
13	с этим	4	14
14	этих случаях	2	14
15	и в	28	13
16	в этом	8	13
17	и др	7	12
18	так как	6	12
19	перед нами	3	11
20	мы видим	11	11
21	волшебное средство	3	11
22	связи с	4	11
23	видим что	9	10
24	представляют собой	6	10
25	прежде всего	10	9
26	не всегда	8	9
27	так и	9	9
28	в связи	4	9
29	из дома	6	9
30	то же	12	9
31	и не	9	9
32	а не	15	9
33	мы имеем	13	9
34	ход действия	3	8
35	с другой	6	8
36	а затем	2	8
37	по существу	5	8
38	что и	6	8
39	при помощи	2	8
40	вопрос о	5	7
41	в тех	2	7
42	и этим	2	7
43	в качестве	5	7
44	в лес	8	7
45	нет необходимости	2	7
46	но если	2	7
47	все же	10	7
48	в иное	4	6
49	это не	7	6
50	не могут	2	6
51	и здесь	7	6
52	в том	9	6
53	но не	5	6
54	составные части	2	6
55	в форме	3	6
56	а в	7	6
57	во время	3	6
58	иное царство	6	6
59	не менее	6	5
60	здесь можно	2	5
61	если мы	3	5
62	и другие	4	5
63	в образе	3	5
64	это явление	2	5
65	этот момент	2	5
66	мы увидим	10	5
67	наряду с	3	5
68	вслед за	6	5
69	во всех	2	5
70	как бы	2	5
71	не все	4	5
72	один из	4	5
73	то что	9	5
74	образом мы	2	5
75	или в	5	5
76	потому что	4	5
77	мы не	10	5
78	что в	12	4
79	и как	2	4
80	на котором	3	4
81	раньше чем	4	4
82	вовсе не	2	4
83	героя в	5	4
84	очень часто	3	4
85	об этом	4	4
86	увидим ниже	2	4
87	тем не	6	4
88	отношению к	3	4
89	было бы	7	4
90	не только	12	4
91	героя попадает	2	4
92	то это	3	4
93	в некоторых	2	4
94	как в	2	4
95	волшебных сказок	3	4
96	как мы	3	4
97	другой стороны	5	4
98	так же	7	4
99	по отношению	3	4
100	как и	4	4
101	там где	4	4
102	сказки с	6	4
103	то мы	4	4
104	тем что	3	4
105	в точности	2	4
106	видно что	6	4
107	на этом	3	4
108	также и	3	4
109	его в	6	4
110	оно может	2	4
111	ничего не	2	4
112	если бы	8	3
113	между собой	4	3
114	в начале	3	3
115	в какой	3	3
116	он должен	2	3
117	пока же	2	3
118	изучения сказки	5	3
119	том что	7	3
120	но все	4	3
121	должен знать	2	3
122	но это	4	3
123	что они	5	3
124	очень многих	2	3
125	здесь же	2	3
126	в целом	2	3
127	в пределах	4	3
128	руки героя	2	3
129	момент когда	2	3
130	он не	2	3
131	трудные задачи	2	3
132	сказки не	4	3
133	но и	10	3
134	на него	4	3
135	из которых	3	3
136	такие случаи	2	3
137	к чему	3	3
138	и по	3	3
139	и для	4	3
140	то здесь	2	3
141	а по	2	3
142	можно назвать	2	3
143	из них	3	3
144	в руки	3	3
145	большей частью	2	3
146	в то	3	3
147	мы должны	13	3
148	с того	3	3
149	начинается с	3	3
150	но в	8	3
151	сказка знает	2	2
152	ни к	2	2
153	элементы сказки	3	2
154	отправку героя	2	2
155	лес и	2	2
156	вопрос в	2	2
157	с тем	4	2
158	в лесу	8	2
159	в виде	2	2
160	в частности	2	2
161	однако в	2	2
162	его и	2	2
163	хотя бы	4	2
164	точно так	3	2
165	к этому	2	2
166	дает сказка	2	2
167	волшебная сказка	4	2
168	как уже	2	2
169	таких случаях	2	2
170	другой вопрос	2	2
171	что он	10	2
172	утверждать что	3	2
173	так например	6	2
174	на первый	2	2
175	по отдельным	3	2
176	волшебной сказки	10	2
177	не с	3	2
178	вывод что	2	2
179	поставить вопрос	2	2
180	только в	11	2
181	как таковая	2	2
182	в большинстве	4	2
183	то время	3	2
184	для него	2	2
185	одной стороны	4	2
186	первый взгляд	2	2
187	означает что	4	2
188	одной из	2	2
189	никто не	2	2
190	или на	3	2
191	д если	2	2
192	лесной избушки	2	2
193	с героем	2	2
194	что сказка	10	2
195	отсюда вывод	2	2
196	в таких	2	2
197	чем это	4	2
198	ни одной	2	2
199	эти формы	3	2
200	героя из	2	2
201	не существует	2	2
202	себя в	2	2
203	или менее	5	2
204	и тогда	3	2
205	и только	2	2
206	а с	2	2
207	с одной	4	2
208	все эти	4	2
209	не означает	2	2
210	герой или	3	2
211	и что	10	2
212	того что	4	2
213	что такое	2	2
214	уже не	3	2
215	так если	2	2
216	царских детей	8	2
217	право на	2	2
218	и его	3	2
219	в сад	3	2
220	можно было	5	2
221	царя и	2	2
222	этот вопрос	7	2
223	в другом	3	2
224	не знает	5	2
225	что мы	7	2
226	о том	9	2
227	должны будем	4	2
228	ясно что	2	2
229	из дому	5	2
230	здесь не	4	2
231	большинстве случаев	4	2
232	одна из	2	2
233	сказать что	5	2
234	как это	3	2
235	более или	5	2
236	д все	3	2
237	время как	3	2
238	это было	2	2
