N	2gram	Potebnia_M_4	FransuaR
1	и в	23	40
2	то есть	34	18
3	и его	2	17
4	в этом	23	15
5	мы уже	3	13
6	не только	10	13
7	и не	18	13
8	в его	5	13
9	что в	17	12
10	вовсе не	7	12
11	как и	14	11
12	но и	11	11
13	таким образом	24	10
14	как мы	2	10
15	в них	3	9
16	и все	4	9
17	в сущности	2	9
18	может быть	26	9
19	он не	2	9
20	во время	2	8
21	отношение к	2	8
22	в том	23	8
23	и до	3	8
24	все эти	3	8
25	и с	4	8
26	той же	3	8
27	и на	3	8
28	но в	8	8
29	в своем	8	7
30	в одном	4	7
31	этот образ	2	7
32	и др	2	7
33	в ту	2	7
34	то же	14	7
35	в виду	3	7
36	в этих	3	6
37	же время	3	6
38	в самом	3	6
39	и других	3	6
40	в той	4	6
41	связи с	3	6
42	в то	4	6
43	мы видим	2	5
44	в нем	7	5
45	то что	29	5
46	не было	12	5
47	те же	3	5
48	а не	12	5
49	и для	2	5
50	в своих	2	5
51	так сказать	5	5
52	для него	5	5
53	в нашем	2	4
54	у нас	2	4
55	том что	12	4
56	до сих	4	4
57	было бы	8	4
58	в ней	2	4
59	и потому	10	4
60	даже в	2	4
61	один из	2	4
62	в мире	2	4
63	сих пор	4	4
64	все это	5	4
65	так в	3	4
66	еще более	2	4
67	только на	4	4
68	о том	8	4
69	и о	4	4
70	в данном	4	4
71	того чтобы	4	4
72	и даже	2	4
73	и здесь	2	4
74	в истории	4	4
75	видно что	4	4
76	так как	14	4
77	в области	2	4
78	только для	2	3
79	если бы	13	3
80	для понимания	2	3
81	и к	6	3
82	об этом	2	3
83	в ее	2	3
84	но это	3	3
85	кроме того	3	3
86	еще не	3	3
87	и есть	3	3
88	и следовательно	3	3
89	как бы	5	3
90	в таких	2	3
91	что и	7	3
92	и мысли	2	3
93	другими словами	8	3
94	вместе с	6	3
95	дело не	2	3
96	так и	6	3
97	как в	7	3
98	и прежде	2	3
99	по отношению	10	3
100	не может	11	3
101	а в	5	3
102	на самом	3	3
103	там где	3	3
104	самом деле	3	3
105	слово в	4	3
106	для того	6	3
107	ко всем	3	3
108	между ними	4	3
109	и как	2	3
110	не так	2	3
111	можно было	2	3
112	связь между	3	3
113	сказать что	8	3
114	в более	2	3
115	между тем	9	3
116	тем что	10	3
117	при этом	15	3
118	в себе	14	3
119	только в	15	3
120	их в	3	3
121	в других	2	3
122	слова в	3	2
123	не менее	5	2
124	есть и	2	2
125	уже в	5	2
126	ее не	3	2
127	до того	3	2
128	связь и	2	2
129	в состоянии	2	2
130	хотя бы	4	2
131	в течение	2	2
132	с другой	2	2
133	это не	7	2
134	и так	3	2
135	из этих	2	2
136	с нею	3	2
137	образом в	5	2
138	что он	4	2
139	можно сказать	4	2
140	влияние на	2	2
141	это есть	3	2
142	не были	2	2
143	переход от	3	2
144	все что	2	2
145	конечно не	2	2
146	и если	3	2
147	например в	3	2
148	на его	3	2
149	значительной степени	2	2
150	к нему	5	2
151	из этого	2	2
152	значение этого	2	2
153	том же	2	2
154	думать что	4	2
155	в котором	4	2
156	слова и	5	2
157	отношению к	8	2
158	данном случае	2	2
159	в языке	16	2
160	в разных	3	2
161	именно в	3	2
162	хотя в	2	2
163	и они	2	2
164	здесь мы	2	2
165	лишь в	3	2
166	должны быть	3	2
167	и у	2	2
168	нас в	2	2
169	потому что	33	2
170	с этим	7	2
171	даже и	3	2
172	точки зрения	4	2
173	его к	2	2
174	этого слова	7	2
175	и это	2	2
176	одном из	2	2
177	в которой	6	2
178	мы не	8	2
179	и сама	2	2
180	имеет в	2	2
