N	2gram	Losev_Prob_1	Problemy
1	и в	32	35
2	из подполья	2	35
3	как бы	14	31
4	и не	31	27
5	что он	7	24
6	в его	6	21
7	но в	14	19
8	не может	8	18
9	как и	3	18
10	в нем	13	16
11	то есть	33	16
12	то же	10	15
13	и все	7	15
14	но и	9	14
15	для него	2	14
16	может быть	14	14
17	все это	7	14
18	в сущности	2	14
19	и его	3	14
20	в этом	19	14
21	к нему	3	13
22	он не	3	13
23	прежде всего	10	12
24	и с	2	12
25	в то	6	11
26	не в	4	10
27	самом деле	6	10
28	не только	17	10
29	то что	42	10
30	в отношении	3	9
31	на самом	6	9
32	так и	12	8
33	потому что	16	8
34	мы уже	5	8
35	как мы	7	8
36	и для	4	8
37	слово о	2	7
38	так же	9	7
39	а в	4	7
40	точки зрения	3	7
41	с ним	3	7
42	с его	2	7
43	вовсе не	35	7
44	еще не	9	7
45	для себя	3	7
46	что же	9	7
47	в виде	15	7
48	таким образом	6	7
49	он сам	2	6
50	что в	12	6
51	к тому	3	6
52	но это	8	6
53	что они	3	6
54	и что	9	6
55	в самом	6	6
56	и на	8	6
57	но не	9	6
58	только в	7	6
59	в конце	6	5
60	в том	9	5
61	да и	3	5
62	так что	6	5
63	я вам	2	5
64	и даже	11	5
65	он и	8	5
66	как в	4	5
67	и то	6	5
68	в себе	15	5
69	и это	9	5
70	все время	2	4
71	никогда не	7	4
72	друг другу	2	4
73	с другой	3	4
74	или иной	5	4
75	но все	3	4
76	на его	2	4
77	не о	2	4
78	же и	3	4
79	всяком случае	3	4
80	между тем	2	4
81	и так	2	4
82	но он	3	4
83	в эту	2	4
84	той или	5	4
85	но как	6	4
86	его в	6	4
87	так как	11	4
88	сознания и	2	4
89	как раз	13	4
90	в них	7	4
91	по себе	15	4
92	по своему	9	4
93	и делает	3	4
94	нет и	2	4
95	в своей	8	4
96	только на	4	4
97	а не	15	4
98	что не	3	4
99	во всяком	7	4
100	говорили что	2	4
101	тем что	7	4
102	он в	2	4
103	как будто	3	4
104	что это	3	4
105	в чем	3	4
106	уже в	3	3
107	совсем не	4	3
108	в него	2	3
109	в виду	6	3
110	которого он	2	3
111	из них	3	3
112	другой стороны	3	3
113	все эти	8	3
114	но только	2	3
115	того что	7	3
116	должно быть	2	3
117	это не	6	3
118	сказать что	13	3
119	и во	3	3
120	даже и	8	3
121	говорить о	6	3
122	мы должны	5	3
123	или как	3	3
124	в котором	5	3
125	с тем	5	3
126	не как	2	3
127	с этим	3	3
128	раз и	9	3
129	этом смысле	6	3
130	в ее	3	3
131	как его	2	3
132	том что	12	3
133	знал что	3	3
134	было бы	8	3
135	со всеми	2	3
136	за пределы	6	3
137	во всех	7	3
138	конце концов	4	3
139	только что	2	3
140	как символ	6	3
141	уже не	3	3
142	ничего не	10	3
143	не менее	19	2
144	что вы	3	2
145	в этих	3	2
146	тому что	4	2
147	для этого	3	2
148	вообще не	2	2
149	не знал	5	2
150	что все	3	2
151	уже с	2	2
152	ни в	7	2
153	без всякого	2	2
154	что его	3	2
155	в дальнейшем	4	2
156	но что	2	2
157	при этом	6	2
158	например в	2	2
159	хотя и	6	2
160	в своем	5	2
161	что оно	3	2
162	не просто	23	2
163	есть только	8	2
164	особенно в	2	2
165	тому как	2	2
166	но для	3	2
167	в которых	3	2
168	их в	4	2
169	что тут	4	2
170	ни на	4	2
171	но ведь	3	2
172	о том	11	2
173	как он	4	2
174	в первом	2	2
175	и ни	4	2
176	с которыми	4	2
177	я и	2	2
178	от другого	2	2
179	еще очень	2	2
180	всех этих	7	2
181	уже и	3	2
182	виду и	2	2
183	однако в	2	2
184	он есть	4	2
185	в жизни	3	2
186	с собой	2	2
187	конечно в	2	2
188	не хочет	3	2
189	и того	2	2
190	то в	5	2
191	здесь в	3	2
192	но именно	3	2
193	мы увидим	3	2
194	мы говорили	4	2
195	о нем	3	2
196	но уже	5	2
197	вместе с	2	2
198	быть и	3	2
199	говорит о	3	2
200	все равно	5	2
201	на этот	3	2
202	и как	6	2
203	хотя бы	3	2
204	с точки	3	2
205	себе но	3	2
206	в которой	2	2
207	или в	4	2
208	можно было	3	2
209	с другими	2	2
210	пока еще	3	2
211	мы можем	4	2
212	сам по	7	2
213	подобно тому	2	2
214	и вообще	4	2
215	этот раз	2	2
216	это было	2	2
