N	2gram	Tiupa_Anal_1	Problema
1	и в	18	30
2	в своей	6	22
3	то есть	11	21
4	то что	6	18
5	не только	15	18
6	том что	12	17
7	в этом	13	17
8	но и	17	13
9	таким образом	3	13
10	потому что	2	13
11	в том	27	12
12	в его	13	12
13	и не	21	12
14	а именно	3	12
15	также и	2	12
16	о том	5	12
17	точки зрения	6	10
18	в этой	5	10
19	все же	4	9
20	который в	2	9
21	но в	8	9
22	только в	6	9
23	и все	3	9
24	вовсе не	2	8
25	художественного творчества	2	8
26	с точки	4	8
27	никогда не	2	7
28	что он	3	7
29	как и	13	7
30	но не	10	7
31	может быть	29	7
32	вместе с	4	7
33	так и	4	7
34	не в	14	7
35	здесь не	2	7
36	с другой	4	6
37	прежде всего	6	6
38	можно сказать	2	6
39	уже не	4	6
40	и как	5	6
41	несмотря на	2	6
42	как бы	5	6
43	в нем	3	6
44	что и	3	6
45	другой стороны	2	6
46	а в	9	6
47	и его	5	6
48	и на	5	6
49	при помощи	2	6
50	так как	2	6
51	что в	5	5
52	в которой	2	5
53	будто бы	3	5
54	в силу	3	5
55	художественное творчество	2	5
56	в самом	6	5
57	и о	2	5
58	еще в	2	5
59	для себя	2	5
60	не может	22	5
61	не просто	2	5
62	а не	17	5
63	и то	2	5
64	и с	2	5
65	в частности	19	4
66	отнюдь не	15	4
67	тогда когда	2	4
68	ни в	4	4
69	при этом	12	4
70	того же	4	4
71	было бы	2	4
72	и сам	2	4
73	в качестве	31	4
74	разного рода	3	4
75	а с	3	4
76	и к	3	4
77	в себе	11	4
78	в то	9	4
79	далеко не	6	4
80	едва ли	2	4
81	в противоположность	2	3
82	именно в	4	3
83	однако в	3	3
84	не всегда	4	3
85	не что	4	3
86	что иное	5	3
87	в начале	2	3
88	как будто	3	3
89	еще не	3	3
90	одной стороны	3	3
91	для того	4	3
92	и самого	2	3
93	он не	3	3
94	а также	3	3
95	иное как	5	3
96	бы не	2	3
97	с одной	3	3
98	того что	4	3
99	к нему	3	3
100	в другом	4	3
101	с ним	4	3
102	мира в	2	3
103	только для	2	2
104	по мысли	3	2
105	не могут	3	2
106	и более	4	2
107	том числе	3	2
108	в какой	2	2
109	хотя бы	3	2
110	это не	6	2
111	не все	2	2
112	один из	2	2
113	была бы	2	2
114	представляет собою	2	2
115	или иных	2	2
116	по себе	4	2
117	что именно	2	2
118	к тому	7	2
119	то же	9	2
120	как мы	2	2
121	рода и	2	2
122	не будет	3	2
123	в данном	2	2
124	что не	3	2
125	мы имеем	6	2
126	на его	2	2
127	такого рода	5	2
128	в роли	2	2
129	и является	2	2
130	в котором	3	2
131	отношению к	5	2
132	бы то	3	2
133	ли он	2	2
134	не к	2	2
135	из них	2	2
136	и до	2	2
137	данном случае	2	2
138	и тогда	2	2
139	отношение к	2	2
140	по отношению	6	2
141	то ни	3	2
142	все эти	2	2
143	тех или	2	2
144	самом деле	2	2
145	того чтобы	3	2
146	свидетельствует о	2	2
147	в таком	3	2
148	между тем	5	2
149	мере в	3	2
150	и просто	2	2
151	является по	2	2
152	по своей	6	2
153	в области	4	2
154	таком случае	3	2
