N	2gram	Medvedev_V_1	Istorich
1	и т	23	27
2	и в	26	26
3	т д	14	24
4	т е	18	18
5	так же	3	18
6	то что	6	16
7	не только	25	15
8	что в	10	14
9	может быть	22	14
10	же как	2	13
11	но и	10	12
12	что он	4	10
13	так и	5	10
14	таким образом	31	10
15	и его	6	10
16	при помощи	3	10
17	что и	3	9
18	все же	5	9
19	и не	19	9
20	его в	3	9
21	мы знаем	3	8
22	то же	10	8
23	а в	3	8
24	во время	3	7
25	об этом	9	7
26	как и	7	7
27	в качестве	11	7
28	он не	2	7
29	знаем что	2	7
30	их в	6	7
31	в этом	26	7
32	мы имеем	3	7
33	что они	3	6
34	еще не	2	6
35	мы видели	3	6
36	когда он	3	6
37	вместе с	7	6
38	не может	17	6
39	а не	7	6
40	могут быть	5	6
41	как он	2	6
42	у него	6	5
43	и как	3	5
44	это не	7	5
45	в одном	4	5
46	к этому	9	5
47	это и	6	5
48	в силу	11	5
49	но не	2	5
50	в его	14	5
51	и у	2	5
52	и др	9	5
53	то это	2	5
54	из которых	2	5
55	и по	3	5
56	не в	6	5
57	с ними	4	5
58	в другом	2	5
59	но в	2	5
60	с другой	11	4
61	вовсе не	3	4
62	в своей	4	4
63	даже в	5	4
64	другой стороны	8	4
65	три года	2	4
66	и даже	2	4
67	в которых	3	4
68	о том	10	4
69	только что	4	3
70	на вопрос	2	3
71	перед нами	4	3
72	что ни	2	3
73	видели что	3	3
74	что у	2	3
75	из этих	7	3
76	в образе	2	3
77	же в	6	3
78	в том	15	3
79	а затем	2	3
80	по существу	3	3
81	том что	8	3
82	и при	5	3
83	она не	3	3
84	например в	3	3
85	относится к	2	3
86	как бы	5	3
87	все эти	6	3
88	и он	2	3
89	что она	2	3
90	как это	12	3
91	между ними	3	3
92	или в	3	3
93	связи с	4	3
94	что мы	2	3
95	только в	7	3
96	е в	2	3
97	о чем	2	3
98	связана с	2	2
99	можно указать	2	2
100	не могут	7	2
101	с тем	3	2
102	не менее	2	2
103	и есть	5	2
104	никогда не	4	2
105	он может	2	2
106	в своем	8	2
107	он же	5	2
108	формы и	2	2
109	с этим	3	2
110	главным образом	7	2
111	а как	2	2
112	по себе	2	2
113	это мы	3	2
114	его от	2	2
115	говорит о	7	2
116	это видно	2	2
117	одна из	4	2
118	от них	2	2
119	было бы	7	2
120	том как	3	2
121	если бы	3	2
122	между прочим	2	2
123	у нас	2	2
124	в частности	11	2
125	видеть в	2	2
126	он говорит	5	2
127	но для	2	2
128	хотя и	2	2
129	хотя бы	19	2
130	в нем	6	2
131	в целом	4	2
132	из них	9	2
133	вот как	4	2
134	не по	2	2
135	от того	2	2
136	в форме	3	2
137	и их	3	2
138	все это	10	2
139	в связи	3	2
140	этот вопрос	3	2
141	лишь в	2	2
142	того что	3	2
143	только с	2	2
144	показывает как	2	2
145	к этим	2	2
146	по его	2	2
147	сказать что	5	2
148	показывают что	3	2
149	даже и	3	2
150	в себе	6	2
151	же самое	2	2
152	в этой	4	2
153	на это	2	2
154	в особенности	2	2
155	в области	2	2
156	говорит об	2	2
157	могло бы	2	2
158	так например	2	2
