N	3gram	Voloshinov_2	Dialekti
1	с точки зрения	13	12
2	в том что	6	7
3	то же время	8	4
4	по крайней мере	2	4
5	в то же	8	4
6	одно и то	3	4
7	на то что	2	4
8	и то же	3	4
9	той или иной	4	3
10	в нем нет	2	3
11	может быть и	5	3
12	более или менее	2	3
13	не может быть	10	3
14	не было бы	2	2
15	точки зрения самого	2	2
16	к тому что	3	2
17	о том что	3	2
18	с одной стороны	3	2
19	одной стороны и	2	2
20	до сих пор	3	2
21	во всяком случае	2	2
22	мы можем сказать	2	2
23	лежащая в основе	3	2
24	на самом деле	4	2
