N	2gram	Bakhtin_Pr_3	Istorich
1	и в	53	25
2	что он	4	22
3	вместе с	2	22
4	может быть	12	17
5	не только	4	13
6	но и	7	13
7	в его	8	12
8	и не	15	11
9	так как	7	11
10	в этом	8	10
11	тем что	2	10
12	с другой	2	9
13	его в	2	9
14	и его	10	9
15	таким образом	6	9
16	что в	2	8
17	том что	5	8
18	мы видим	2	8
19	еще не	5	8
20	связь с	2	8
21	все эти	9	8
22	и на	18	8
23	мы видели	2	7
24	а затем	4	7
25	как и	11	7
26	но это	3	7
27	то что	9	7
28	в нем	10	7
29	потому что	5	7
30	только в	4	7
31	о том	2	7
32	в этих	5	6
33	это не	6	6
34	прежде всего	15	6
35	что и	3	6
36	как в	7	6
37	не может	2	6
38	не в	2	6
39	могут быть	4	6
40	в том	14	6
41	что это	2	5
42	с этим	2	5
43	в образе	3	5
44	как мы	5	5
45	живет в	2	5
46	здесь мы	2	5
47	но не	5	5
48	например в	5	5
49	в ней	7	5
50	в обряде	2	5
51	не будем	3	5
52	мы не	4	5
53	не менее	3	4
54	все еще	3	4
55	и тем	2	4
56	с другими	3	4
57	тем не	2	4
58	в ее	3	4
59	в дальнейшем	7	4
60	мы уже	5	4
61	наряду с	5	4
62	в некоторых	4	4
63	в преисподнюю	3	4
64	все это	8	4
65	в связи	2	4
66	то же	6	4
67	в истории	3	4
68	мы здесь	3	4
69	он не	3	4
70	мы должны	4	4
71	и это	3	4
72	в которой	2	4
73	с ним	2	4
74	никогда не	2	3
75	в более	4	3
76	представления о	2	3
77	и все	10	3
78	в то	5	3
79	в себя	6	3
80	и из	3	3
81	и др	14	3
82	в форме	6	3
83	в особенности	2	3
84	а в	2	3
85	их в	2	3
86	и с	6	3
87	они не	3	3
88	здесь еще	2	3
89	человека в	3	3
90	и вообще	3	3
91	перед нами	5	2
92	уже в	2	2
93	видели что	2	2
94	связанные с	3	2
95	формы и	3	2
96	человека и	7	2
97	к этому	4	2
98	вовсе не	3	2
99	можно сказать	8	2
100	по существу	5	2
101	мы и	2	2
102	одна из	7	2
103	как у	5	2
104	того же	2	2
105	до сих	5	2
106	жизни и	9	2
107	несмотря на	2	2
108	или на	2	2
109	во сне	5	2
110	одним из	3	2
111	как бы	14	2
112	и потому	5	2
113	один из	6	2
114	сих пор	5	2
115	в своей	3	2
116	во всех	12	2
117	с ней	3	2
118	ее в	3	2
119	говорит о	2	2
120	так например	2	2
121	по отношению	2	2
122	и для	4	2
123	и других	9	2
124	его по	2	2
125	и они	2	2
126	здесь как	3	2
127	а не	11	2
128	и по	3	2
129	с большой	2	2
130	сказать что	10	2
131	образом в	2	2
132	но он	2	2
133	точки зрения	4	2
134	в могиле	2	2
135	во всем	2	2
136	из них	4	2
137	особенно в	4	2
138	ничего не	6	2
139	в античности	4	2
140	все его	2	2
141	это было	3	2
142	мы можем	5	2
