N	2gram	Losev_Dial_4	Myslijsy
1	потому что	10	49
2	и в	15	24
3	может быть	17	23
4	то что	16	20
5	и не	30	19
6	а не	18	18
7	в том	11	18
8	что в	7	16
9	по себе	13	15
10	не только	8	15
11	при этом	2	13
12	было бы	9	13
13	не в	8	13
14	не может	11	12
15	то же	9	12
16	мы можем	3	12
17	если бы	6	11
18	что мы	7	11
19	что и	6	11
20	вместе с	2	11
21	мы не	9	11
22	только в	7	11
23	таким образом	5	11
24	в себе	8	10
25	так что	6	10
26	как в	3	10
27	так как	14	10
28	тогда когда	5	10
29	точно так	2	9
30	вовсе не	6	9
31	в нем	5	9
32	как бы	14	9
33	но и	4	9
34	то и	2	9
35	том что	10	8
36	и на	5	8
37	в этом	11	8
38	могут быть	3	8
39	не могут	2	7
40	прежде всего	11	7
41	во всяком	2	7
42	во всех	2	7
43	как и	7	7
44	того что	13	7
45	между собою	2	7
46	тем что	2	7
47	с этим	3	7
48	в чем	8	7
49	того как	2	7
50	что если	3	6
51	в одном	4	6
52	не есть	40	6
53	и как	4	6
54	свою очередь	2	6
55	в свою	3	6
56	тем не	2	6
57	и т	17	6
58	не было	2	6
59	не имеет	14	6
60	есть только	3	6
61	в то	6	6
62	и только	2	6
63	и уже	4	5
64	не менее	2	5
65	по крайней	7	5
66	с ним	3	5
67	есть не	5	5
68	крайней мере	7	5
69	что они	4	5
70	что не	3	5
71	на то	5	5
72	о том	5	5
73	и их	2	5
74	в природе	3	5
75	так и	5	5
76	в них	2	5
77	бы не	2	5
78	от того	2	5
79	для того	5	5
80	или не	4	5
81	бы ни	2	5
82	из них	2	5
83	только для	3	5
84	все же	2	5
85	в которой	2	5
86	сам по	2	4
87	в человеке	2	4
88	главным образом	2	4
89	никогда не	2	4
90	из этих	2	4
91	что он	7	4
92	уже не	9	4
93	и другое	2	4
94	еще не	4	4
95	и если	3	4
96	должны быть	4	4
97	в самом	2	4
98	в котором	2	4
99	чувства и	2	4
100	что оно	7	4
101	и что	9	4
102	тем самым	3	4
103	тому как	4	4
104	подобно тому	4	4
105	от него	3	4
106	себе не	2	4
107	с тем	4	4
108	но в	3	4
109	стало быть	15	4
110	для меня	2	4
111	что это	13	3
112	это не	12	3
113	оно не	2	3
114	не как	4	3
115	и все	11	3
116	человека и	2	3
117	на все	2	3
118	но мы	2	3
119	думать что	2	3
120	хотя и	6	3
121	что на	2	3
122	и при	2	3
123	все что	2	3
124	и может	2	3
125	но это	4	3
126	мог бы	2	3
127	которые мы	2	3
128	в ней	5	3
129	и во	2	3
130	или нет	3	3
131	же что	3	3
132	не имеем	2	3
133	и тем	6	3
134	как не	2	3
135	со стороны	3	3
136	что она	5	3
137	только тогда	5	3
138	в словах	3	3
139	находится в	2	3
140	есть нечто	2	3
141	и тогда	2	3
142	только что	2	3
143	мы говорим	2	3
144	т д	15	3
145	и притом	3	3
146	быть не	2	3
147	если мы	5	3
148	и для	5	3
149	той же	5	3
150	с ними	4	3
151	и то	3	3
152	от одного	2	3
153	в каком	5	3
154	и вообще	7	3
155	это будет	3	3
156	том как	2	3
157	и той	3	2
158	время и	2	2
159	этом смысле	4	2
160	и есть	19	2
161	и его	7	2
162	или что	2	2
163	хотя бы	4	2
164	и это	8	2
165	одной и	3	2
166	в жизни	5	2
167	что все	4	2
168	к этому	3	2
169	вопрос о	2	2
170	в собственном	3	2
171	есть прежде	3	2
172	с его	5	2
173	не дает	2	2
174	только потому	3	2
175	бы в	4	2
176	у нас	3	2
177	за пределы	3	2
178	но все	2	2
179	в сравнении	3	2
180	все эти	3	2
181	есть в	4	2
182	так же	4	2
183	же время	6	2
184	но что	5	2
185	что с	2	2
186	в нашей	2	2
187	общего с	3	2
188	сама по	5	2
189	она есть	10	2
190	и следовательно	3	2
191	но если	5	2
192	в его	4	2
193	и потому	3	2
194	себя и	3	2
195	для нее	2	2
196	один из	4	2
197	ни с	4	2
198	можно назвать	3	2
199	все это	9	2
200	допустим что	2	2
201	другой стороны	2	2
202	что есть	2	2
203	чего не	3	2
204	только после	2	2
205	в себя	5	2
206	мы находим	2	2
207	от себя	2	2
208	но только	5	2
209	того чтобы	5	2
210	что такое	5	2
211	мы видим	4	2
212	и по	2	2
213	должно быть	2	2
214	отношения к	3	2
215	как это	2	2
216	сравнении с	2	2
217	или в	7	2
218	сказать что	6	2
219	то мы	3	2
220	или от	22	2
221	само по	4	2
222	даже и	3	2
223	во всем	2	2
224	или по	4	2
225	мы должны	4	2
226	на этом	3	2
227	отношении к	2	2
228	а это	2	2
229	чувство удовольствия	3	2
230	это было	2	2
