N	2gram	Tiupa_Hudo_2	Tvorches
1	и в	28	20
2	не только	11	13
3	и т	4	13
4	никогда не	5	11
5	т д	2	11
6	как бы	5	11
7	в его	11	10
8	в то	6	10
9	и его	5	9
10	и не	18	9
11	прежде всего	3	8
12	в том	15	8
13	при этом	11	8
14	но и	9	8
15	может быть	8	8
16	в этом	13	8
17	и с	6	8
18	это не	6	7
19	же время	4	7
20	наряду с	5	7
21	что в	5	7
22	не может	4	7
23	то же	6	7
24	потому что	2	7
25	у него	5	6
26	что он	8	6
27	как и	11	6
28	в своей	6	6
29	так и	8	6
30	все это	3	6
31	именно в	2	6
32	а не	14	6
33	в мире	7	5
34	еще не	3	5
35	но не	4	5
36	и сам	5	5
37	все же	2	5
38	так же	3	5
39	и на	3	5
40	в этой	5	5
41	о том	12	5
42	об этом	7	4
43	в душе	8	4
44	что у	3	4
45	и от	2	4
46	в духе	2	4
47	в соответствии	3	4
48	том что	19	4
49	соответствии с	3	4
50	что они	4	4
51	отнюдь не	2	4
52	что она	7	4
53	как в	5	4
54	тем самым	2	4
55	в принципе	2	4
56	не в	13	4
57	а в	6	4
58	ничего не	5	4
59	если бы	6	4
60	но в	2	4
61	это был	2	3
62	место в	2	3
63	а с	3	3
64	он сам	2	3
65	же как	2	3
66	казалось бы	6	3
67	жизни в	7	3
68	превращается в	4	3
69	человека и	3	3
70	с ним	7	3
71	отношению к	7	3
72	одна из	2	3
73	для него	5	3
74	у нее	10	3
75	что не	2	3
76	одной из	3	3
77	своего рода	16	3
78	в самом	5	3
79	он не	4	3
80	в котором	6	3
81	не является	2	3
82	один из	2	3
83	в нем	3	3
84	то что	6	3
85	и это	3	3
86	главного героя	2	3
87	вместе с	2	3
88	сих пор	2	3
89	по отношению	7	3
90	тогда как	7	3
91	человека в	4	3
92	уже не	10	3
93	в рассказе	21	3
94	тем что	6	3
95	в себе	9	3
96	как у	2	3
97	его в	2	3
98	любви к	2	3
99	нет ничего	2	3
100	между тем	8	3
101	до сих	2	3
102	все время	3	2
103	не менее	5	2
104	это уже	2	2
105	личности в	3	2
106	его и	2	2
107	давно уже	2	2
108	с другой	3	2
109	в одном	3	2
110	я не	7	2
111	вовсе не	2	2
112	и ее	3	2
113	наш взгляд	4	2
114	что на	3	2
115	в ее	18	2
116	тому же	2	2
117	что я	2	2
118	как о	3	2
119	на наш	4	2
120	в частности	7	2
121	характера а	2	2
122	по причине	2	2
123	только для	2	2
124	себя в	8	2
125	по преимуществу	3	2
126	на него	3	2
127	приводит к	2	2
128	и тогда	2	2
129	т п	2	2
130	бы не	3	2
131	не было	6	2
132	сводится к	6	2
133	самом деле	3	2
134	и у	2	2
135	и он	3	2
136	рядом с	5	2
137	роль в	2	2
138	с другими	3	2
139	с ними	3	2
140	не столько	2	2
141	не случайно	10	2
142	из нас	2	2
143	писателя в	2	2
144	в основе	2	2
145	из них	2	2
146	в виде	2	2
147	говорить о	2	2
148	и только	2	2
149	только в	4	2
150	героя и	3	2
151	едва ли	3	2
152	тоже не	2	2
153	же не	2	2
