N	2gram	Losev_Dial_3	Freidism
1	таким образом	13	24
2	и не	27	23
3	– это	6	21
4	не может	19	20
5	точки зрения	25	19
6	прежде всего	8	18
7	к отцу	2	16
8	и пр	6	15
9	в этом	8	15
10	в его	2	15
11	это –	16	14
12	может быть	13	13
13	и его	5	12
14	– в	6	11
15	как и	7	11
16	как бы	3	11
17	то что	14	11
18	все эти	3	11
19	с точки	14	11
20	и потому	2	10
21	так и	5	10
22	как мы	2	10
23	самом деле	6	10
24	но в	2	10
25	с его	2	9
26	и в	24	9
27	все что	3	8
28	что он	13	8
29	еще не	2	8
30	он не	5	8
31	не только	23	8
32	все это	6	8
33	то же	6	8
34	только в	5	8
35	и все	6	8
36	так как	6	8
37	мы знаем	3	7
38	ни в	9	7
39	к нему	3	7
40	во всяком	2	7
41	в самом	7	7
42	что же	11	7
43	– не	7	7
44	сказать что	4	7
45	мы уже	3	7
46	всяком случае	2	7
47	– как	3	6
48	никогда не	7	6
49	вовсе не	13	6
50	и ее	3	6
51	для него	4	6
52	за пределы	3	6
53	того что	12	6
54	в ней	2	6
55	совершенно не	2	6
56	хотя бы	4	6
57	– все	3	6
58	и с	6	6
59	и к	5	5
60	не в	3	5
61	в чем	4	5
62	для этого	2	5
63	в то	5	5
64	что такое	21	5
65	что в	7	5
66	но и	9	5
67	и прежде	3	5
68	оно –	4	5
69	для того	3	5
70	а в	2	5
71	и на	3	5
72	могут быть	2	5
73	с этим	3	5
74	в каком	3	5
75	я и	2	5
76	не менее	11	4
77	но не	2	4
78	я не	6	4
79	сознания и	4	4
80	из этих	2	4
81	к тому	4	4
82	об этом	6	4
83	же время	3	4
84	– и	4	4
85	на этом	2	4
86	при этом	2	4
87	другими словами	7	4
88	– только	2	4
89	конечно не	4	4
90	и о	3	4
91	от того	4	4
92	как раз	7	4
93	в основе	3	4
94	в зависимости	2	4
95	в нем	3	4
96	все же	3	4
97	на основании	2	4
98	не было	3	4
99	уже не	5	4
100	и для	2	4
101	той же	3	4
102	мы не	5	4
103	в таком	14	4
104	в данном	2	4
105	потому что	7	4
106	себя и	2	4
107	говорить о	4	4
108	зависимости от	3	4
109	не могут	4	3
110	если бы	6	3
111	и есть	16	3
112	тому что	4	3
113	в них	5	3
114	и от	3	3
115	о себе	2	3
116	на себя	3	3
117	что все	14	3
118	в себе	2	3
119	и смерть	2	3
120	и как	8	3
121	но это	5	3
122	учение о	8	3
123	со всеми	2	3
124	случае не	3	3
125	она не	3	3
126	было бы	5	3
127	и она	2	3
128	ни о	3	3
129	ни на	3	3
130	ее в	2	3
131	нет никакого	7	3
132	себя в	2	3
133	бы то	2	3
134	жизни и	5	3
135	со стороны	2	3
136	не знает	3	3
137	и вот	2	3
138	и что	15	3
139	и по	2	3
140	он дает	2	3
141	у него	2	3
142	таком случае	10	3
143	и этим	3	3
144	одна из	3	3
145	отца и	2	3
146	есть и	12	2
147	этого не	2	2
148	зависит от	2	2
149	только не	10	2
150	что это	12	2
151	быть и	3	2
152	и ни	3	2
153	чаще всего	2	2
154	для себя	2	2
155	с другой	4	2
156	миф и	3	2
157	это не	4	2
158	оно не	6	2
159	факты и	2	2
160	не можем	2	2
161	только о	3	2
162	не отличается	5	2
163	и уже	2	2
164	ничем не	7	2
165	тем не	10	2
166	для нас	2	2
167	это и	7	2
168	том что	8	2
169	слово –	2	2
170	всего этого	2	2
171	не существует	10	2
172	а не	26	2
173	он –	7	2
174	одной стороны	3	2
175	из них	3	2
176	– есть	3	2
177	что мы	8	2
178	но для	2	2
179	но если	6	2
180	о нем	4	2
181	отцу и	2	2
182	в своем	3	2
183	точка зрения	5	2
184	как не	2	2
185	что она	9	2
186	в их	2	2
187	только на	7	2
188	отличается от	8	2
189	и сознательного	2	2
190	даже если	2	2
191	с одной	3	2
192	что оно	7	2
193	внешний мир	3	2
194	и они	2	2
195	сознания в	2	2
196	из того	2	2
197	должны быть	3	2
198	и у	2	2
199	и даже	13	2
200	и притом	5	2
201	так же	4	2
202	как на	5	2
203	мир в	3	2
204	и то	4	2
205	их в	2	2
206	они не	2	2
207	в своих	2	2
208	сознание и	3	2
209	что и	6	2
210	но как	2	2
211	и вообще	2	2
212	при помощи	3	2
213	в первом	2	2
214	когда мы	2	2
215	как это	5	2
216	выйти за	3	2
217	в виду	7	2
218	возможно только	6	2
219	это было	3	2
