N	2gram	Medvedev_F_2	Problema
1	то что	6	42
2	вовсе не	11	35
3	и в	38	32
4	и не	20	31
5	не есть	3	29
6	не просто	2	23
7	в этом	27	19
8	не только	9	17
9	потому что	2	16
10	по себе	7	15
11	а не	6	15
12	как бы	4	14
13	может быть	23	14
14	но в	4	14
15	и тем	2	13
16	в нем	13	13
17	сказать что	2	13
18	при помощи	2	13
19	как раз	6	13
20	что в	7	12
21	а именно	2	12
22	том что	2	12
23	так и	8	12
24	и т	14	11
25	и даже	4	11
26	так как	4	11
27	если мы	5	11
28	то же	6	10
29	прежде всего	15	10
30	в этой	6	10
31	т д	5	10
32	отнюдь не	8	10
33	ничего не	4	10
34	но не	2	9
35	в том	11	9
36	но и	13	9
37	раз и	4	9
38	что же	5	9
39	того чтобы	3	9
40	в таком	2	9
41	и это	2	9
42	есть только	2	8
43	не может	14	8
44	все эти	6	8
45	и о	2	8
46	и на	3	8
47	даже и	4	8
48	он и	3	8
49	было бы	6	8
50	в своей	7	8
51	для того	3	8
52	но это	2	8
53	и ее	6	8
54	никогда не	2	7
55	ни в	2	7
56	действительности а	2	7
57	все это	3	7
58	того что	3	7
59	всех этих	3	7
60	и все	3	7
61	что он	5	7
62	во всех	5	7
63	как мы	7	7
64	во всяком	5	7
65	сам по	3	7
66	тем что	8	7
67	только в	6	7
68	здесь не	4	7
69	в конце	2	6
70	и как	3	6
71	при этом	9	6
72	в самом	16	6
73	хотя и	3	6
74	в виду	2	6
75	то и	3	6
76	таким образом	20	6
77	это не	2	6
78	и здесь	3	6
79	но как	2	6
80	говорить о	5	6
81	и то	2	6
82	его в	3	6
83	как это	2	6
84	этом смысле	2	6
85	в то	5	6
86	совершенно не	4	6
87	в его	10	6
88	на самом	3	6
89	самом деле	8	6
90	перед нами	2	5
91	а только	2	5
92	в котором	2	5
93	с тем	11	5
94	не является	3	5
95	то в	2	5
96	связи с	13	5
97	ни о	5	5
98	в других	7	5
99	совсем не	2	4
100	именно в	5	4
101	тому что	2	4
102	не в	15	4
103	в дальнейшем	4	4
104	и пр	21	4
105	один из	2	4
106	в их	6	4
107	и только	5	4
108	не было	6	4
109	этого термина	2	4
110	или в	3	4
111	а в	6	4
112	их в	2	4
113	именно как	4	4
114	в истории	6	4
115	ни на	2	4
116	конце концов	2	4
117	если бы	5	4
118	литературы и	4	4
119	как в	4	4
120	только на	3	4
121	входит в	4	4
122	тем самым	2	4
123	и для	5	4
124	функции в	2	4
125	в связи	10	4
126	уже в	2	3
127	что это	3	3
128	что не	4	3
129	в этих	2	3
130	с другой	3	3
131	а наоборот	3	3
132	его от	4	3
133	но все	3	3
134	что они	4	3
135	всяком случае	5	3
136	хотя бы	6	3
137	из них	4	3
138	другой стороны	4	3
139	для этого	2	3
140	смысл и	2	3
141	мы говорим	4	3
142	и его	21	3
143	что оно	4	3
144	только и	3	3
145	в теории	4	3
146	именно на	3	3
147	же и	2	3
148	с этим	5	3
149	точки зрения	8	3
150	в искусстве	2	3
151	но ведь	3	3
152	однако и	3	3
153	с ним	2	3
154	по этому	2	3
155	в ее	2	3
156	как и	9	3
157	но именно	3	3
158	мы в	2	3
159	к тому	4	3
160	он не	6	3
161	однако не	3	3
162	сами по	2	3
163	оно не	4	3
164	быть и	3	3
165	уже не	7	3
166	во всей	2	3
167	к нему	3	3
168	с точки	7	3
169	в чем	2	3
170	не могут	7	2
171	все время	6	2
172	же как	3	2
173	как они	4	2
174	в целях	2	2
175	его как	2	2
176	является не	2	2
177	для него	7	2
178	кроме того	2	2
179	например в	3	2
180	не о	4	2
181	и до	3	2
182	поскольку он	2	2
183	говорим о	2	2
184	являются только	2	2
185	науки а	2	2
186	не имеет	2	2
187	как такового	6	2
188	должно быть	2	2
189	быть даже	2	2
190	особенно в	3	2
191	что для	2	2
192	от всех	2	2
193	в результате	6	2
194	и с	9	2
195	не как	4	2
196	чем же	3	2
197	из этих	3	2
198	известной степени	4	2
199	к его	2	2
200	того или	4	2
201	в первом	7	2
202	и должно	5	2
203	между тем	2	2
204	с его	11	2
205	для них	3	2
206	могут быть	6	2
207	в понятии	2	2
208	или иного	5	2
209	на первый	2	2
210	для всего	2	2
211	по существу	7	2
212	в качестве	2	2
213	она не	2	2
214	и может	3	2
215	на один	2	2
216	в сущности	4	2
217	по преимуществу	5	2
218	можно будет	2	2
219	не будет	2	2
220	вместе с	6	2
221	ее в	2	2
222	разница между	2	2
223	как его	2	2
224	мы не	3	2
225	с другими	10	2
226	является в	2	2
227	он в	2	2
228	тем и	2	2
229	и другое	2	2
230	вопроса о	2	2
231	без всякой	3	2
232	едва ли	2	2
233	в которой	2	2
234	в области	3	2
235	не то	3	2
236	это было	3	2
