N	2gram	Medvedev_V_1	Myshleni
1	точки зрения	3	26
2	таким образом	31	26
3	в том	15	24
4	и в	26	23
5	том что	8	21
6	в целом	4	20
7	того чтобы	3	17
8	то что	6	17
9	в этом	26	17
10	так же	3	16
11	не только	25	16
12	того что	3	15
13	для того	3	15
14	что в	10	14
15	может быть	22	14
16	но и	10	14
17	как и	7	14
18	в его	14	14
19	не может	17	12
20	как бы	5	11
21	сказать что	5	11
22	с другой	11	10
23	прежде всего	13	10
24	в качестве	11	9
25	одной стороны	2	9
26	не является	5	9
27	другой стороны	8	9
28	и не	19	9
29	между тем	5	9
30	вместе с	7	9
31	с одной	2	8
32	этой проблемы	3	8
33	заключается в	2	8
34	в процессе	16	8
35	то же	10	8
36	мышления в	2	8
37	в этой	4	7
38	в самом	4	7
39	по отношению	7	7
40	в то	6	7
41	с тем	3	7
42	что он	4	7
43	отношению к	7	7
44	и ее	4	7
45	в другом	2	7
46	же как	2	6
47	от того	2	6
48	все это	10	6
49	именно в	2	6
50	лишь в	2	6
51	с этим	3	6
52	в силу	11	6
53	о том	10	6
54	и его	6	6
55	другом месте	2	6
56	в себе	6	6
57	только в	7	6
58	тому что	6	5
59	перед нами	4	5
60	можно сказать	4	5
61	и как	3	5
62	по себе	2	5
63	что для	3	5
64	в своих	2	5
65	что мы	2	5
66	бы в	3	5
67	если бы	3	5
68	но в	2	5
69	думается что	4	5
70	представить себе	2	5
71	а затем	2	5
72	он не	2	5
73	так и	5	5
74	на основании	8	5
75	но не	2	4
76	что все	3	4
77	только что	4	4
78	не в	6	4
79	в пользу	2	4
80	что она	2	4
81	в котором	3	4
82	все эти	6	4
83	от до	2	4
84	не столько	2	4
85	этом отношении	13	4
86	в результате	5	4
87	их в	6	4
88	с его	3	4
89	в одном	4	4
90	к этому	9	4
91	и к	3	4
92	по существу	3	4
93	в чем	2	4
94	было бы	7	4
95	к тому	4	4
96	должен быть	4	4
97	в своей	4	4
98	приводит к	5	4
99	во всей	2	4
100	как раз	3	4
101	хотя бы	19	4
102	как на	3	4
103	может не	2	3
104	в самых	2	3
105	в своем	8	3
106	и от	3	3
107	из этих	7	3
108	силу этого	4	3
109	что они	3	3
110	смысле слова	2	3
111	в общем	2	3
112	том чтобы	2	3
113	на эти	2	3
114	в сфере	2	3
115	в их	5	3
116	показывают что	3	3
117	его не	3	3
118	в которых	3	3
119	вовсе не	3	3
120	и обобщения	2	3
121	этот вопрос	3	3
122	же самое	2	3
123	как он	2	3
124	тогда когда	2	3
125	что оно	3	3
126	об этом	9	3
127	во всех	6	3
128	как известно	2	3
129	она не	3	3
130	человека и	3	3
131	все же	5	3
132	а не	7	3
133	из которых	2	3
134	можно было	2	3
135	могут быть	5	3
136	связи с	4	3
137	в которой	2	3
138	в области	2	3
139	фактического материала	3	3
140	связана с	2	2
141	на вопрос	2	2
142	в противоположность	3	2
143	в частности	11	2
144	никогда не	4	2
145	что у	2	2
146	в конце	3	2
147	от них	2	2
148	что его	2	2
149	в зависимости	6	2
150	же время	5	2
151	для него	8	2
152	о чем	2	2
153	вслед за	2	2
154	хотя и	2	2
155	действительность в	2	2
156	один из	5	2
157	мы видели	3	2
158	жизни и	3	2
159	начиная с	2	2
160	в слове	3	2
161	и наконец	2	2
162	и даже	2	2
163	должно быть	2	2
164	бы и	6	2
165	а в	3	2
166	опыта и	3	2
167	к его	2	2
168	говорить о	2	2
169	этого положения	2	2
170	как это	12	2
171	как видим	8	2
172	всех этих	2	2
173	главным образом	7	2
174	он может	2	2
175	в них	4	2
176	к сожалению	2	2
177	в ее	4	2
178	в значительной	3	2
179	зависимости от	5	2
180	себе и	2	2
181	том же	6	2
182	и потому	2	2
183	даже в	5	2
184	из современных	7	2
185	как говорит	5	2
186	когда он	3	2
187	ее в	4	2
188	в течение	2	2
189	между ними	3	2
190	к этим	2	2
191	вот почему	4	2
192	с другими	2	2
193	и при	5	2
194	этого рода	2	2
195	который по	2	2
196	что говорит	3	2
197	одном из	3	2
