N	2gram	Losev_Dial_2	Problema
1	и в	19	44
2	вовсе не	13	37
3	и не	30	35
4	не есть	47	35
5	может быть	20	28
6	потому что	14	25
7	по себе	18	25
8	не просто	12	23
9	то что	14	23
10	в том	14	21
11	только в	5	19
12	символ и	3	18
13	а не	16	18
14	в этом	8	17
15	также и	2	16
16	сказать что	10	16
17	если мы	2	16
18	когда мы	3	15
19	и даже	14	14
20	не только	19	14
21	и то	7	14
22	не в	8	13
23	и т	17	13
24	т д	15	13
25	то же	12	13
26	так что	7	12
27	той или	4	12
28	но в	2	12
29	том что	10	12
30	не менее	3	10
31	то это	2	10
32	но и	12	10
33	в виду	5	10
34	отнюдь не	6	10
35	как и	10	10
36	тем не	2	10
37	так и	10	10
38	это не	10	9
39	и от	3	9
40	в нем	10	9
41	и с	5	9
42	же самое	2	9
43	как бы	14	9
44	так как	14	9
45	что он	6	9
46	в то	6	9
47	что и	5	9
48	как нечто	4	9
49	в данном	3	9
50	во всяком	2	9
51	и это	5	9
52	таким образом	4	9
53	перед нами	2	8
54	сама по	7	8
55	что в	7	8
56	только и	2	8
57	ни в	10	8
58	а именно	5	8
59	есть нечто	8	8
60	того что	6	8
61	что мы	2	8
62	но это	7	8
63	было бы	3	8
64	он не	4	8
65	что же	2	8
66	как раз	5	8
67	как мы	3	8
68	в себе	15	8
69	связи с	4	8
70	и вообще	6	8
71	с другой	5	7
72	вещи и	3	7
73	данном случае	2	7
74	не может	9	7
75	в связи	4	7
76	уже не	3	7
77	все эти	2	7
78	мы находим	3	7
79	и что	5	7
80	мы должны	2	7
81	с ним	4	7
82	это и	3	7
83	и потому	5	7
84	на самом	2	7
85	значит что	12	7
86	никогда не	9	6
87	можно сказать	5	6
88	и если	4	6
89	всяком случае	2	6
90	жизни и	6	6
91	и только	4	6
92	но только	3	6
93	того или	2	6
94	сами по	3	6
95	у пушкина	2	6
96	ясно что	4	6
97	и к	7	6
98	о том	5	6
99	все же	4	6
100	сам по	3	6
101	в виде	2	6
102	не было	3	5
103	в конце	2	5
104	а только	3	5
105	определенного рода	2	5
106	крайней мере	9	5
107	да и	6	5
108	что они	6	5
109	с тем	2	5
110	и есть	4	5
111	в ней	2	5
112	другой стороны	4	5
113	все это	4	5
114	в своем	4	5
115	а в	4	5
116	точки зрения	12	5
117	что здесь	2	5
118	по крайней	9	5
119	есть не	7	5
120	в таком	4	5
121	еще не	4	5
122	за пределы	4	5
123	тех или	2	5
124	в своей	8	5
125	как в	2	5
126	так же	2	5
127	собственно говоря	2	5
128	и его	5	5
129	можно ли	3	4
130	тому что	2	4
131	иное как	3	4
132	имеется в	2	4
133	это значит	8	4
134	при этом	4	4
135	и притом	7	4
136	время как	7	4
137	совершенно не	7	4
138	ни с	4	4
139	заключается в	4	4
140	д и	2	4
141	есть только	4	4
142	или другой	3	4
143	же и	9	4
144	в искусстве	2	4
145	но как	5	4
146	таком случае	3	4
147	не что	3	4
148	что иное	3	4
149	то время	4	4
150	мы уже	8	4
151	мы в	2	4
152	нет никакого	2	4
153	в ее	4	4
154	это вовсе	2	4
155	в чем	3	4
156	или в	2	4
157	тут же	4	4
158	тем что	2	4
159	в каком	4	4
160	или по	2	4
161	мы говорим	3	4
162	как только	3	3
163	содержит в	4	3
164	уже в	4	3
165	или иная	2	3
166	же как	3	3
167	что это	10	3
168	это уже	2	3
169	и символа	2	3
170	что у	2	3
171	только о	2	3
172	прежде всего	8	3
173	в тех	2	3
174	к тому	2	3
175	жизнь в	2	3
176	есть уже	2	3
177	без всякого	4	3
178	и как	10	3
179	но все	2	3
180	это есть	8	3
181	в этой	3	3
182	оно всегда	2	3
183	кроме того	3	3
184	первого взгляда	2	3
185	в самом	5	3
186	человека но	2	3
187	понимать как	3	3
188	может иметь	3	3
189	ни на	2	3
190	но вот	2	3
191	его в	3	3
192	том смысле	4	3
193	или как	3	3
194	не сама	3	3
195	в мифе	16	3
196	само по	2	3
197	что тут	4	3
198	та или	2	3
199	не мешает	5	3
200	об этом	3	3
201	же в	2	3
202	говорить о	5	3
203	смысле что	3	3
204	но не	6	3
205	одно и	4	3
206	себе как	3	3
207	она не	8	3
208	есть ни	6	3
209	ни о	2	3
210	не значит	3	3
211	поэтический образ	7	3
212	быть и	4	3
213	иной раз	5	3
214	и все	12	3
215	все равно	5	3
216	мы начинаем	2	3
217	в той	3	3
218	с первого	2	3
219	самом деле	4	3
220	идея и	2	3
221	и тогда	3	3
222	что такое	3	3
223	хотя бы	4	3
224	то или	4	3
225	как будто	7	3
226	будто бы	3	3
227	есть в	2	3
228	это за	3	3
229	ничего не	3	3
230	или иное	4	2
231	не обязательно	5	2
232	же вещь	3	2
233	время и	2	2
234	именно в	2	2
235	в частности	2	2
236	в этих	3	2
237	не очень	2	2
238	всегда есть	2	2
239	и можно	2	2
240	всех этих	3	2
241	до сих	2	2
242	и нет	2	2
243	же есть	2	2
244	но что	7	2
245	о чем	3	2
246	между собою	3	2
247	и следовательно	5	2
248	тем же	2	2
249	с ее	2	2
250	остается только	2	2
251	из них	3	2
252	от того	4	2
253	в их	2	2
254	во внимание	3	2
255	с одной	2	2
256	что оно	4	2
257	уже сама	2	2
258	поэтического образа	2	2
259	и по	4	2
260	его не	2	2
261	есть просто	3	2
262	широком смысле	2	2
263	в результате	2	2
264	с этим	3	2
265	бы только	2	2
266	только то	4	2
267	как это	7	2
268	мы имеем	3	2
269	однако это	2	2
270	том как	2	2
271	нисколько не	4	2
272	и более	3	2
273	об ее	2	2
274	он есть	3	2
275	сразу же	3	2
276	с нею	3	2
277	нельзя сказать	4	2
278	быть в	4	2
279	только потому	2	2
280	и при	2	2
281	но тут	3	2
282	по своему	5	2
283	есть и	6	2
284	и может	6	2
285	во всех	2	2
286	каком случае	2	2
287	только к	2	2
288	себе не	3	2
289	дело не	2	2
290	себя в	2	2
291	вместе с	2	2
292	если брать	2	2
293	сих пор	2	2
294	мы только	2	2
295	человеческой жизни	2	2
296	только что	5	2
297	только тогда	7	2
298	жизнь и	5	2
299	с точки	8	2
300	аллегория но	2	2
301	еще на	2	2
302	могут быть	4	2
303	не то	5	2
304	образы которые	2	2
305	в другом	4	2
306	в которой	2	2
307	вещь но	2	2
308	же не	3	2
309	это было	3	2
