N	2gram	Vygotskiy__2	Tvorches
1	и в	32	20
2	в романе	2	15
3	не только	12	13
4	и т	10	13
5	никогда не	9	11
6	т д	2	11
7	как бы	6	11
8	в его	2	10
9	таким образом	21	10
10	в то	5	10
11	и его	7	9
12	и не	10	9
13	же с	2	9
14	в том	37	8
15	при этом	13	8
16	но и	10	8
17	может быть	18	8
18	в этом	13	8
19	и с	4	8
20	это не	2	7
21	представление о	3	7
22	же время	2	7
23	наряду с	4	7
24	что в	20	7
25	не может	17	7
26	то же	13	7
27	потому что	21	7
28	в конце	3	6
29	что он	13	6
30	как и	10	6
31	в целом	4	6
32	в своей	3	6
33	так и	3	6
34	все это	5	6
35	а не	7	6
36	но это	2	5
37	еще не	2	5
38	но не	2	5
39	и сам	4	5
40	например в	3	5
41	все же	4	5
42	и даже	5	5
43	так же	18	5
44	и на	5	5
45	в этой	6	5
46	о том	6	5
47	в творчестве	4	5
48	то есть	21	5
49	об этом	3	4
50	что у	5	4
51	и от	2	4
52	мы не	3	4
53	показывает что	3	4
54	том что	21	4
55	мы видим	4	4
56	что они	7	4
57	отнюдь не	5	4
58	на его	2	4
59	что она	16	4
60	когда он	10	4
61	как в	9	4
62	все эти	7	4
63	не в	8	4
64	а в	4	4
65	в чем	4	4
66	ничего не	4	4
67	если бы	6	4
68	но в	3	4
69	место в	2	3
70	а с	2	3
71	же как	4	3
72	казалось бы	2	3
73	с этой	4	3
74	что не	3	3
75	в самом	12	3
76	и мы	6	3
77	он не	6	3
78	один из	3	3
79	в нем	4	3
80	то что	21	3
81	и это	4	3
82	вместе с	2	3
83	сих пор	5	3
84	в их	3	3
85	так как	12	3
86	в свете	2	3
87	евгения онегина	3	3
88	в таком	2	3
89	этот вопрос	3	3
90	тем что	9	3
91	в своих	9	3
92	в которых	3	3
93	в себе	2	3
94	между тем	4	3
95	до сих	5	3
96	действующих лиц	3	2
97	зависит от	2	2
98	все время	6	2
99	не менее	8	2
100	и без	2	2
101	с другой	3	2
102	в одном	2	2
103	вовсе не	2	2
104	во всяком	2	2
105	а я	2	2
106	такой же	7	2
107	и ее	3	2
108	что на	4	2
109	в ее	2	2
110	в искусстве	21	2
111	что его	5	2
112	так что	3	2
113	роман и	2	2
114	в частности	3	2
115	том же	2	2
116	отказаться от	3	2
117	всяком случае	2	2
118	точка зрения	2	2
119	не могли	3	2
120	в процессе	2	2
121	на него	2	2
122	так в	2	2
123	и далее	2	2
124	т п	8	2
125	бы не	2	2
126	не было	2	2
127	и других	3	2
128	но эта	2	2
129	сводится к	2	2
130	самом деле	16	2
131	и что	22	2
132	и у	2	2
133	может служить	3	2
134	на этот	2	2
135	другой стороны	2	2
136	и он	3	2
137	не так	2	2
138	и по	4	2
139	роль в	2	2
140	с другими	2	2
141	что этот	2	2
142	в основе	11	2
143	из них	4	2
144	могут быть	4	2
145	в которой	2	2
146	и вообще	2	2
147	и только	2	2
148	только в	7	2
149	действия и	2	2
150	при помощи	10	2
151	из этого	4	2
152	их в	2	2
153	едва ли	4	2
154	отличие от	2	2
155	к которому	2	2
156	и поэтому	4	2
