N	2gram	Tiupa_Hudo_1	Myshleni
1	то что	8	26
2	что он	9	25
3	в этом	11	25
4	потому что	5	21
5	в том	12	18
6	не может	7	18
7	точки зрения	5	18
8	того чтобы	3	17
9	что в	6	16
10	и в	14	16
11	того что	4	16
12	не только	12	16
13	том что	16	15
14	отношению к	8	12
15	вопрос о	2	12
16	в ходе	3	12
17	по отношению	8	12
18	и не	2	12
19	и что	2	12
20	в его	8	11
21	но не	3	10
22	было бы	6	10
23	как мы	3	10
24	а не	12	10
25	только в	5	10
26	может быть	5	9
27	с точки	3	9
28	должно быть	2	8
29	о том	12	8
30	если бы	3	8
31	как и	9	8
32	он не	4	8
33	то же	9	8
34	же как	2	7
35	в нем	3	7
36	но он	3	7
37	так и	13	7
38	по себе	2	7
39	приводит к	3	7
40	не в	7	6
41	в этой	8	6
42	но и	5	6
43	и на	3	6
44	как он	2	6
45	но в	5	6
46	у него	9	6
47	состоит в	2	6
48	к тому	7	6
49	в другом	2	6
50	на вопрос	2	5
51	никогда не	6	5
52	тому что	4	5
53	в своем	4	5
54	в такой	2	5
55	для него	10	5
56	как бы	7	5
57	этом отношении	3	5
58	не знает	2	5
59	в то	8	5
60	с ним	4	5
61	можно сказать	4	5
62	как в	8	5
63	только что	4	5
64	же мере	2	5
65	можно было	5	5
66	тем что	3	5
67	ничего не	8	5
68	казалось бы	7	4
69	все эти	3	4
70	это не	7	4
71	с этой	2	4
72	а только	4	4
73	так что	2	4
74	в пределах	3	4
75	при этом	12	4
76	в самом	4	4
77	в целом	2	4
78	мышления и	2	4
79	именно в	7	4
80	и другое	2	4
81	в системе	2	4
82	не имеет	2	4
83	и по	3	4
84	в результате	2	4
85	не означает	2	4
86	в качестве	9	4
87	еще не	7	4
88	той же	2	4
89	такой же	3	4
90	не менее	5	3
91	в частности	5	3
92	прежде всего	11	3
93	мы знаем	2	3
94	самом деле	5	3
95	но как	2	3
96	до конца	2	3
97	в действительности	4	3
98	вместо того	2	3
99	каждого отдельного	2	3
100	если в	2	3
101	в их	2	3
102	они не	2	3
103	а в	7	3
104	и с	4	3
105	говорить о	3	3
106	по своей	4	3
107	в этих	5	3
108	к этой	3	3
109	как она	2	3
110	между тем	8	3
111	мы не	2	3
112	к жизни	5	3
113	с этим	3	3
114	все же	3	3
115	то в	4	3
116	по своему	3	3
117	одной из	2	3
118	своей природе	2	3
119	никак не	2	3
120	еще в	3	3
121	сих пор	2	3
122	на этом	3	3
123	в себя	2	3
124	не умеет	2	3
125	речь в	2	3
126	и его	5	3
127	связи с	4	3
128	до сих	2	3
129	только для	2	2
130	себя и	2	2
131	что у	3	2
132	столь же	4	2
133	и от	4	2
134	в тот	2	2
135	на его	2	2
136	не имеют	3	2
137	в ней	4	2
138	в своей	10	2
139	из них	4	2
140	тот момент	2	2
141	представляют собой	2	2
142	что она	4	2
143	все это	2	2
144	то и	3	2
145	и даже	3	2
146	на основе	2	2
147	в своих	3	2
148	или не	3	2
149	все равно	2	2
150	том как	3	2
151	его в	3	2
152	и к	4	2
153	же в	3	2
154	что я	2	2
155	во второй	5	2
156	жизни и	5	2
157	в первой	6	2
158	и потому	2	2
159	момент когда	2	2
160	только на	2	2
161	в центре	4	2
162	а с	2	2
163	но с	2	2
164	и потом	2	2
165	совершенно иной	2	2
166	как будто	4	2
167	и поэтому	2	2
