N	3gram	Voloshinov_1	Myshleni
1	вместе с тем	2	10
2	для того чтобы	7	7
3	с самого начала	4	6
4	в зависимости от	5	5
5	в связи с	2	5
6	смысле этого слова	2	4
7	с тем и	2	4
8	о том что	2	3
9	мы видели что	2	3
10	как мы видели	3	3
11	что перед нами	2	3
12	в этом отношении	2	3
13	и той же	2	2
14	той или иной	3	2
15	только потому что	2	2
16	в свою очередь	4	2
17	того или иного	5	2
18	как мы увидим	2	2
19	заключает в себе	4	2
20	мы никогда не	5	2
21	как мы уже	2	2
22	то что мы	4	2
23	не может быть	2	2
24	внутренней речи и	2	2
25	одной и той	2	2
