N	2gram	Bakhtin_fo_2	Dialekti
1	и не	9	30
2	и есть	2	19
3	а не	4	18
4	может быть	7	17
5	и т	14	17
6	то что	7	16
7	и в	46	15
8	т д	3	15
9	как бы	10	14
10	так как	6	14
11	точки зрения	10	14
12	того что	3	13
13	по себе	2	13
14	это не	2	12
15	прежде всего	14	11
16	и вот	2	11
17	в том	10	11
18	не может	2	11
19	говорить о	2	11
20	и все	6	11
21	в этом	22	11
22	в основе	6	10
23	потому что	8	10
24	том что	4	10
25	было бы	2	9
26	в виду	3	9
27	все это	6	9
28	то же	8	9
29	уже не	3	9
30	и пр	2	9
31	с точки	8	9
32	значит что	2	9
33	не в	9	8
34	это значит	3	8
35	в себе	4	8
36	и о	2	8
37	не только	11	8
38	и это	2	8
39	что в	5	7
40	что он	3	7
41	как и	8	7
42	и его	12	7
43	только в	11	7
44	так что	4	6
45	же время	4	6
46	хотя и	3	6
47	и даже	3	6
48	вовсе не	13	6
49	тем более	3	6
50	в то	5	6
51	что и	3	6
52	так и	7	5
53	в вечности	2	5
54	в своем	5	5
55	можно сказать	2	5
56	того чтобы	8	5
57	в нем	5	5
58	таким образом	3	5
59	именно в	2	5
60	и на	7	5
61	о том	4	5
62	мы имеем	2	5
63	то в	2	5
64	в смысле	5	5
65	в сущности	2	5
66	в себя	2	5
67	для того	8	5
68	и для	9	5
69	что все	2	4
70	и как	3	4
71	но это	2	4
72	в этой	2	4
73	что они	4	4
74	один из	2	4
75	жизни и	8	4
76	но и	9	4
77	в особенности	6	4
78	так же	2	4
79	также и	4	4
80	и с	6	4
81	в одном	7	4
82	с тем	2	4
83	отнюдь не	4	4
84	мы видим	2	4
85	она не	2	4
86	еще не	6	4
87	в его	8	4
88	только для	2	3
89	смысла и	2	3
90	та же	3	3
91	на этом	2	3
92	себя и	3	3
93	в их	3	3
94	отношения к	4	3
95	все эти	5	3
96	и наконец	6	3
97	с этим	5	3
98	в истории	4	3
99	что здесь	2	3
100	с ним	4	3
101	но в	10	3
102	от этого	2	3
103	и та	2	3
104	к этому	3	3
105	лежит в	2	3
106	у нас	2	3
107	есть и	4	3
108	мы уже	9	3
109	и потому	2	3
110	быть и	2	3
111	как в	4	3
112	в данном	2	3
113	могут быть	2	3
114	прежде чем	3	2
115	мы будем	3	2
116	в частности	5	2
117	мы еще	3	2
118	в отношении	2	2
119	с этой	4	2
120	из этих	4	2
121	человека и	4	2
122	представление о	2	2
123	что на	3	2
124	без всякого	2	2
125	и идеи	3	2
126	кроме того	3	2
127	при этом	6	2
128	никогда не	6	2
129	в котором	4	2
130	из них	8	2
131	и их	4	2
132	и только	2	2
133	далее в	2	2
134	не было	3	2
135	лишь в	2	2
136	не мог	2	2
137	и по	3	2
138	должно быть	5	2
139	и так	2	2
140	весь мир	3	2
141	как это	2	2
142	том как	3	2
143	в них	7	2
144	и во	6	2
145	что было	3	2
146	все же	6	2
147	в гл	2	2
148	сила и	2	2
149	в качестве	3	2
150	все что	2	2
151	равно как	2	2
152	в аспекте	2	2
153	конечно не	4	2
154	в этот	3	2
155	нет и	3	2
156	во всех	11	2
157	вместе с	9	2
158	ее в	3	2
159	находится в	2	2
160	жизнь и	3	2
161	во всяком	2	2
162	тем что	3	2
163	вещи и	2	2
164	не могли	3	2
