N	2gram	Voloshinov_1	Istorich
1	и в	16	22
2	в этом	9	17
3	что в	3	15
4	не только	7	14
5	но и	4	12
6	и не	4	12
7	и пр	12	11
8	может быть	17	11
9	в этих	3	11
10	еще не	5	10
11	таким образом	9	10
12	но в	4	10
13	что он	2	9
14	в нем	4	9
15	что и	2	9
16	вместе с	3	9
17	в том	3	9
18	с этим	2	8
19	том что	3	8
20	мы видим	2	8
21	как мы	4	8
22	к этому	2	7
23	то что	3	7
24	так как	4	7
25	в них	2	6
26	мы уже	2	6
27	а в	3	6
28	то же	2	6
29	мы можем	9	6
30	во время	3	6
31	не менее	2	5
32	в частности	2	5
33	до сих	3	5
34	есть и	2	5
35	один из	2	5
36	он не	2	5
37	сих пор	3	5
38	могут быть	3	5
39	в этой	4	5
40	как это	3	4
41	в пределах	2	4
42	только в	4	4
43	на этом	3	4
44	они не	2	4
45	что на	2	4
46	отношение к	5	4
47	для нас	2	4
48	находится в	2	4
49	и его	8	4
50	и на	4	4
51	не может	8	4
52	все эти	5	4
53	и с	8	4
54	и все	4	3
55	прежде всего	9	3
56	и к	6	3
57	как и	2	3
58	и как	3	3
59	но это	2	3
60	все что	4	3
61	у него	2	3
62	было бы	2	3
63	в его	4	3
64	никогда не	2	3
65	и она	3	3
66	ее в	2	3
67	так же	2	3
68	с ними	4	3
69	сказать что	7	3
70	и ее	4	3
71	из этих	2	3
72	о том	2	3
73	его в	4	3
74	их в	3	3
75	в чем	5	3
76	связанных с	2	2
77	знаем что	2	2
78	и есть	3	2
79	и др	3	2
80	характерно для	2	2
81	это делает	2	2
82	матери и	3	2
83	и так	2	2
84	в одном	3	2
85	в жизни	2	2
86	нет никаких	2	2
87	можно сказать	4	2
88	во всяком	3	2
89	мы знаем	3	2
90	ни в	5	2
91	при этом	6	2
92	совершенно не	8	2
93	и о	2	2
94	же как	2	2
95	и потому	3	2
96	всяком случае	3	2
97	в этот	2	2
98	и это	6	2
99	жизни и	3	2
100	так и	4	2
101	даже не	3	2
102	только на	3	2
103	за счет	2	2
104	на самом	4	2
105	и вот	3	2
106	что не	2	2
107	и даже	4	2
108	и для	2	2
109	точки зрения	8	2
110	ту же	2	2
111	большинстве случаев	3	2
112	в него	5	2
113	и действительно	2	2
114	к отцу	6	2
115	всю жизнь	2	2
