N	2gram	Vinokur_Ku_2	EvropaiC
1	таким образом	5	32
2	в том	19	31
3	и в	23	24
4	том что	11	20
5	все эти	12	19
6	не может	9	18
7	то что	9	17
8	может быть	15	15
9	все же	7	15
10	точки зрения	14	13
11	в своем	2	12
12	самом деле	9	12
13	в этом	18	12
14	все это	5	11
15	между тем	6	11
16	с этим	3	11
17	мы знаем	4	10
18	как бы	4	10
19	так и	4	10
20	на то	4	9
21	при этом	2	9
22	в результате	4	9
23	как и	2	9
24	того же	3	9
25	что в	10	9
26	не в	8	8
27	в самом	12	8
28	так же	4	8
29	знаем что	3	8
30	если бы	12	8
31	и все	2	8
32	ясно что	5	8
33	с точки	8	8
34	не менее	7	7
35	для этого	3	7
36	к тому	4	7
37	но и	7	7
38	и не	16	7
39	и что	8	7
40	о котором	2	7
41	что он	5	7
42	о которых	3	7
43	по существу	5	7
44	в силу	7	7
45	на самом	2	7
46	того чтобы	11	7
47	для того	9	7
48	в каждый	2	6
49	должна быть	5	6
50	все они	2	6
51	с другой	8	6
52	в этой	6	6
53	несмотря на	5	6
54	отличается от	3	6
55	того что	3	6
56	и на	6	6
57	что касается	2	6
58	так как	15	6
59	еще не	5	6
60	что и	3	6
61	только в	5	6
62	вместе с	5	6
63	именно в	3	5
64	что это	7	5
65	случае если	2	5
66	и от	2	5
67	на все	2	5
68	что все	5	5
69	у него	3	5
70	другой стороны	7	5
71	и с	7	5
72	потому что	25	5
73	но в	11	5
74	к этому	4	5
75	большею частью	2	5
76	в то	4	5
77	и если	2	5
78	в его	5	5
79	не только	20	5
80	по сравнению	2	5
81	и для	2	5
82	но все	4	5
83	лишь в	5	5
84	как будто	2	5
85	не могут	5	4
86	каждый данный	2	4
87	никогда не	2	4
88	в конце	4	4
89	этом случае	2	4
90	тем не	6	4
91	хотя и	4	4
92	в их	2	4
93	которых мы	2	4
94	должно быть	4	4
95	мало того	2	4
96	и то	5	4
97	том случае	2	4
98	всех этих	3	4
99	в одну	2	4
100	данный момент	3	4
101	связи с	3	4
102	мы должны	2	4
103	он не	3	4
104	конце концов	3	4
105	что эта	2	4
106	совершенно не	3	4
107	то же	6	4
108	этой области	4	4
109	и сейчас	2	4
110	если мы	4	4
111	из которых	3	4
112	и у	2	4
113	хотя бы	9	4
114	в области	11	4
115	мы будем	2	3
116	же как	2	3
117	с одной	2	3
118	но даже	2	3
119	в нашем	7	3
120	вопрос о	9	3
121	для нас	4	3
122	как у	2	3
123	очевидно что	2	3
124	за ними	2	3
125	так или	2	3
126	в нем	4	3
127	на этой	4	3
128	данном случае	2	3
129	от того	4	3
130	целый ряд	5	3
131	что оно	3	3
132	образом в	2	3
133	заключается в	2	3
134	и по	3	3
135	а в	3	3
136	это не	6	3
137	что мы	6	3
138	и потому	2	3
139	с тем	2	3
140	прежде всего	8	3
141	таким же	2	3
142	у нас	12	3
143	чем в	3	3
144	тот же	5	3
145	конечно не	2	3
146	что если	2	3
147	должны быть	2	3
148	может служить	2	3
149	или иначе	3	3
150	в данном	4	3
151	является ли	2	3
152	в связи	4	3
153	и вообще	2	3
154	с современными	2	3
155	и это	3	3
156	отличие от	2	3
157	не то	2	3
158	свою очередь	2	2
159	в частности	2	2
160	можно ли	4	2
161	из предыдущего	2	2
162	что у	2	2
163	но так	2	2
164	с этой	2	2
165	что на	4	2
166	как мы	3	2
167	сводится к	3	2
168	при отсутствии	2	2
169	что они	2	2
170	на этом	3	2
171	же время	3	2
172	в свою	2	2
173	к нему	2	2
174	но для	3	2
175	в ней	3	2
176	в виду	3	2
177	всяком случае	5	2
178	мы видели	2	2
179	на том	2	2
180	и до	2	2
181	вопросе о	2	2
182	что она	3	2
183	то и	3	2
184	же образом	2	2
185	что для	2	2
186	те же	3	2
187	в самой	2	2
188	для этой	2	2
189	в глазах	2	2
190	доказать что	2	2
191	с ними	2	2
192	в которых	2	2
193	широком смысле	4	2
194	не следует	5	2
195	говорить о	4	2
196	не было	4	2
197	также и	5	2
198	это конечно	2	2
199	а это	2	2
200	во всяком	5	2
201	и более	2	2
202	отнюдь не	4	2
203	в них	4	2
204	следует что	3	2
205	гораздо более	3	2
206	тем меньше	2	2
207	должен быть	5	2
208	представить себе	2	2
209	вовсе не	9	2
210	но не	6	2
211	тех же	2	2
212	она не	2	2
213	было бы	15	2
214	на себе	4	2
215	в сущности	9	2
216	между прочим	2	2
217	можно встретить	3	2
218	как не	3	2
219	в процессе	3	2
220	что же	5	2
221	все дело	2	2
222	тем самым	2	2
223	не более	2	2
224	для самого	2	2
225	меньше чем	2	2
226	этот вопрос	6	2
227	и где	2	2
228	понять что	2	2
229	в другом	2	2
230	ту же	6	2
231	не знает	3	2
232	этого слова	5	2
233	есть в	3	2
