N	2gram	Propp_Isto_2	PoTuStor
1	может быть	17	17
2	и в	15	16
3	и пр	7	12
4	прежде всего	5	9
5	таким образом	7	9
6	в этом	11	9
7	мы можем	8	9
8	и только	2	9
9	и его	3	8
10	и с	4	8
11	не может	5	8
12	сказать что	2	7
13	не только	18	7
14	и это	3	6
15	самом деле	2	6
16	при этом	4	6
17	все эти	4	5
18	ни в	2	5
19	еще не	9	5
20	как бы	6	5
21	в него	2	5
22	с самого	2	4
23	самого начала	2	4
24	в нем	7	4
25	и их	2	4
26	но и	14	4
27	так и	5	4
28	все это	3	4
29	хотя бы	2	4
30	мифов и	2	4
31	так как	14	4
32	и не	11	4
33	на самом	2	4
34	и ее	2	4
35	и наконец	5	4
36	с ними	2	4
37	и на	4	4
38	в этой	4	4
39	с ее	2	4
40	и может	2	4
41	только в	6	4
42	его в	10	4
43	но в	6	4
44	в его	6	4
45	во время	2	3
46	мы знаем	11	3
47	на этой	2	3
48	в этих	11	3
49	что в	12	3
50	и есть	5	3
51	во всех	2	3
52	и др	4	3
53	могут быть	2	3
54	вместе с	7	3
55	сих пор	7	3
56	ребенка и	2	3
57	в одном	5	3
58	к себе	2	3
59	и она	3	3
60	в том	6	3
61	а в	12	3
62	том что	7	3
63	с другими	2	3
64	то что	12	3
65	их в	2	3
66	как это	3	3
67	в основном	2	3
68	до сих	6	3
69	ее в	2	2
70	один из	8	2
71	что и	6	2
72	же как	5	2
73	другими словами	4	2
74	никогда не	15	2
75	находится в	2	2
76	и так	2	2
77	из этих	3	2
78	с этим	5	2
79	в жизни	2	2
80	то же	10	2
81	не знает	2	2
82	что он	24	2
83	мы не	3	2
84	что мы	3	2
85	у него	4	2
86	и по	2	2
87	и для	2	2
88	в область	4	2
89	для нас	4	2
90	как и	2	2
91	они не	4	2
92	мы видим	8	2
93	так же	13	2
94	но это	4	2
95	мы уже	6	2
96	знаем что	12	2
97	он не	8	2
98	есть и	2	2
99	было бы	5	2
100	что это	6	2
101	о том	3	2
102	оно и	2	2
103	в мир	2	2
104	так называемый	2	2
105	себя и	2	2
