N	2gram	Vinokur_Ku_3	Hudozhes
1	и в	23	28
2	том что	11	19
3	в ее	4	18
4	и не	10	18
5	своего рода	2	16
6	в том	22	15
7	а не	11	14
8	не в	5	13
9	в этом	16	13
10	о том	6	12
11	как и	5	11
12	при этом	6	11
13	в его	11	11
14	не только	17	11
15	уже не	8	10
16	не случайно	4	10
17	но и	3	9
18	о чем	2	8
19	что он	6	8
20	может быть	14	8
21	так и	6	8
22	между тем	4	8
23	я не	5	7
24	к тому	3	7
25	в частности	2	7
26	отношению к	2	7
27	что она	5	7
28	по отношению	3	7
29	состоит в	2	7
30	как это	7	7
31	это не	3	6
32	можно сказать	2	6
33	в котором	2	6
34	то что	4	6
35	в своей	4	6
36	если бы	8	6
37	то же	6	6
38	не было	4	6
39	а в	5	6
40	и с	3	6
41	тем что	5	6
42	в то	3	6
43	я и	3	6
44	что это	3	5
45	не менее	12	5
46	в своем	4	5
47	как бы	5	5
48	как в	4	5
49	что в	13	5
50	она не	3	5
51	в самом	13	5
52	ничего не	6	5
53	бы и	3	4
54	тому что	4	4
55	тем не	9	4
56	то в	3	4
57	но не	3	4
58	что они	2	4
59	в качестве	2	4
60	для того	12	4
61	и о	4	4
62	он не	3	4
63	что и	6	4
64	и т	54	4
65	как раз	4	4
66	то и	2	4
67	не может	6	4
68	того чтобы	11	4
69	только в	6	4
70	тому как	2	4
71	бы не	3	3
72	о них	4	3
73	столь же	4	3
74	с другой	7	3
75	в одном	2	3
76	что все	2	3
77	прежде всего	9	3
78	что на	3	3
79	для нас	4	3
80	самом деле	14	3
81	как о	3	3
82	когда в	2	3
83	еще не	9	3
84	одной стороны	4	3
85	было бы	16	3
86	по поводу	3	3
87	по преимуществу	3	3
88	в ней	3	3
89	не все	2	3
90	деле не	2	3
91	в этих	2	3
92	все они	2	3
93	на него	3	3
94	все это	2	3
95	на фоне	7	3
96	а с	3	3
97	с одной	4	3
98	чтобы не	2	3
99	внимание на	2	3
100	так же	2	3
101	можно было	11	3
102	с другими	2	3
103	на себя	2	3
104	как он	2	3
105	только для	2	2
106	т е	32	2
107	отнюдь не	3	2
108	однако в	2	2
109	именно так	2	2
110	именно в	3	2
111	а вот	2	2
112	не столько	4	2
113	не как	2	2
114	из этих	5	2
115	вовсе не	5	2
116	или иного	3	2
117	или иной	7	2
118	не с	2	2
119	как мы	5	2
120	тому же	3	2
121	на этом	2	2
122	он будет	2	2
123	это уже	3	2
124	что не	4	2
125	и к	3	2
126	того или	3	2
127	в ряду	3	2
128	не по	3	2
129	а также	4	2
130	все те	2	2
131	до сих	8	2
132	один из	4	2
133	в нашем	7	2
134	все же	5	2
135	в первом	5	2
136	отношение к	3	2
137	как же	3	2
138	вместе с	2	2
139	дело не	2	2
140	сих пор	8	2
141	данном случае	4	2
142	что же	5	2
143	мысли и	2	2
144	как на	8	2
145	здесь не	2	2
146	т п	41	2
147	т д	8	2
148	того как	7	2
149	еще и	2	2
150	те же	7	2
151	в двух	2	2
152	лишь в	8	2
153	именно на	2	2
154	тем самым	4	2
155	не более	2	2
156	более чем	2	2
157	ни одного	2	2
158	хотя бы	9	2
159	с точки	16	2
160	той же	3	2
161	в данном	7	2
162	сказать что	7	2
163	потому что	12	2
164	и об	2	2
165	точки зрения	23	2
166	говорить о	6	2
167	и только	3	2
168	его в	2	2
169	зрения на	3	2
170	она может	2	2
171	но в	2	2
