N	2gram	Trubetskoy_1	Istorich
1	и в	23	25
2	что он	7	22
3	вместе с	6	22
4	представление о	3	17
5	может быть	16	17
6	не только	7	13
7	но и	9	13
8	в его	5	12
9	и не	8	11
10	так как	7	11
11	все же	13	10
12	в этом	12	10
13	с другой	6	9
14	его в	5	9
15	таким образом	31	9
16	в виде	4	9
17	с тем	2	8
18	связи с	4	8
19	что в	8	8
20	мы знаем	10	8
21	том что	19	8
22	еще не	5	8
23	на него	2	8
24	другой стороны	5	8
25	все эти	19	8
26	и что	8	8
27	и на	6	8
28	в частности	2	7
29	мы видели	2	7
30	а затем	2	7
31	как и	9	7
32	то что	18	7
33	этом случае	4	7
34	одной стороны	2	7
35	в нем	3	7
36	при помощи	3	7
37	с одной	3	7
38	потому что	9	7
39	только в	6	7
40	о том	7	7
41	знаем что	8	6
42	в этих	3	6
43	это не	3	6
44	прежде всего	3	6
45	что и	7	6
46	не может	17	6
47	не в	8	6
48	в том	30	6
49	что это	5	5
50	ясно что	8	5
51	с этим	11	5
52	как мы	2	5
53	для нас	3	5
54	но все	5	5
55	но не	2	5
56	в ней	3	5
57	так же	8	5
58	не менее	7	4
59	что у	2	4
60	что все	5	4
61	тем не	4	4
62	в дальнейшем	2	4
63	мы уже	4	4
64	же как	3	4
65	из себя	10	4
66	на этой	2	4
67	все это	11	4
68	в связи	3	4
69	то же	4	4
70	в истории	3	4
71	совершенно ясно	2	4
72	он не	3	4
73	мы должны	4	4
74	и это	3	4
75	в которой	5	4
76	с ним	6	4
77	никогда не	4	3
78	и все	7	3
79	состоит из	4	3
80	в целом	5	3
81	ее и	3	3
82	в свою	2	3
83	что его	4	3
84	в этой	6	3
85	в то	6	3
86	в себя	2	3
87	того чтобы	8	3
88	и из	2	3
89	на том	2	3
90	только один	2	3
91	показывают что	2	3
92	что при	6	3
93	на этом	2	3
94	для того	8	3
95	к нему	2	3
96	друг друга	2	3
97	а в	3	3
98	в которых	2	3
99	в данном	3	3
100	их в	2	3
101	и с	5	3
102	они не	2	3
103	никто не	2	3
104	и вообще	3	3
105	в европе	6	3
106	этих народов	4	2
107	уже и	3	2
108	у него	5	2
109	но так	2	2
110	только тогда	2	2
111	тогда когда	3	2
112	представление об	4	2
113	со своими	2	2
114	к этому	5	2
115	вовсе не	2	2
116	вопрос о	3	2
117	на то	9	2
118	так что	5	2
119	указывают на	3	2
120	о которых	6	2
121	с этой	3	2
122	по существу	6	2
123	мы и	2	2
124	и при	6	2
125	такой же	2	2
126	одна из	2	2
127	как у	3	2
128	очевидно что	3	2
129	того же	9	2
130	социальной жизни	4	2
131	до сих	8	2
132	она не	2	2
133	и сам	2	2
134	жизни и	2	2
135	несмотря на	6	2
136	друг с	9	2
137	если бы	8	2
138	из которых	4	2
139	выше мы	4	2
140	таким же	3	2
141	от себя	2	2
142	одним из	4	2
143	но для	2	2
144	как бы	10	2
145	и потому	3	2
146	из двух	2	2
147	даже в	3	2
148	это представление	3	2
149	сих пор	8	2
150	отношению к	9	2
151	во всех	10	2
152	том чтобы	2	2
153	данном случае	3	2
154	что представление	2	2
155	совершенно не	3	2
156	по отношению	9	2
157	и для	6	2
158	что за	2	2
159	эти примеры	2	2
160	в течение	4	2
161	и других	2	2
162	в одно	2	2
163	самом деле	12	2
164	оказывается что	5	2
165	того что	6	2
166	и по	3	2
167	то в	2	2
168	образом в	3	2
169	точки зрения	13	2
170	на одном	2	2
171	во всем	3	2
172	ту же	2	2
173	что мы	4	2
174	из них	5	2
175	с другом	9	2
176	тех же	2	2
177	на нее	2	2
178	не потому	2	2
179	все его	2	2
180	из него	2	2
181	мы можем	6	2
