N	2gram	Vygotskiy__7	KulturaY
1	в том	18	30
2	и в	26	24
3	потому что	16	23
4	том что	17	21
5	что в	12	17
6	того чтобы	19	17
7	для того	18	16
8	было бы	6	15
9	в этом	29	14
10	точки зрения	28	14
11	может быть	7	13
12	все же	6	12
13	таким образом	23	12
14	в его	4	12
15	и не	18	12
16	не в	4	11
17	только в	8	11
18	вовсе не	2	10
19	в силу	5	10
20	в самом	9	10
21	у нас	2	10
22	не только	24	10
23	если бы	5	9
24	то что	24	9
25	прежде всего	7	9
26	отношению к	5	9
27	самом деле	6	9
28	того что	14	9
29	с точки	21	9
30	о том	4	9
31	так как	14	9
32	по отношению	6	8
33	то же	8	8
34	а не	6	8
35	как раз	3	8
36	тем что	9	8
37	не менее	4	7
38	с другой	4	7
39	связи с	4	7
40	в качестве	5	7
41	как бы	6	7
42	вместе с	12	7
43	не может	11	7
44	с помощью	13	7
45	это не	3	7
46	бы в	5	7
47	в области	4	7
48	так и	3	7
49	в какой	6	6
50	тогда когда	5	6
51	именно в	6	6
52	что он	8	6
53	только потому	3	6
54	в ней	3	6
55	но и	11	6
56	что же	2	6
57	все это	3	6
58	можно было	2	6
59	все эти	6	6
60	в которых	2	6
61	мере в	2	6
62	в которой	11	6
63	с тем	5	5
64	что это	6	5
65	той мере	2	5
66	к тому	7	5
67	но не	3	5
68	еще не	4	5
69	что не	2	5
70	и что	6	5
71	целый ряд	4	5
72	этом отношении	3	5
73	в виду	5	5
74	в той	4	5
75	а в	2	5
76	и его	12	5
77	во всяком	2	5
78	речи и	30	5
79	с ним	3	5
80	и с	5	5
81	учение о	3	4
82	в этих	2	4
83	и потому	3	4
84	что эти	3	4
85	на то	4	4
86	в нем	2	4
87	что они	10	4
88	есть в	3	4
89	это и	4	4
90	речи в	27	4
91	один из	2	4
92	что и	3	4
93	не есть	4	4
94	тем не	3	4
95	в целом	5	4
96	сих пор	3	4
97	до сих	3	4
98	как в	4	4
99	внимание на	2	4
100	с этим	2	4
101	того как	2	4
102	в самой	3	4
103	тем самым	8	4
104	так что	4	4
105	речь в	4	4
106	так же	14	4
107	в данном	5	4
108	из этих	3	4
109	и является	3	4
110	слова и	10	4
111	речи можно	4	4
112	значение слова	13	3
113	уже в	2	3
114	как на	6	3
115	казалось бы	2	3
116	состоит в	3	3
117	смысле этого	3	3
118	ему нужно	2	3
119	для этого	3	3
120	представление о	7	3
121	его к	2	3
122	можно сказать	5	3
123	в первом	3	3
124	ли не	2	3
125	в этой	3	3
126	свою очередь	2	3
127	очевидно что	3	3
128	что слово	2	3
129	письменной речи	3	3
130	в свою	2	3
131	гораздо более	4	3
132	в сущности	9	3
133	этого слова	3	3
134	слова как	5	3
135	в котором	4	3
136	по мере	7	3
137	даже в	2	3
138	на его	2	3
139	что она	8	3
140	тому что	9	3
141	что оно	4	3
142	только и	3	3
143	в их	2	3
144	и он	2	3
145	несмотря на	2	3
146	должно быть	2	3
147	той же	8	3
148	и здесь	2	3
149	и то	7	3
150	в речи	5	3
151	нуждается в	3	3
152	себе в	5	3
153	в себе	9	3
154	как это	5	3
155	перед вами	2	2
156	я не	3	2
157	том и	3	2
158	речи не	5	2
159	только к	2	2
160	о чем	4	2
161	и есть	2	2
162	можно ли	2	2
163	никогда не	4	2
164	иначе как	6	2
165	с этой	5	2
166	не является	3	2
167	но с	2	2
168	что все	2	2
169	на самом	3	2
170	не раз	2	2
171	значение и	2	2
172	не могут	4	2
173	что было	2	2
174	вопрос о	6	2
175	по себе	3	2
176	в собственном	3	2
177	идет о	2	2
178	если мы	5	2
179	в смысле	6	2
180	слова но	3	2
181	в то	3	2
182	для нас	2	2
183	этом случае	14	2
184	что его	2	2
185	как и	15	2
186	это есть	4	2
187	можно говорить	2	2
188	и при	2	2
189	что если	2	2
190	в большинстве	2	2
191	что с	5	2
192	в своей	3	2
193	одним из	2	2
194	том же	2	2
195	никак не	5	2
196	но если	2	2
197	именно поэтому	2	2
198	относится к	2	2
199	все те	2	2
200	если в	4	2
201	и значение	5	2
202	и тем	6	2
203	ее в	8	2
204	и против	2	2
205	ни в	2	2
206	в современной	2	2
207	были бы	3	2
208	втором случае	3	2
209	убедиться что	2	2
210	то и	4	2
211	мы говорим	2	2
212	он не	3	2
213	и для	5	2
214	в слове	11	2
215	этого термина	2	2
216	не мог	2	2
217	лишь в	2	2
218	во втором	3	2
219	устной речи	3	2
220	должны быть	4	2
221	между ними	3	2
222	не имеет	2	2
223	или в	2	2
224	по своим	2	2
225	также и	2	2
226	одно из	5	2
227	этой точки	4	2
228	нужно было	4	2
229	могли бы	5	2
230	заключается в	6	2
231	до конца	5	2
232	здесь как	2	2
233	ничего не	2	2
234	но в	4	2
235	в определенных	2	2
236	но также	3	2
