N	2gram	Bakhtin_Pr_4	Narrotol
1	не только	14	32
2	может быть	23	25
3	но и	12	23
4	и не	27	20
5	и в	46	19
6	то есть	40	19
7	в том	9	18
8	в этом	16	17
9	том что	4	14
10	не в	10	14
11	а не	11	12
12	своего рода	4	12
13	то что	4	11
14	а в	2	11
15	не может	19	10
16	точки зрения	11	10
17	при этом	5	9
18	так и	4	9
19	в его	9	9
20	в мире	3	9
21	с другой	3	8
22	героя в	3	8
23	и т.п	14	8
24	в себе	7	8
25	времени и	2	7
26	и т.д	3	7
27	как и	12	7
28	еще не	7	7
29	к тому	2	7
30	все же	4	7
31	как в	4	7
32	по отношению	5	7
33	том числе	4	6
34	с его	5	6
35	что он	6	6
36	отношению к	5	6
37	но не	4	6
38	в себя	4	6
39	в той	3	6
40	о том	5	6
41	но в	6	6
42	и как	2	5
43	по себе	7	5
44	или иной	2	5
45	можно сказать	4	5
46	себя в	3	5
47	уже не	4	5
48	к нему	5	5
49	и его	6	5
50	в данном	2	5
51	между двумя	3	5
52	в отличие	3	5
53	к себе	6	5
54	отличие от	3	5
55	в этой	3	5
56	далеко не	3	5
57	перед нами	12	4
58	прежде всего	9	4
59	в нем	17	4
60	у него	5	4
61	то же	6	4
62	да и	4	4
63	но все	2	4
64	же время	5	4
65	было бы	3	4
66	той или	2	4
67	как бы	19	4
68	о нем	6	4
69	и тем	2	4
70	хотя бы	2	4
71	другой стороны	3	4
72	отличается от	3	4
73	те же	2	4
74	числе и	3	4
75	в рассказе	2	4
76	сказать что	2	4
77	только в	6	4
78	героя и	4	4
79	здесь не	4	4
80	и с	7	4
81	не менее	2	3
82	же как	2	3
83	что в	4	3
84	могут быть	2	3
85	никогда не	6	3
86	двуголосого слова	4	3
87	уже в	4	3
88	из этих	3	3
89	ни в	6	3
90	в присутствии	2	3
91	одна из	2	3
92	в сущности	7	3
93	на том	2	3
94	хотя и	6	3
95	он не	4	3
96	и даже	3	3
97	если в	2	3
98	с ее	3	3
99	себя внимание	2	3
100	жизни и	5	3
101	когда он	2	3
102	на него	3	3
103	особенно в	5	3
104	как мы	12	3
105	и он	6	3
106	высказывания и	2	3
107	и на	11	3
108	между тем	2	3
109	тем что	3	3
110	на себя	4	3
111	по своей	3	3
112	в то	5	3
113	в произведении	2	3
114	бы не	2	2
115	он сам	2	2
116	должна быть	2	2
117	себя и	3	2
118	в своем	3	2
119	героя с	2	2
120	здесь и	3	2
121	не как	3	2
122	не могло	2	2
123	на свой	6	2
124	себе самом	5	2
125	точек зрения	4	2
126	его как	2	2
127	по существу	3	2
128	есть в	6	2
129	том или	2	2
130	более или	3	2
131	между ними	10	2
132	всех его	3	2
133	для него	2	2
134	языка и	2	2
135	в пределах	10	2
136	она не	3	2
137	от одного	2	2
138	например в	4	2
139	к другому	5	2
140	он уже	2	2
141	нет и	2	2
142	сами по	2	2
143	зрения и	2	2
144	и до	3	2
145	или менее	3	2
146	приводит к	4	2
147	отношение к	3	2
148	так же	3	2
149	как раз	7	2
150	к самому	2	2
151	и только	3	2
152	отношения к	2	2
153	не было	2	2
154	все эти	4	2
155	совершенно не	4	2
156	они не	2	2
157	самом деле	4	2
158	что мы	2	2
159	одним из	3	2
160	и для	3	2
161	с точки	9	2
162	главного героя	2	2
163	при всем	2	2
164	это не	5	2
165	общения то	2	2
166	или в	8	2
167	можно было	2	2
168	в результате	2	2
169	в структуре	5	2
170	этого слова	2	2
171	и все	9	2
172	рассказ в	3	2
173	ничего не	2	2
174	мы имеем	3	2
175	и одновременно	2	2
