N	2gram	Bakhtin_Fr_3	slovoVRo
1	и в	40	41
2	в нем	5	30
3	то есть	18	26
4	в романе	15	21
5	во всех	6	17
6	но и	11	16
7	и не	13	16
8	точки зрения	2	16
9	не только	13	16
10	а не	5	15
11	то же	7	14
12	может быть	9	14
13	и др	7	14
14	не может	3	14
15	и его	17	14
16	и на	8	14
17	в то	6	14
18	в сущности	9	13
19	в его	13	13
20	слова и	2	13
21	же время	6	12
22	до конца	6	12
23	как бы	3	12
24	в этом	15	12
25	так и	3	11
26	язык и	2	10
27	слово в	3	10
28	в той	6	10
29	или иной	2	9
30	той или	2	9
31	таким образом	10	9
32	все эти	8	9
33	слова в	2	8
34	прежде всего	16	8
35	на его	2	8
36	в особенности	5	8
37	но в	8	8
38	как в	3	8
39	как мы	10	8
40	и следовательно	3	7
41	отношение к	8	7
42	вовсе не	12	7
43	в своей	6	7
44	все же	2	7
45	того же	2	6
46	это не	2	6
47	при этом	3	6
48	и даже	4	6
49	а в	3	6
50	в плане	2	6
51	в них	9	6
52	только в	3	6
53	с другой	2	5
54	почти вовсе	4	5
55	в самом	6	5
56	все это	4	5
57	в основе	5	5
58	как его	2	5
59	и к	3	5
60	еще более	4	5
61	к нему	2	5
62	в языке	2	5
63	он в	2	5
64	далеко не	2	5
65	так сказать	5	5
66	и от	3	4
67	или меньшей	3	4
68	большей или	3	4
69	кроме того	3	4
70	меньшей степени	2	4
71	одним из	2	4
72	в ней	4	4
73	один из	4	4
74	в их	4	4
75	лишь в	2	4
76	и наконец	3	4
77	рядом с	2	4
78	и с	8	4
79	в которой	2	4
80	и все	9	4
81	с его	3	4
82	всех этих	3	4
83	как и	11	4
84	здесь в	4	4
85	еще не	3	4
86	но именно	3	4
87	по преимуществу	2	4
88	том же	2	4
89	и потому	4	4
90	о нем	3	4
91	и для	5	4
92	там где	3	4
93	хотя бы	2	3
94	из этих	2	3
95	в том	8	3
96	следовательно и	2	3
97	и сам	2	3
98	для него	5	3
99	в большей	2	3
100	от языка	2	3
101	из них	4	3
102	данном случае	2	3
103	в своем	7	3
104	в разных	2	3
105	именно в	2	3
106	и других	6	3
107	в других	3	3
108	также и	4	3
109	образом в	2	3
110	и здесь	4	3
111	не было	5	3
112	в истории	4	3
113	о том	4	3
114	так как	4	3
115	поэтому и	3	3
116	у него	8	3
117	и во	4	3
118	с этим	2	3
119	романа в	2	3
120	но здесь	2	3
121	связанные с	3	3
122	в себе	3	3
123	не были	2	3
124	было бы	4	3
125	одной из	2	3
126	конечно не	2	3
127	он не	9	3
128	в основном	4	3
129	у рабле	16	3
130	из этого	2	3
131	в данном	4	3
132	и ее	2	3
133	выражение в	2	3
134	связана с	2	2
135	в частности	3	2
136	одного из	2	2
137	и форм	2	2
138	для понимания	3	2
139	правда не	3	2
140	можно сказать	2	2
141	xx века	5	2
142	ему не	2	2
143	они были	3	2
144	на этом	2	2
145	смысле слова	4	2
146	например в	2	2
147	такого рода	3	2
148	и той	2	2
149	для того	3	2
150	между ними	3	2
151	со всею	3	2
152	в целом	2	2
153	в этих	6	2
154	одновременно и	2	2
155	те же	5	2
156	жизнь в	3	2
157	сказать что	3	2
158	потому что	2	2
159	же и	3	2
160	но он	2	2
161	между тем	3	2
162	не исчерпывается	2	2
163	в котором	2	2
164	дело не	3	2
165	в одном	7	2
166	в духе	7	2
167	к этому	6	2
168	связь с	6	2
169	в условиях	2	2
170	и стиля	3	2
171	у нас	4	2
172	том что	4	2
173	мы видим	5	2
174	одна из	3	2
175	но не	2	2
176	чем он	2	2
177	до сих	4	2
178	мы уже	13	2
179	века в	2	2
180	и о	4	2
181	и самое	3	2
182	а также	4	2
183	даже в	4	2
184	сих пор	4	2
185	в ее	3	2
186	как раз	5	2
187	так в	4	2
188	на самом	3	2
189	только на	4	2
190	и у	2	2
191	эпохи и	2	2
192	той же	8	2
193	роль в	4	2
194	мы не	2	2
195	можно было	3	2
196	нас в	2	2
197	в другом	3	2
198	на протяжении	3	2
199	связи с	6	2
200	здесь не	3	2
201	в эту	4	2
202	и стиль	2	2
