N	2gram	Vygotskiy__5	Psycholo
1	то что	26	32
2	и в	16	31
3	в том	18	30
4	что в	16	23
5	может быть	9	22
6	таким образом	19	20
7	при этом	4	19
8	совершенно ясно	2	19
9	так как	16	18
10	не может	18	17
11	как и	8	16
12	том что	15	16
13	и не	12	16
14	точки зрения	18	15
15	только в	10	14
16	а не	10	13
17	не только	16	13
18	что и	3	13
19	так же	15	12
20	если мы	7	12
21	мы не	3	12
22	в этом	25	12
23	в самом	4	11
24	с таким	3	11
25	могут быть	4	11
26	не в	6	11
27	в области	12	11
28	в сущности	13	10
29	того что	16	10
30	потому что	21	10
31	по себе	7	9
32	как в	5	9
33	самом деле	3	9
34	никогда не	5	8
35	вместе с	4	8
36	все это	2	8
37	показать что	3	8
38	и что	12	8
39	во всяком	2	8
40	что мы	4	8
41	что он	25	7
42	на основании	2	7
43	и его	3	7
44	заключается в	5	7
45	того чтобы	17	7
46	тому как	4	7
47	сказать что	13	7
48	о том	8	7
49	этой теории	5	6
50	вовсе не	2	6
51	зависимости от	2	6
52	очевидно что	2	6
53	одной стороны	3	6
54	до конца	3	6
55	было бы	10	6
56	если бы	8	6
57	вслед за	2	6
58	а в	3	6
59	что она	2	6
60	для того	14	6
61	и даже	2	6
62	в его	11	6
63	и есть	7	5
64	само по	2	5
65	эта теория	4	5
66	тогда когда	5	5
67	этой точки	4	5
68	не является	5	5
69	показывает что	5	5
70	все же	3	5
71	так что	4	5
72	мы видим	4	5
73	с одной	3	5
74	то время	4	5
75	говорит что	5	5
76	совершенно не	2	5
77	в какой	6	5
78	как бы	5	5
79	в зависимости	2	5
80	в целом	4	5
81	в процессе	13	5
82	другой стороны	2	5
83	то же	8	5
84	с другой	4	5
85	время как	4	5
86	это есть	4	5
87	подобно тому	4	5
88	в то	5	5
89	как будто	2	5
90	к тому	6	4
91	в которой	5	4
92	в котором	2	4
93	и другие	2	4
94	в виду	2	4
95	прежде всего	3	4
96	тому что	5	4
97	столь же	2	4
98	указывает на	2	4
99	отличие от	2	4
100	по существу	3	4
101	чтобы понять	2	4
102	что я	2	4
