N	2gram	Tiupa_Lite_3	Problemy
1	и не	22	31
2	и в	16	29
3	в его	6	24
4	может быть	12	24
5	а не	12	22
6	в этом	14	22
7	как бы	8	19
8	в нем	2	19
9	точки зрения	7	19
10	для него	2	18
11	не только	14	15
12	то что	12	15
13	не как	2	14
14	но и	14	14
15	и его	6	14
16	то же	9	14
17	уже не	3	13
18	с точки	3	13
19	как и	5	12
20	не может	8	12
21	в одном	4	10
22	в самом	3	10
23	в то	9	10
24	только в	7	10
25	там где	3	10
26	с его	6	9
27	это не	5	9
28	все же	2	9
29	в романе	3	9
30	но не	4	9
31	же время	7	9
32	о нем	2	9
33	если бы	2	9
34	до конца	4	8
35	по себе	2	8
36	что он	5	8
37	что в	2	8
38	отношению к	4	8
39	в своей	7	8
40	по отношению	4	8
41	потому что	3	8
42	в том	12	8
43	прежде всего	3	7
44	том что	8	7
45	не в	10	7
46	так и	9	7
47	входит в	4	7
48	и как	3	7
49	а в	5	7
50	и на	2	7
51	в себе	6	7
52	мира и	2	7
53	но в	3	7
54	в конце	2	6
55	в целом	5	6
56	несмотря на	2	6
57	одним из	4	6
58	в единстве	3	6
59	как в	5	6
60	как раз	2	6
61	самом деле	3	6
62	в мире	16	6
63	так же	2	6
64	его в	2	6
65	и потому	2	6
66	сознания и	2	5
67	именно в	5	5
68	было бы	2	5
69	более того	3	5
70	еще не	6	5
71	не становится	3	5
72	той же	3	5
73	между тем	3	5
74	автора и	2	5
75	он и	2	5
76	мира в	3	5
77	личности в	3	4
78	бы и	3	4
79	что и	2	4
80	так чтобы	2	4
81	и с	2	4
82	даже в	4	4
83	и для	4	4
84	тем что	2	4
85	как мы	2	4
86	и наконец	3	4
87	должно быть	4	4
88	в основе	5	4
89	в этой	8	4
90	человека в	2	4
91	я не	2	3
92	для его	3	3
93	никогда не	4	3
94	и одновременно	2	3
95	с другой	6	3
96	романа и	2	3
97	по существу	4	3
98	художественного творчества	2	3
99	лишь на	2	3
100	оно не	2	3
101	бытия в	2	3
102	другой стороны	2	3
103	как на	3	3
104	этом отношении	5	3
105	например в	3	3
106	себе самому	3	3
107	тому как	3	3
108	в своих	2	3
109	но с	2	3
110	он в	2	3
111	подобно тому	2	3
112	за ним	2	3
113	не знает	2	3
114	как будто	4	3
115	далеко не	2	3
116	отношения к	3	3
117	произведения в	3	2
118	жизни не	2	2
119	а лишь	2	2
120	в противоположность	2	2
121	все время	3	2
122	героя как	2	2
123	связи с	2	2
124	себя и	2	2
125	однако в	4	2
126	то ни	2	2
127	с этой	2	2
128	он все	2	2
129	для своего	2	2
130	к идее	2	2
131	в жизни	8	2
132	с которой	2	2
133	вследствие этого	2	2
134	человеческого духа	3	2
135	вопрос о	2	2
136	и ее	2	2
137	и к	3	2
138	жизни и	3	2
139	же в	2	2
140	бы то	2	2
141	при этом	15	2
142	него не	2	2
143	на себя	2	2
144	и перед	2	2
145	со своими	2	2
146	и сам	2	2
147	жизни а	2	2
148	наконец в	3	2
149	однако не	3	2
150	один из	2	2
151	на его	3	2
152	отношение к	2	2
153	в первой	2	2
154	сознания с	2	2
155	данном случае	4	2
156	ни было	2	2
157	во всей	2	2
158	и даже	2	2
159	в кругозоре	2	2
160	к себе	8	2
161	в данном	4	2
162	одно из	4	2
163	как например	2	2
164	для себя	2	2
165	могли бы	2	2
