N	2gram	Voloshinov_1	Narrotol
1	не только	7	32
2	может быть	17	25
3	но и	4	23
4	и не	4	20
5	и в	16	19
6	в том	3	18
7	в этом	9	17
8	в частности	2	14
9	том что	3	14
10	то что	3	11
11	а в	3	11
12	не может	8	10
13	точки зрения	8	10
14	при этом	6	9
15	так и	4	9
16	в его	4	9
17	и т.п	2	8
18	как и	2	7
19	еще не	5	7
20	с его	7	6
21	что он	2	6
22	как это	3	6
23	на протяжении	2	6
24	о том	2	6
25	но в	4	6
26	и как	3	5
27	отнюдь не	4	5
28	нуждается в	5	5
29	можно сказать	4	5
30	и его	8	5
31	в основе	3	5
32	к себе	3	5
33	в этой	4	5
34	матери и	3	4
35	прежде всего	9	4
36	в нем	4	4
37	у него	2	4
38	что не	2	4
39	то же	2	4
40	при всей	2	4
41	было бы	2	4
42	как бы	5	4
43	хотя бы	4	4
44	те же	3	4
45	сказать что	7	4
46	только в	4	4
47	и с	8	4
48	не существует	2	3
49	не менее	2	3
50	ни было	2	3
51	же как	2	3
52	что в	3	3
53	могут быть	3	3
54	никогда не	2	3
55	из этих	2	3
56	ни в	5	3
57	он не	2	3
58	и даже	4	3
59	один из	2	3
60	не есть	2	3
61	с ее	4	3
62	не будет	2	3
63	жизни и	3	3
64	даже не	3	3
65	как мы	4	3
66	сводится к	2	3
67	и на	4	3
68	в конечном	3	3
69	что это	2	3
70	себя и	2	2
71	конечном счете	2	2
72	между собой	2	2
73	оно не	2	2
74	быть может	2	2
75	что на	2	2
76	на первый	2	2
77	есть в	2	2
78	между ними	3	2
79	всех его	2	2
80	для него	6	2
81	в пределах	2	2
82	в область	2	2
83	и потому	3	2
84	и др	3	2
85	нет и	2	2
86	отношение к	5	2
87	во всей	2	2
88	так же	2	2
89	не на	2	2
90	и только	9	2
91	отношения к	3	2
92	все эти	5	2
93	совершенно не	8	2
94	они не	2	2
95	самом деле	6	2
96	что мы	2	2
97	и для	2	2
98	с точки	6	2
99	и ее	4	2
100	но как	2	2
101	говорить о	2	2
102	все то	2	2
103	и все	4	2
104	его в	4	2
105	мира и	3	2
