N	2gram	Vinokur_Ku_2	Psycholo
1	в том	19	37
2	и в	23	32
3	и что	8	22
4	том что	11	21
5	то что	9	21
6	таким образом	5	21
7	потому что	25	21
8	что в	10	20
9	так же	4	18
10	может быть	15	18
11	что и	3	17
12	не может	9	17
13	точки зрения	14	17
14	что она	3	16
15	самом деле	9	16
16	того чтобы	11	14
17	что он	5	13
18	при этом	2	13
19	то же	6	13
20	для того	9	13
21	в этом	18	13
22	по себе	10	12
23	если мы	4	12
24	в самом	12	12
25	не только	20	12
26	заключается в	2	12
27	так как	15	12
28	на то	4	11
29	с тем	2	11
30	было бы	15	11
31	как и	2	10
32	и т	39	10
33	но и	7	10
34	и не	16	10
35	с точки	8	10
36	никогда не	2	9
37	что все	5	9
38	как в	3	9
39	в своих	2	9
40	тем что	3	9
41	что это	7	8
42	не менее	7	8
43	не в	8	8
44	т п	24	8
45	той же	2	8
46	того что	3	8
47	к тому	4	7
48	ясно что	5	7
49	мы знаем	4	7
50	а не	10	7
51	в сущности	9	7
52	все эти	12	7
53	можно было	9	7
54	и его	3	7
55	что для	2	7
56	сказать что	4	7
57	как будто	2	7
58	только в	5	7
59	что они	2	7
60	в этой	6	6
61	тот же	5	6
62	он не	3	6
63	как бы	4	6
64	целый ряд	5	6
65	те же	3	6
66	что если	2	6
67	если бы	12	6
68	отнюдь не	4	5
69	что у	2	5
70	на все	2	5
71	в ней	3	5
72	все это	5	5
73	как раз	3	5
74	этом отношении	3	5
75	на самом	2	5
76	и даже	2	5
77	и на	6	5
78	в то	4	5
79	и более	2	4
80	же как	2	4
81	случае если	2	4
82	от того	4	4
83	с этой	2	4
84	утверждать что	2	4
85	что на	4	4
86	тем не	6	4
87	как это	5	4
88	том случае	2	4
89	а на	2	4
90	несмотря на	5	4
91	материал для	2	4
92	указывает что	2	4
93	никак не	3	4
94	совершенно не	3	4
95	и по	3	4
96	и тем	5	4
97	в нем	4	4
98	все же	7	4
99	с той	2	4
100	и до	2	4
101	данном случае	2	4
102	но только	4	4
103	а в	3	4
104	и все	2	4
105	мы имеем	5	4
106	не имеет	4	4
107	и для	2	4
108	в данном	4	4
109	в языке	10	4
110	и с	7	4
111	знаем что	3	4
112	могут быть	4	4
113	с этим	3	4
114	ту же	6	4
115	и это	3	4
116	ничего не	4	4
117	того как	2	4
118	между тем	6	4
119	не могут	5	3
120	главным образом	3	3
121	состоит в	2	3
122	в частности	2	3
123	конечном счете	2	3
124	для этого	3	3
125	хотя бы	9	3
126	с другой	8	3
127	не как	2	3
128	в конце	4	3
129	точно так	3	3
130	представить себе	2	3
131	а только	3	3
132	по существу	5	3
133	об этом	5	3
134	до конца	3	3
135	в свою	2	3
136	в нашей	4	3
137	только как	2	3
138	мы в	2	3
139	в своей	2	3
140	может служить	2	3
141	на это	3	3
142	конце концов	3	3
143	один из	5	3
144	так и	4	3
145	бы и	4	3
146	в их	2	3
147	в отношении	2	3
148	что же	5	3
149	это только	2	3
150	на этом	3	3
151	которых мы	2	3
152	образом в	2	3
153	этот вопрос	6	3
154	и вот	5	3
155	и сейчас	2	3
156	что не	6	3
157	в конечном	2	3
158	должны быть	2	3
159	само по	5	3
160	в каком	4	3
161	в которых	2	3
162	и то	5	3
163	ни на	2	3
164	мы должны	2	3
165	того или	2	3
166	или же	2	3
167	но в	11	3
168	в виду	3	3
169	в узком	4	2
170	слова в	6	2
171	мы будем	2	2
172	однако не	4	2
173	казалось бы	3	2
174	но даже	2	2
175	в них	4	2
176	но так	2	2
177	это не	6	2
178	и от	2	2
179	это в	2	2
180	была бы	4	2
181	или иного	2	2
182	этой точки	2	2
183	во всяком	5	2
184	сводится к	3	2
185	и здесь	5	2
186	ни в	4	2
187	же время	3	2
188	свою очередь	2	2
189	еще не	5	2
190	но не	6	2
191	очевидно что	2	2
192	в день	2	2
193	того же	3	2
194	по сравнению	2	2
195	но что	2	2
196	она не	2	2
197	из которых	3	2
198	вовсе не	9	2
199	к нему	2	2
200	только потому	8	2
201	и следовательно	2	2
202	в его	5	2
203	всяком случае	5	2
204	оно не	2	2
205	как можно	2	2
206	как не	3	2
207	для нас	4	2
208	на том	2	2
209	в процессе	3	2
210	вместе с	5	2
211	речи с	2	2
212	отличается от	3	2
213	так в	3	2
214	не на	2	2
215	другой стороны	7	2
216	в особенности	4	2
217	т д	14	2
218	не было	4	2
219	что оно	3	2
220	после того	2	2
221	роль в	2	2
222	этой области	4	2
223	в самой	2	2
224	здесь мы	2	2
225	и у	2	2
226	проще всего	2	2
227	на этот	2	2
228	на который	2	2
229	то или	3	2
230	для самого	2	2
231	отличие от	2	2
232	но это	3	2
233	также и	5	2
234	и далее	2	2
235	ли это	2	2
236	в первый	3	2
237	смысл и	3	2
238	и вообще	2	2
239	могли бы	2	2
240	в русском	10	2
241	в свое	2	2
242	на примере	2	2
243	ответ на	2	2
244	там где	5	2
