N	2gram	Losev_Dial_4	Myslijsy
1	потому что	10	46
2	в том	11	32
3	и в	15	30
4	может быть	17	28
5	то же	9	23
6	не только	8	21
7	только в	7	21
8	но и	4	19
9	том что	10	18
10	то что	16	18
11	того что	13	18
12	что в	7	17
13	не есть	40	17
14	по себе	13	16
15	в себе	8	16
16	не в	8	15
17	и не	30	15
18	а не	18	15
19	таким образом	5	14
20	что и	6	13
21	так как	14	13
22	точно так	2	12
23	вместе с	2	12
24	если бы	6	12
25	так и	5	11
26	что оно	7	11
27	как и	7	10
28	как в	3	10
29	и что	9	10
30	в этом	11	10
31	в то	6	10
32	из этих	2	9
33	только тогда	5	9
34	было бы	9	9
35	слово есть	3	9
36	в нем	5	9
37	мы не	9	9
38	тогда когда	5	9
39	в самом	2	8
40	от того	2	8
41	в ней	5	8
42	что не	3	8
43	только что	2	8
44	что мы	7	8
45	и то	3	8
46	и без	2	7
47	вовсе не	6	7
48	так что	6	7
49	с тем	4	7
50	есть не	5	7
51	тем самым	3	7
52	тем что	2	7
53	же что	3	6
54	что он	7	6
55	но это	4	6
56	с этим	3	6
57	из них	2	6
58	между собою	2	6
59	художественное произведение	2	6
60	то и	2	6
61	не может	11	6
62	уже не	9	6
63	и слово	2	6
64	не имеет	14	6
65	с ним	3	6
66	не могут	2	5
67	в них	2	5
68	думать что	2	5
69	по крайней	7	5
70	человека и	2	5
71	в каком	5	5
72	и как	4	5
73	же время	6	5
74	в своем	5	5
75	еще не	4	5
76	крайней мере	7	5
77	и тем	6	5
78	не менее	2	5
79	есть только	3	5
80	должно быть	2	5
81	тому как	4	5
82	сказать что	6	5
83	сам по	2	5
84	и т	17	5
85	что я	5	5
86	что это	13	4
87	оно не	2	4
88	одной и	3	4
89	что именно	7	4
90	в смысле	5	4
91	есть ни	9	4
92	все это	9	4
93	что даже	2	4
94	все что	2	4
95	в его	4	4
96	образа в	2	4
97	себя и	3	4
98	в котором	2	4
99	себе не	2	4
100	тем более	6	4
101	один из	4	4
102	другой стороны	2	4
103	есть нечто	2	4
104	бы не	2	4
105	и его	7	4
106	не было	2	4
107	все равно	2	4
108	для того	5	4
109	и по	2	4
110	того как	2	4
111	мы должны	4	4
112	в один	3	4
113	и это	8	4
114	и потому	3	4
115	и при	2	4
116	для меня	2	4
117	есть еще	2	3
118	в человеке	2	3
119	не говоря	3	3
120	и есть	19	3
121	могут быть	3	3
122	или что	2	3
123	прежде всего	11	3
124	и все	11	3
125	что все	4	3
126	к этому	3	3
127	оно есть	4	3
128	тем не	2	3
129	именно в	5	3
130	есть в	4	3
131	не будет	2	3
132	свою очередь	2	3
133	мы можем	3	3
134	само по	4	3
135	в свою	3	3
136	бы ни	2	3
137	можно сказать	5	3
138	при этом	2	3
139	и может	2	3
140	ни о	3	3
141	никак не	2	3
142	только потому	3	3
143	и следовательно	3	3
144	что она	5	3
145	как бы	14	3
146	никто не	2	3
147	от всего	3	3
148	чувства и	2	3
149	со стороны	3	3
150	в словах	3	3
151	и тогда	2	3
152	т д	15	3
153	того чтобы	5	3
154	в силу	4	3
155	так же	4	3
156	или в	7	3
157	и на	5	3
158	же и	2	3
159	говорить о	11	3
160	и вообще	7	3
161	в чем	8	3
162	в которой	2	3
163	это было	2	3
164	том как	2	3
165	возможно только	3	3
166	только не	3	2
167	перед нами	6	2
168	прежде чем	2	2
169	но все	2	2
170	время и	2	2
171	и та	3	2
172	об этом	3	2
173	от нее	3	2
174	та же	3	2
175	не как	4	2
176	которые бы	2	2
177	в одном	4	2
178	в понятии	2	2
179	на все	2	2
180	не всегда	3	2
181	а как	2	2
182	в собственном	3	2
183	есть то	5	2
184	показывает что	2	2
185	на то	5	2
186	не дает	2	2
187	сама по	5	2
188	одной из	2	2
189	что с	2	2
190	идеи и	4	2
191	будет ли	3	2
192	в ее	2	2
193	мы видим	4	2
194	в этой	4	2
195	что они	4	2
196	от него	3	2
197	можно только	3	2
198	но как	2	2
199	как о	2	2
200	но что	5	2
201	она не	4	2
202	и мы	7	2
203	и если	3	2
204	что человек	2	2
205	и той	3	2
206	и о	8	2
207	мы уже	3	2
208	этот предмет	2	2
209	в свое	2	2
210	за пределы	3	2
211	был бы	2	2
212	вообще как	2	2
213	себе что	2	2
214	собственно говоря	2	2
215	но мы	2	2
216	все же	2	2
217	жизни и	4	2
218	то или	3	2
219	в своей	3	2
220	что уже	2	2
221	собственном смысле	2	2
222	в природе	3	2
223	природы и	2	2
224	что же	2	2
225	в их	3	2
226	что есть	2	2
227	в виде	3	2
228	в разных	2	2
229	быть не	2	2
230	это и	9	2
231	к своему	2	2
232	но только	5	2
233	что такое	5	2
234	и наконец	3	2
235	и даже	6	2
236	и притом	3	2
237	идеи в	2	2
238	я думаю	2	2
239	той же	5	2
240	что по	2	2
241	с этой	2	2
242	ни в	8	2
243	от этого	3	2
244	точки зрения	14	2
245	подобно тому	4	2
246	бы в	4	2
247	ничего общего	4	2
248	есть понятие	2	2
249	отношении к	2	2
250	о том	5	2
251	что эта	2	2
252	иметь в	2	2
253	которая не	2	2
254	в области	3	2
255	понятие о	2	2
256	нет ни	3	2
257	и с	4	2
